i,cs_present,size,phylum
Hexaplex,FALSE,22,Mollusca
Hiatavolva,FALSE,1,Mollusca
Hiatodoris,FALSE,1,Mollusca
Hiatula,FALSE,23,Mollusca
Hiloa,FALSE,1,Mollusca
Himatina,FALSE,1,Mollusca
Hindsiclava,FALSE,12,Mollusca
Hinea,FALSE,2,Mollusca
Hinemoa,FALSE,12,Mollusca
Hinnites,FALSE,1,Mollusca
Hippocampocardia,FALSE,1,Mollusca
Hipponicidae incertae sedis,FALSE,1,Mollusca
Hipponix,FALSE,18,Mollusca
Hippopus,FALSE,2,Mollusca
Hirtomurex,FALSE,14,Mollusca
Hirtopelta,FALSE,2,Mollusca
Histiomena,FALSE,1,Mollusca
Histioteuthis,FALSE,15,Mollusca
Histoctopus,FALSE,2,Mollusca
Hitia,FALSE,1,Mollusca
Hocius,FALSE,1,Mollusca
Hoffmannola,FALSE,2,Mollusca
Holcostoma,FALSE,2,Mollusca
Holoplocamus,FALSE,1,Mollusca
Homalina,FALSE,1,Mollusca
Homalocantha,FALSE,19,Mollusca
Homalopoma,FALSE,53,Mollusca
Homoiodoris,FALSE,1,Mollusca
Hoplopteron,FALSE,2,Mollusca
Horaiclavus,FALSE,13,Mollusca
Hormospira,FALSE,1,Mollusca
Horologica,FALSE,83,Mollusca
Hortia,FALSE,7,Mollusca
Houbricka,FALSE,1,Mollusca
Huberimactra,FALSE,2,Mollusca
Humilaria,FALSE,1,Mollusca
Hummelinckiella,FALSE,1,Mollusca
Humphreyia,FALSE,1,Mollusca
Hunkydora,FALSE,4,Mollusca
Huxleyia,FALSE,7,Mollusca
Hyala,FALSE,3,Mollusca
Hyalina,FALSE,34,Mollusca
Hyalocylis,FALSE,1,Mollusca
Hyalogyra,FALSE,4,Mollusca
Hyalogyrina,FALSE,7,Mollusca
Hyalokellia,FALSE,2,Mollusca
Hyalopatina,FALSE,3,Mollusca
Hyalopecten,FALSE,14,Mollusca
Hyalorisia,FALSE,2,Mollusca
Hyaloteuthis,FALSE,1,Mollusca
Hybochelus,FALSE,1,Mollusca
Hybolophus,FALSE,1,Mollusca
Hydatina,FALSE,7,Mollusca
Hydroginella,FALSE,30,Mollusca
Hydromyles,FALSE,1,Mollusca
Hyotissa,FALSE,6,Mollusca
Hypanis,FALSE,1,Mollusca
Hypermastus,FALSE,36,Mollusca
Hyphantosoma,FALSE,11,Mollusca
Hypomenia,FALSE,2,Mollusca
Hypotriphora,FALSE,1,Mollusca
Hypselodoris,FALSE,66,Mollusca
Hypterita,FALSE,1,Mollusca
Hysteroconcha,FALSE,5,Mollusca
Iacra,FALSE,6,Mollusca
Ichthyomenia,FALSE,1,Mollusca
Icuncula,FALSE,3,Mollusca
Idas,FALSE,16,Mollusca
Idatellina,FALSE,1,Mollusca
Idioctopus,FALSE,1,Mollusca
Idiosepius,FALSE,6,Mollusca
Idioteuthis,FALSE,1,Mollusca
Ifremeria,FALSE,1,Mollusca
Iheyaspira,FALSE,2,Mollusca
Ilanga,FALSE,38,Mollusca
Ilbia,FALSE,2,Mollusca
Ildica,FALSE,1,Mollusca
Iliochione,FALSE,1,Mollusca
Illex,FALSE,4,Mollusca
Imaclava,FALSE,5,Mollusca
Imbricaria,FALSE,34,Mollusca
Imbricariopsis,FALSE,4,Mollusca
Imeroherpia,FALSE,2,Mollusca
Inbiocystiscus,FALSE,4,Mollusca
Incatella,FALSE,1,Mollusca
Incisura,FALSE,4,Mollusca
Indentina,FALSE,3,Mollusca
Indoaustriella,FALSE,4,Mollusca
Indocrassatella,FALSE,6,Mollusca
Indomitrella,FALSE,9,Mollusca
Indomodulus,FALSE,1,Mollusca
Indotellina,FALSE,1,Mollusca
Indothais,FALSE,12,Mollusca
Inella,FALSE,52,Mollusca
Inermicosta,FALSE,1,Mollusca
Infundibulum,FALSE,2,Mollusca
Ingensia,FALSE,2,Mollusca
Inglisella,FALSE,2,Mollusca
Iniforis,FALSE,29,Mollusca
Inioteuthis,FALSE,3,Mollusca
Inkaba,FALSE,1,Mollusca
Inkinga,FALSE,3,Mollusca
Inodrillia,FALSE,20,Mollusca
Inopinodon,FALSE,1,Mollusca
Inquisitor,FALSE,69,Mollusca
Intelcystiscus,FALSE,5,Mollusca
Inuda,FALSE,1,Mollusca
Iolaea,FALSE,10,Mollusca
Iosepha,FALSE,1,Mollusca
Iothia,FALSE,4,Mollusca
Iotyrris,FALSE,8,Mollusca
Iphiana,FALSE,5,Mollusca
Iphigenia,FALSE,2,Mollusca
Iphinopsis,FALSE,11,Mollusca
Iphitus,FALSE,10,Mollusca
Ipsa,FALSE,1,Mollusca
Iravadia,FALSE,11,Mollusca
Iredalea,FALSE,7,Mollusca
Iredalula,FALSE,2,Mollusca
Iridona,FALSE,5,Mollusca
Iridoteuthis,FALSE,1,Mollusca
Irus,FALSE,11,Mollusca
Irusella,FALSE,1,Mollusca
Isanda,FALSE,2,Mollusca
Isara,FALSE,26,Mollusca
Ischadium,FALSE,1,Mollusca
Ischnochiton,FALSE,108,Mollusca
Ischnoplax,FALSE,3,Mollusca
Iselica,FALSE,9,Mollusca
Isoconcha,FALSE,3,Mollusca
Isodaphne,FALSE,3,Mollusca
Isodontocardia,FALSE,1,Mollusca
Isognomon,FALSE,16,Mollusca
Isomonia,FALSE,2,Mollusca
Isorobitella,FALSE,3,Mollusca
Isorropodon,FALSE,14,Mollusca
Isotriphora,FALSE,13,Mollusca
Isseliella,FALSE,3,Mollusca
Itaxia,FALSE,1,Mollusca
Ithiaesopus,FALSE,1,Mollusca
Ithycythara,FALSE,19,Mollusca
Ittibittium,FALSE,3,Mollusca
Ivara,FALSE,1,Mollusca
Ividella,FALSE,9,Mollusca
Ividia,FALSE,3,Mollusca
Iwaoa,FALSE,2,Mollusca
Jactellina,FALSE,8,Mollusca
Jallenia,FALSE,1,Mollusca
Janolus,FALSE,19,Mollusca
Janthina,FALSE,5,Mollusca
Japanonoba,FALSE,1,Mollusca
Japelion,FALSE,7,Mollusca
Japetella,FALSE,3,Mollusca
Japeuthria,FALSE,2,Mollusca
Japonactaeon,FALSE,5,Mollusca
Jason,FALSE,1,Mollusca
Jaspidella,FALSE,4,Mollusca
Jaton,FALSE,5,Mollusca
Jayella,FALSE,2,Mollusca
Jeffreysina,FALSE,1,Mollusca
Jeffreysomya,FALSE,1,Mollusca
Jenneria,FALSE,1,Mollusca
Jerrybuccinum,FALSE,3,Mollusca
Jitlada,FALSE,8,Mollusca
Joannisiella,FALSE,6,Mollusca
Joculator,FALSE,203,Mollusca
Joellina,FALSE,1,Mollusca
Johnsonella,FALSE,1,Mollusca
Jolya,FALSE,4,Mollusca
Jordaniella,FALSE,2,Mollusca
Jorgenia,FALSE,4,Mollusca
Jorunna,FALSE,21,Mollusca
Jouannetia,FALSE,9,Mollusca
Joubiniopsis,FALSE,1,Mollusca
Joubiniteuthis,FALSE,1,Mollusca
Jousseaumiella,FALSE,3,Mollusca
Jujubinus,FALSE,38,Mollusca
Jukesena,FALSE,1,Mollusca
Julia,FALSE,7,Mollusca
Juliacorbula,FALSE,2,Mollusca
Jupiteria,FALSE,7,Mollusca
Juvenichiton,FALSE,2,Mollusca
Juxtamusium,FALSE,2,Mollusca
Kabeiro,FALSE,4,Mollusca
Kaiparapelta,FALSE,1,Mollusca
Kaiparathina,FALSE,5,Mollusca
Kaitoa,FALSE,1,Mollusca
Kalinga,FALSE,1,Mollusca
Kalolophus,FALSE,2,Mollusca
Kaloplocamus,FALSE,9,Mollusca
Kamekia,FALSE,1,Mollusca
Kanamarua,FALSE,10,Mollusca
Kanekotrochus,FALSE,3,Mollusca
Kaneoha,FALSE,1,Mollusca
Kankelibranchus,FALSE,2,Mollusca
Kanoia,FALSE,2,Mollusca
Karnekampia,FALSE,1,Mollusca
Karukerina,FALSE,1,Mollusca
Kaseilla,FALSE,1,Mollusca
Katadesmia,FALSE,7,Mollusca
Katelysia,FALSE,3,Mollusca
Katharina,FALSE,1,Mollusca
Keenaea,FALSE,2,Mollusca
Keenocardium,FALSE,3,Mollusca
Kejdonia,FALSE,1,Mollusca
Keletistes,FALSE,5,Mollusca
Kelletia,FALSE,2,Mollusca
Kellia,FALSE,30,Mollusca
Kelliella,FALSE,8,Mollusca
Kelliola,FALSE,1,Mollusca
Kelliopsis,FALSE,10,Mollusca
Kendrickiana,FALSE,1,Mollusca
Kenyonia,FALSE,1,Mollusca
Kerguelenatica,FALSE,1,Mollusca
Kerguelenella,FALSE,1,Mollusca
Kermia,FALSE,44,Mollusca
Kerryclarkella,FALSE,1,Mollusca
Ketosia,FALSE,2,Mollusca
Kidderia,FALSE,13,Mollusca
Kilburnia,FALSE,3,Mollusca
Kleinella,FALSE,6,Mollusca
Knefastia,FALSE,10,Mollusca
Knoutsodonta,FALSE,16,Mollusca
Koilofera,FALSE,1,Mollusca
Koloonella,FALSE,18,Mollusca
Komaitrochus,FALSE,1,Mollusca
Kondakovia,FALSE,2,Mollusca
Kongsrudia,FALSE,5,Mollusca
Koreamya,FALSE,3,Mollusca
Krachia,FALSE,5,Mollusca
Krachiopsis,FALSE,1,Mollusca
Kruppomenia,FALSE,13,Mollusca
Krylovina,FALSE,1,Mollusca
Kryptos,FALSE,2,Mollusca
Kunopia,FALSE,1,Mollusca
Kuphus,FALSE,1,Mollusca
Kurilabyssia,FALSE,2,Mollusca
Kurilohadalia,FALSE,2,Mollusca
Kurodacirsa,FALSE,2,Mollusca
Kurodadrillia,FALSE,1,Mollusca
Kurodavolva,FALSE,1,Mollusca
Kuroshiodaphne,FALSE,6,Mollusca
Kuroshioturris,FALSE,5,Mollusca
Kuroshiovolva,FALSE,2,Mollusca
Kurtiella,FALSE,32,Mollusca
Kurtzia,FALSE,6,Mollusca
Kurtziella,FALSE,18,Mollusca
Kurtzina,FALSE,3,Mollusca
Kylix,FALSE,11,Mollusca
Kyllinia,FALSE,1,Mollusca
Kynaria,FALSE,1,Mollusca
Kyrina,FALSE,6,Mollusca
Labidoherpia,FALSE,1,Mollusca
Labiostrombus,FALSE,1,Mollusca
Laciniorbis,FALSE,2,Mollusca
Laciolina,FALSE,6,Mollusca
Lactiforis,FALSE,2,Mollusca
Lacuna,FALSE,25,Mollusca
Lacunoides,FALSE,2,Mollusca
Laddia,FALSE,2,Mollusca
Laemodonta,FALSE,9,Mollusca
Laeocochlis,FALSE,1,Mollusca
Laetifautor,FALSE,5,Mollusca
Laetmoteuthis,FALSE,1,Mollusca
Laevicardium,FALSE,13,Mollusca
Laevichlamys,FALSE,18,Mollusca
Laevicirce,FALSE,2,Mollusca
Laevicordia,FALSE,3,Mollusca
Laevidentalium,FALSE,15,Mollusca
Laeviemarginula,FALSE,1,Mollusca
Laevilacunaria,FALSE,3,Mollusca
Laevilitorina,FALSE,21,Mollusca
Laevinesta,FALSE,1,Mollusca
Laeviphitus,FALSE,4,Mollusca
Laevipilina,FALSE,5,Mollusca
Laevistrombus,FALSE,5,Mollusca
Laevityphis,FALSE,4,Mollusca
Laginiopsis,FALSE,1,Mollusca
Laguncula,FALSE,1,Mollusca
Lajonkairia,FALSE,6,Mollusca
Lambis,FALSE,9,Mollusca
Lamellana,FALSE,1,Mollusca
Lamellaria,FALSE,20,Mollusca
Lamellariopsis,FALSE,2,Mollusca
Lamelliconcha,FALSE,8,Mollusca
Lamellilatirus,FALSE,7,Mollusca
Lamellileda,FALSE,5,Mollusca
Lamellipecten,FALSE,1,Mollusca
Lamellirissoina,FALSE,1,Mollusca
Lamellitrochus,FALSE,9,Mollusca
Lamellolucina,FALSE,7,Mollusca
Lamellomphalus,FALSE,1,Mollusca
Lametila,FALSE,1,Mollusca
Laminilabrum,FALSE,1,Mollusca
Lampadioteuthis,FALSE,1,Mollusca
Lampanella,FALSE,1,Mollusca
Lampeia,FALSE,3,Mollusca
Lamprohaminoea,FALSE,5,Mollusca
Lamychaena,FALSE,4,Mollusca
Lamylucina,FALSE,2,Mollusca
Lamysia,FALSE,1,Mollusca
Lantauia,FALSE,1,Mollusca
Laona,FALSE,11,Mollusca
Lapinura,FALSE,3,Mollusca
Lapsigyrus,FALSE,2,Mollusca
Larinopsis,FALSE,2,Mollusca
Larissamya,FALSE,1,Mollusca
Larkinia,FALSE,2,Mollusca
Larochea,FALSE,4,Mollusca
Larochella,FALSE,2,Mollusca
Larocheopsis,FALSE,2,Mollusca
Larsenia,FALSE,1,Mollusca
Laskeya,FALSE,1,Mollusca
Latavia,FALSE,2,Mollusca
Lataxiena,FALSE,8,Mollusca
Laternula,FALSE,11,Mollusca
Latiaxis,FALSE,7,Mollusca
Latirolagena,FALSE,1,Mollusca
Latiromitra,FALSE,12,Mollusca
Latirulus,FALSE,1,Mollusca
Latirus,FALSE,52,Mollusca
Latisipho,FALSE,13,Mollusca
Latitriphora,FALSE,7,Mollusca
Laubierina,FALSE,1,Mollusca
Lauta,FALSE,1,Mollusca
Lazariella,FALSE,1,Mollusca
Leachia,FALSE,9,Mollusca
Learchis,FALSE,3,Mollusca
Lecithophorus,FALSE,1,Mollusca
Ledella,FALSE,47,Mollusca
Ledellina,FALSE,4,Mollusca
Legrandina,FALSE,4,Mollusca
Leiochasmea,FALSE,1,Mollusca
Leiocithara,FALSE,14,Mollusca
Leiomya,FALSE,1,Mollusca
Leiopyrga,FALSE,4,Mollusca
Leiosolenus,FALSE,36,Mollusca
Leiostraca,FALSE,22,Mollusca
Leiosyrinx,FALSE,4,Mollusca
Leloupia,FALSE,1,Mollusca
Lembulus,FALSE,11,Mollusca
Leminda,FALSE,1,Mollusca
Lenifusus,FALSE,1,Mollusca
Lenitrophon,FALSE,1,Mollusca
Lentidium,FALSE,1,Mollusca
Lentigo,FALSE,2,Mollusca
Lentigobalcis,FALSE,1,Mollusca
Leopecten,FALSE,5,Mollusca
Leostyletus,FALSE,2,Mollusca
Lepeta,FALSE,2,Mollusca
Lepetella,FALSE,10,Mollusca
Lepidoctopus,FALSE,1,Mollusca
Lepidolucina,FALSE,3,Mollusca
Lepidomenia,FALSE,3,Mollusca
Lepidopleurus,FALSE,2,Mollusca
Lepidoteuthis,FALSE,1,Mollusca
Lepidozona,FALSE,40,Mollusca
Lepirodes,FALSE,10,Mollusca
Leporicypraea,FALSE,4,Mollusca
Leporimetis,FALSE,10,Mollusca
Leptadrillia,FALSE,18,Mollusca
Leptaxinus,FALSE,3,Mollusca
Leptochiton,FALSE,126,Mollusca
Leptocollonia,FALSE,2,Mollusca
Leptoconchus,FALSE,17,Mollusca
Leptogyra,FALSE,8,Mollusca
Leptogyropsis,FALSE,3,Mollusca
Leptomya,FALSE,11,Mollusca
Leptomyaria,FALSE,2,Mollusca
Lepton,FALSE,5,Mollusca
Leptonotis,FALSE,2,Mollusca
Leptopecten,FALSE,9,Mollusca
Leptoplax,FALSE,11,Mollusca
Leptospisula,FALSE,1,Mollusca
Leptothyra,FALSE,8,Mollusca
Leptotrophon,FALSE,30,Mollusca
Letitia,FALSE,1,Mollusca
Leuconopsis,FALSE,7,Mollusca
Leucophytia,FALSE,1,Mollusca
Leucorhynchia,FALSE,93,Mollusca
Leucosphaera,FALSE,4,Mollusca
Leucosyrinx,FALSE,26,Mollusca
Leucotina,FALSE,22,Mollusca
Leucozonia,FALSE,9,Mollusca
Leufroyia,FALSE,4,Mollusca
Leukoma,FALSE,21,Mollusca
Leurolepas,FALSE,1,Mollusca
Levanderia,FALSE,1,Mollusca
Liamorpha,FALSE,3,Mollusca
Libratula,FALSE,1,Mollusca
Lienardia,FALSE,67,Mollusca
Lightbournus,FALSE,1,Mollusca
Lignopholas,FALSE,3,Mollusca
Liguriella,FALSE,2,Mollusca
Lilliconus,FALSE,4,Mollusca
Liloa,FALSE,7,Mollusca
Lima,FALSE,26,Mollusca
Limacia,FALSE,9,Mollusca
Limacina,FALSE,6,Mollusca
Limalepeta,FALSE,1,Mollusca
Limapontia,FALSE,3,Mollusca
Limarca,FALSE,1,Mollusca
Limaria,FALSE,33,Mollusca
Limatium,FALSE,2,Mollusca
Limatofusus,FALSE,2,Mollusca
Limatula,FALSE,75,Mollusca
Limea,FALSE,22,Mollusca
Limecola,FALSE,3,Mollusca
Limenandra,FALSE,5,Mollusca
Limifossor,FALSE,5,Mollusca
Limneria,FALSE,3,Mollusca
Limopsilla,FALSE,1,Mollusca
Limopsis,FALSE,83,Mollusca
Linatella,FALSE,1,Mollusca
Lindafulgur,FALSE,2,Mollusca
Lindapterys,FALSE,4,Mollusca
Liniaxis,FALSE,1,Mollusca
Liniphora,FALSE,1,Mollusca
Linopyrga,FALSE,19,Mollusca
Linucula,FALSE,6,Mollusca
Lioberus,FALSE,4,Mollusca
Liocarinia,FALSE,1,Mollusca
Liocerithium,FALSE,1,Mollusca
Lioconcha,FALSE,23,Mollusca
Liocranchia,FALSE,2,Mollusca
Liocyma,FALSE,2,Mollusca
Lioglyphostoma,FALSE,10,Mollusca
Liolophura,FALSE,6,Mollusca
Liomesus,FALSE,2,Mollusca
Lionelita,FALSE,2,Mollusca
Liostomia,FALSE,12,Mollusca
Liotella,FALSE,19,Mollusca
Liotia,FALSE,11,Mollusca
Liotina,FALSE,4,Mollusca
Liotinaria,FALSE,4,Mollusca
Liotipoma,FALSE,8,Mollusca
Lippistes,FALSE,2,Mollusca
Lirabuccinum,FALSE,4,Mollusca
Liracraea,FALSE,3,Mollusca
Liralucina,FALSE,9,Mollusca
Lirapex,FALSE,4,Mollusca
Liratilia,FALSE,7,Mollusca
Liratoniella,FALSE,1,Mollusca
Lirobarleeia,FALSE,20,Mollusca
Lirobittium,FALSE,15,Mollusca
Liroceratia,FALSE,1,Mollusca
Lironoba,FALSE,9,Mollusca
Lirophora,FALSE,8,Mollusca
Lirularia,FALSE,15,Mollusca
Lischkeia,FALSE,7,Mollusca
Lissarca,FALSE,16,Mollusca
Lissochlamys,FALSE,1,Mollusca
Lissodrillia,FALSE,12,Mollusca
Lissomphalia,FALSE,1,Mollusca
Lissomya,FALSE,2,Mollusca
Lissospira,FALSE,11,Mollusca
Lissotesta,FALSE,30,Mollusca
Lissotestella,FALSE,6,Mollusca
Litharca,FALSE,1,Mollusca
Litharium,FALSE,6,Mollusca
Lithopoma,FALSE,6,Mollusca
Litigiella,FALSE,6,Mollusca
Litiopa,FALSE,4,Mollusca
Litozamia,FALSE,7,Mollusca
Littoridina,FALSE,4,Mollusca
Littoridinops,FALSE,1,Mollusca
Lituiherpia,FALSE,1,Mollusca
Livonia,FALSE,6,Mollusca
Lobatus,FALSE,7,Mollusca
Lobiger,FALSE,5,Mollusca
Lodderena,FALSE,14,Mollusca
Lodderia,FALSE,5,Mollusca
Loligo,FALSE,3,Mollusca
Lomanotus,FALSE,6,Mollusca
Lonchoderma,FALSE,1,Mollusca
Longchaeus,FALSE,10,Mollusca
Lonoa,FALSE,2,Mollusca
Lopha,FALSE,1,Mollusca
Lopheliella,FALSE,5,Mollusca
Lophocardium,FALSE,2,Mollusca
Lophocochlias,FALSE,3,Mollusca
Lophodoris,FALSE,2,Mollusca
Lophomenia,FALSE,2,Mollusca
Lophopleurella,FALSE,1,Mollusca
Lorabela,FALSE,4,Mollusca
Lorica,FALSE,2,Mollusca
Loricella,FALSE,8,Mollusca
Loripes,FALSE,7,Mollusca
Loripinus,FALSE,4,Mollusca
Lotoria,FALSE,4,Mollusca
Lovellona,FALSE,6,Mollusca
Loxoglypta,FALSE,2,Mollusca
Loxotaphrus,FALSE,1,Mollusca
Loy,FALSE,3,Mollusca
Lozouetia,FALSE,1,Mollusca
Lucapina,FALSE,8,Mollusca
Lucapinella,FALSE,11,Mollusca
Lucerapex,FALSE,8,Mollusca
Lucidestea,FALSE,19,Mollusca
Lucilina,FALSE,29,Mollusca
Lucina,FALSE,11,Mollusca
Lucinella,FALSE,2,Mollusca
Lucinisca,FALSE,5,Mollusca
Lucinoma,FALSE,31,Mollusca
Lugubrilaria,FALSE,3,Mollusca
Luisella,FALSE,1,Mollusca
Luitfriedia,FALSE,1,Mollusca
Luizia,FALSE,1,Mollusca
Lunarca,FALSE,2,Mollusca
Lunovula,FALSE,5,Mollusca
Lunulicardia,FALSE,4,Mollusca
Luria,FALSE,6,Mollusca
Lurifax,FALSE,2,Mollusca
Lusitanops,FALSE,9,Mollusca
Lusitromina,FALSE,2,Mollusca
Lussivolutopsius,FALSE,10,Mollusca
Lutetina,FALSE,2,Mollusca
Luteuthis,FALSE,2,Mollusca
Lutraria,FALSE,16,Mollusca
Luzonia,FALSE,3,Mollusca
Lycoteuthis,FALSE,2,Mollusca
Lydiphnis,FALSE,5,Mollusca
Lyncina,FALSE,11,Mollusca
Lyocyclus,FALSE,11,Mollusca
Lyonsia,FALSE,20,Mollusca
Lyonsiella,FALSE,18,Mollusca
Lyonsifusus,FALSE,2,Mollusca
Lyratellina,FALSE,4,Mollusca
Lyratoherpia,FALSE,3,Mollusca
Lyria,FALSE,39,Mollusca
Lyrocardium,FALSE,4,Mollusca
Mabellarca,FALSE,1,Mollusca
Macalia,FALSE,1,Mollusca
Macellomenia,FALSE,5,Mollusca
Macleaniella,FALSE,1,Mollusca
Macomangulus,FALSE,4,Mollusca
Macomona,FALSE,2,Mollusca
Macomopsis,FALSE,10,Mollusca
Macoploma,FALSE,16,Mollusca
Macquariella,FALSE,2,Mollusca
Macrarene,FALSE,7,Mollusca
Macridiscus,FALSE,3,Mollusca
Macrocallista,FALSE,1,Mollusca
Macrochlaena,FALSE,1,Mollusca
Macroctopus,FALSE,1,Mollusca
Macrocypraea,FALSE,4,Mollusca
Macromphalina,FALSE,36,Mollusca
Macromphalus,FALSE,20,Mollusca
Macron,FALSE,5,Mollusca
Macroschisma,FALSE,15,Mollusca
Macrotritopus,FALSE,1,Mollusca
Macrozafra,FALSE,6,Mollusca
Macteola,FALSE,4,Mollusca
Mactrella,FALSE,1,Mollusca
Mactrellona,FALSE,4,Mollusca
Mactrinula,FALSE,6,Mollusca
Mactromeris,FALSE,3,Mollusca
Mactrotoma,FALSE,14,Mollusca
Maculauger,FALSE,7,Mollusca
Maculotriton,FALSE,1,Mollusca
Madeiranzonia,FALSE,1,Mollusca
Madrella,FALSE,6,Mollusca
Maesiella,FALSE,4,Mollusca
Magadis,FALSE,1,Mollusca
Magallana,FALSE,10,Mollusca
Magdalemitra,FALSE,1,Mollusca
Magilus,FALSE,3,Mollusca
Magnamitra,FALSE,1,Mollusca
Magnapinna,FALSE,3,Mollusca
Magnosinister,FALSE,1,Mollusca
Magnoteuthis,FALSE,3,Mollusca
Mainwaringia,FALSE,3,Mollusca
Makiyamaia,FALSE,7,Mollusca
Malea,FALSE,2,Mollusca
Malletia,FALSE,36,Mollusca
Malleus,FALSE,8,Mollusca
Mallorisiphon,FALSE,1,Mollusca
Malluvium,FALSE,4,Mollusca
Malvinasia,FALSE,3,Mollusca
Mamillocylichna,FALSE,2,Mollusca
Mammilla,FALSE,12,Mollusca
Manaria,FALSE,28,Mollusca
Mancinella,FALSE,10,Mollusca
Mandelia,FALSE,1,Mollusca
Manganesepta,FALSE,2,Mollusca
Mangelia,FALSE,79,Mollusca
Maningrida,FALSE,1,Mollusca
Mannesia,FALSE,1,Mollusca
Mantellina,FALSE,1,Mollusca
Manupecten,FALSE,1,Mollusca
Manzonia,FALSE,34,Mollusca
Maoricardium,FALSE,5,Mollusca
Maoricolpus,FALSE,2,Mollusca
Maoricrater,FALSE,1,Mollusca
Maoricrypta,FALSE,6,Mollusca
Maorimactra,FALSE,1,Mollusca
Maorimorpha,FALSE,3,Mollusca
Maorithyas,FALSE,2,Mollusca
Maoritomella,FALSE,13,Mollusca
Marcia,FALSE,7,Mollusca
Mareleptopoma,FALSE,10,Mollusca
Margarella,FALSE,18,Mollusca
Margarita,FALSE,1,Mollusca
Margarites,FALSE,46,Mollusca
Marginella,FALSE,219,Mollusca
Marginellona,FALSE,1,Mollusca
Marginellopsis,FALSE,4,Mollusca
Marginodostomia,FALSE,7,Mollusca
Margistrombus,FALSE,5,Mollusca
Margovula,FALSE,9,Mollusca
Mariaglaja,FALSE,4,Mollusca
Marianina,FALSE,1,Mollusca
Maricarmenia,FALSE,1,Mollusca
Marigordiella,FALSE,1,Mollusca
Marinula,FALSE,9,Mollusca
Marionia,FALSE,29,Mollusca
Marioniopsis,FALSE,1,Mollusca
Marita,FALSE,7,Mollusca
Marmorofusus,FALSE,20,Mollusca
Marseniella,FALSE,1,Mollusca
Marsenina,FALSE,7,Mollusca
Marseniopsis,FALSE,9,Mollusca
Marshallena,FALSE,3,Mollusca
Marshallopsis,FALSE,31,Mollusca
Marshallora,FALSE,10,Mollusca
Marsupina,FALSE,2,Mollusca
Martadoris,FALSE,5,Mollusca
Martesia,FALSE,6,Mollusca
Martialia,FALSE,1,Mollusca
Massya,FALSE,1,Mollusca
Massyla,FALSE,2,Mollusca
Mastigopsis,FALSE,1,Mollusca
Mastigoteuthis,FALSE,7,Mollusca
Mastigotragus,FALSE,1,Mollusca
Mastonia,FALSE,42,Mollusca
Mastoniaeforis,FALSE,9,Mollusca
Mathilda,FALSE,49,Mollusca
Mauidrillia,FALSE,1,Mollusca
Maurea,FALSE,27,Mollusca
Mauritia,FALSE,8,Mollusca
Mauroceras,FALSE,8,Mollusca
Maxacteon,FALSE,6,Mollusca
Maxwellia,FALSE,3,Mollusca
Mazatlania,FALSE,2,Mollusca
Medusafissurella,FALSE,4,Mollusca
Megacardita,FALSE,8,Mollusca
Megadenus,FALSE,5,Mollusca
Megaentalina,FALSE,2,Mollusca
Megaleledone,FALSE,1,Mollusca
Megalocranchia,FALSE,3,Mollusca
Megalomphalus,FALSE,15,Mollusca
Megangulus,FALSE,4,Mollusca
Meganodontia,FALSE,1,Mollusca
Megapitaria,FALSE,3,Mollusca
Megastomia,FALSE,65,Mollusca
Megastraea,FALSE,2,Mollusca
Megasurcula,FALSE,3,Mollusca
Megathura,FALSE,1,Mollusca
Megaxinus,FALSE,7,Mollusca
Megayoldia,FALSE,5,Mollusca
Meggittia,FALSE,1,Mollusca
Meiocardia,FALSE,6,Mollusca
Meioceras,FALSE,4,Mollusca
Meioherpia,FALSE,2,Mollusca
Meiomenia,FALSE,2,Mollusca
Melanella,FALSE,206,Mollusca
Melanodrymia,FALSE,3,Mollusca
Melapium,FALSE,2,Mollusca
Melarhaphe,FALSE,1,Mollusca
Melaxinaea,FALSE,1,Mollusca
Melayonchis,FALSE,1,Mollusca
Melibe,FALSE,17,Mollusca
Melicerona,FALSE,2,Mollusca
Melliteryx,FALSE,6,Mollusca
Mellitestea,FALSE,1,Mollusca
Melo,FALSE,8,Mollusca
Melongena,FALSE,4,Mollusca
Mendax,FALSE,16,Mollusca
Mendicula,FALSE,12,Mollusca
Menesthella,FALSE,1,Mollusca
Menestho,FALSE,15,Mollusca
Menon,FALSE,1,Mollusca
Mercenaria,FALSE,6,Mollusca
Merelina,FALSE,30,Mollusca
Merica,FALSE,16,Mollusca
Mericella,FALSE,4,Mollusca
Merisca,FALSE,1,Mollusca
Meromenia,FALSE,1,Mollusca
Meropesta,FALSE,3,Mollusca
Mesalia,FALSE,3,Mollusca
Mesocibota,FALSE,3,Mollusca
Mesodesma,FALSE,3,Mollusca
Mesoginella,FALSE,30,Mollusca
Mesonychoteuthis,FALSE,1,Mollusca
Mesopelex,FALSE,1,Mollusca
Mesopeplum,FALSE,2,Mollusca
Metachaetoderma,FALSE,1,Mollusca
Metactaeon,FALSE,1,Mollusca
Metamenia,FALSE,2,Mollusca
Metanachis,FALSE,3,Mollusca
Metaphos,FALSE,6,Mollusca
Metaruncina,FALSE,2,Mollusca
Metasepia,FALSE,2,Mollusca
Metaxia,FALSE,29,Mollusca
Meteuthria,FALSE,7,Mollusca
Metula,FALSE,31,Mollusca
Metulella,FALSE,1,Mollusca
Metzgeria,FALSE,7,Mollusca
Mexacanthina,FALSE,2,Mollusca
