i,cs_present,size,phylum
Notacanthomysis,FALSE,2,Arthropoda
Notalpheus,FALSE,1,Arthropoda
Notanthura,FALSE,4,Arthropoda
Nothobomolochus,FALSE,39,Arthropoda
Nothrus,FALSE,2,Arthropoda
Notiax,FALSE,2,Arthropoda
Notiphila,FALSE,5,Arthropoda
Notobalanus,FALSE,2,Arthropoda
Notochthamalus,FALSE,1,Arthropoda
Notocrangon,FALSE,1,Arthropoda
Notodelphyopsis,FALSE,2,Arthropoda
Notodelphys,FALSE,29,Arthropoda
Notoediceros,FALSE,1,Arthropoda
Notolopas,FALSE,3,Arthropoda
Notomasticola,FALSE,1,Arthropoda
Notomegabalanus,FALSE,13,Arthropoda
Notomithrax,FALSE,4,Arthropoda
Notomysis,FALSE,1,Arthropoda
Notonyx,FALSE,12,Arthropoda
Notopais,FALSE,9,Arthropoda
Notopandalus,FALSE,1,Arthropoda
Notopelta,FALSE,1,Arthropoda
Notophryxus,FALSE,9,Arthropoda
Notophthiracarus,FALSE,2,Arthropoda
Notopoides,FALSE,1,Arthropoda
Notopoma,FALSE,15,Arthropoda
Notopontia,FALSE,2,Arthropoda
Notopontonia,FALSE,1,Arthropoda
Notoprotella,FALSE,6,Arthropoda
Notoprotomima,FALSE,1,Arthropoda
Notopterophoroides,FALSE,3,Arthropoda
Notopterophorus,FALSE,5,Arthropoda
Notopus,FALSE,1,Arthropoda
Notorchestia,FALSE,3,Arthropoda
Notosceles,FALSE,5,Arthropoda
Notostomus,FALSE,9,Arthropoda
Nototanais,FALSE,2,Arthropoda
Nototanoides,FALSE,2,Arthropoda
Nototropis,FALSE,20,Arthropoda
Notoxenoides,FALSE,5,Arthropoda
Notoxenus,FALSE,1,Arthropoda
Notoxynus,FALSE,3,Arthropoda
Nouvelia,FALSE,2,Arthropoda
Novactaea,FALSE,4,Arthropoda
Novocrinia,FALSE,1,Arthropoda
Novolaophonte,FALSE,1,Arthropoda
Novorostrum,FALSE,4,Arthropoda
Nowrarcturus,FALSE,1,Arthropoda
Nuberis,FALSE,1,Arthropoda
Nucellicola,FALSE,1,Arthropoda
Nucia,FALSE,7,Arthropoda
Nuciops,FALSE,1,Arthropoda
Nudiclavella,FALSE,1,Arthropoda
Nudisodalis,FALSE,1,Arthropoda
Nudivorax,FALSE,1,Arthropoda
Nullosetigera,FALSE,10,Arthropoda
Numbakulla,FALSE,3,Arthropoda
Numboa,FALSE,1,Arthropoda
Nunana,FALSE,2,Arthropoda
Nupalirus,FALSE,3,Arthropoda
Nursia,FALSE,21,Arthropoda
Nursilia,FALSE,3,Arthropoda
Nuuanu,FALSE,19,Arthropoda
Nyctiphanes,FALSE,4,Arthropoda
Nyctobadistes,FALSE,1,Arthropoda
Nyctunguis,FALSE,1,Arthropoda
Nymphodora,FALSE,1,Arthropoda
Nymphon,FALSE,255,Arthropoda
Nymphonella,FALSE,2,Arthropoda
Nymphopsis,FALSE,14,Arthropoda
Nyxis,FALSE,1,Arthropoda
Oahutanais,FALSE,1,Arthropoda
Obesiella,FALSE,1,Arthropoda
Obesostoma,FALSE,5,Arthropoda
Obesutanais,FALSE,2,Arthropoda
Oblitacythereis,FALSE,1,Arthropoda
Obscurapseudes,FALSE,1,Arthropoda
Obtusoecia,FALSE,1,Arthropoda
Occultocythereis,FALSE,4,Arthropoda
Ocheovelia,FALSE,5,Arthropoda
Ochlerotatus,FALSE,6,Arthropoda
Ochlesis,FALSE,8,Arthropoda
Ochlesodius,FALSE,1,Arthropoda
Ochterus,FALSE,3,Arthropoda
Ochthebius,FALSE,3,Arthropoda
Ochthera,FALSE,1,Arthropoda
Ochtholambrus,FALSE,3,Arthropoda
Ocosingo,FALSE,4,Arthropoda
Octolasmis,FALSE,30,Arthropoda
Octomana,FALSE,1,Arthropoda
Octomeris,FALSE,3,Arthropoda
Octophiophora,FALSE,1,Arthropoda
Octopicola,FALSE,3,Arthropoda
Octopinella,FALSE,1,Arthropoda
Oculocytheropteron,FALSE,20,Arthropoda
Oculophryxus,FALSE,1,Arthropoda
Oculosetella,FALSE,1,Arthropoda
Ocypode,FALSE,25,Arthropoda
Odaginiceps,FALSE,5,Arthropoda
Odhnea,FALSE,2,Arthropoda
Odiliacletodes,FALSE,2,Arthropoda
Odiomaris,FALSE,2,Arthropoda
Odius,FALSE,4,Arthropoda
Odontodactylus,FALSE,8,Arthropoda
Odontomolgus,FALSE,18,Arthropoda
Odontonia,FALSE,9,Arthropoda
Odontoplax,FALSE,1,Arthropoda
Odontozona,FALSE,21,Arthropoda
Odysseylana,FALSE,4,Arthropoda
Oecidiobranchus,FALSE,5,Arthropoda
Oedenops,FALSE,1,Arthropoda
Oedicerina,FALSE,5,Arthropoda
Oediceroides,FALSE,23,Arthropoda
Oediceropsis,FALSE,4,Arthropoda
Oediceros,FALSE,5,Arthropoda
Oedignathus,FALSE,1,Arthropoda
Oediplax,FALSE,1,Arthropoda
Oedomyzon,FALSE,1,Arthropoda
Oedothorax,FALSE,1,Arthropoda
Oertliella,FALSE,3,Arthropoda
Ogleus,FALSE,1,Arthropoda
Ogyrides,FALSE,12,Arthropoda
Ogyridione,FALSE,1,Arthropoda
Oikopus,FALSE,1,Arthropoda
Oinella,FALSE,1,Arthropoda
Oithona,FALSE,47,Arthropoda
Okinawaella,FALSE,1,Arthropoda
Olencira,FALSE,2,Arthropoda
Olenorfia,FALSE,1,Arthropoda
Olenothus,FALSE,1,Arthropoda
Oligochinus,FALSE,1,Arthropoda
Oligoxylora,FALSE,1,Arthropoda
Olokun,FALSE,1,Arthropoda
Omalacantha,FALSE,4,Arthropoda
Omaliomimus,FALSE,10,Arthropoda
Omalium,FALSE,4,Arthropoda
Omania,FALSE,1,Arthropoda
Omegasterope,FALSE,1,Arthropoda
Ommatocarcinus,FALSE,4,Arthropoda
Ommatogaster,FALSE,1,Arthropoda
Ommatokoita,FALSE,1,Arthropoda
Ommatoleucon,FALSE,2,Arthropoda
Omonana,FALSE,4,Arthropoda
Omorius,FALSE,2,Arthropoda
Oncaeola,FALSE,1,Arthropoda
Onceroxenus,FALSE,2,Arthropoda
Onchocalanus,FALSE,11,Arthropoda
Oncilorpheus,FALSE,2,Arthropoda
Oncinopus,FALSE,5,Arthropoda
Onconida,FALSE,6,Arthropoda
Oncopagurus,FALSE,25,Arthropoda
Onesimoides,FALSE,7,Arthropoda
Oniscopsis,FALSE,4,Arthropoda
Onisimus,FALSE,22,Arthropoda
Onisocryptus,FALSE,3,Arthropoda
Onkokepon,FALSE,2,Arthropoda
Onocryptus,FALSE,1,Arthropoda
Onychatrium,FALSE,4,Arthropoda
Onychiurus,FALSE,4,Arthropoda
Onychocamptus,FALSE,9,Arthropoda
Onychocepon,FALSE,3,Arthropoda
Onychocheres,FALSE,1,Arthropoda
Onychocorycaeus,FALSE,7,Arthropoda
Onychomorpha,FALSE,1,Arthropoda
Onychopontia,FALSE,4,Arthropoda
Onychopygus,FALSE,1,Arthropoda
Onychoquinpes,FALSE,1,Arthropoda
Onychostenhelia,FALSE,2,Arthropoda
Onycocaridella,FALSE,3,Arthropoda
Onycocaridites,FALSE,1,Arthropoda
Onycocaris,FALSE,22,Arthropoda
Onycomenes,FALSE,1,Arthropoda
Ooneides,FALSE,1,Arthropoda
Oorhynchus,FALSE,1,Arthropoda
Opacifrons,FALSE,1,Arthropoda
Opaepele,FALSE,2,Arthropoda
Opecarcinus,FALSE,9,Arthropoda
Ophelicola,FALSE,2,Arthropoda
Ophiodelphys,FALSE,2,Arthropoda
Ophioicodes,FALSE,1,Arthropoda
Ophioika,FALSE,3,Arthropoda
Ophiolernaea,FALSE,2,Arthropoda
Ophioomma,FALSE,1,Arthropoda
Ophiopsyllopsis,FALSE,1,Arthropoda
Ophiopsyllus,FALSE,2,Arthropoda
Ophioseides,FALSE,3,Arthropoda
Ophiurocheres,FALSE,1,Arthropoda
Ophthalmopachus,FALSE,1,Arthropoda
Opifex,FALSE,2,Arthropoda
Opimia,FALSE,1,Arthropoda
Opisa,FALSE,3,Arthropoda
Opistholernaea,FALSE,1,Arthropoda
Opisthopus,FALSE,1,Arthropoda
Oplophorus,FALSE,4,Arthropoda
Oplopisa,FALSE,1,Arthropoda
Oppiella,FALSE,1,Arthropoda
Opusia,FALSE,1,Arthropoda
Oradarea,FALSE,17,Arthropoda
Oralien,FALSE,5,Arthropoda
Oramia,FALSE,6,Arthropoda
Oratosquilla,FALSE,3,Arthropoda
Oratosquillina,FALSE,13,Arthropoda
Orbimorphus,FALSE,1,Arthropoda
Orbione,FALSE,8,Arthropoda
Orbitacolax,FALSE,11,Arthropoda
Orchelimum,FALSE,1,Arthropoda
Orchestia,FALSE,12,Arthropoda
Orchestoidea,FALSE,1,Arthropoda
Orchomenella,FALSE,34,Arthropoda
Orchomenyx,FALSE,3,Arthropoda
Orcovita,FALSE,11,Arthropoda
Orecturus,FALSE,13,Arthropoda
Oregonia,FALSE,2,Arthropoda
Orenoqueia,FALSE,1,Arthropoda
Oreophorus,FALSE,7,Arthropoda
Oreotlos,FALSE,12,Arthropoda
Oreuryalea,FALSE,1,Arthropoda
Oribatella,FALSE,2,Arthropoda
Oribatula,FALSE,1,Arthropoda
Oribotritia,FALSE,1,Arthropoda
Orientoecetes,FALSE,4,Arthropoda
Orientomaera,FALSE,4,Arthropoda
Orientomysis,FALSE,22,Arthropoda
Orientopsyllus,FALSE,1,Arthropoda
Orientotlos,FALSE,1,Arthropoda
Orinisobates,FALSE,1,Arthropoda
Orionina,FALSE,6,Arthropoda
Orithyia,FALSE,1,Arthropoda
Orlovibairdia,FALSE,4,Arthropoda
Ornatoleberis,FALSE,4,Arthropoda
Ornebius,FALSE,2,Arthropoda
Ornithodoros,FALSE,2,Arthropoda
Oromiina,FALSE,1,Arthropoda
Oropallene,FALSE,6,Arthropoda
Orophryxus,FALSE,1,Arthropoda
Orphelana,FALSE,1,Arthropoda
Orphnoxanthus,FALSE,1,Arthropoda
Orstomella,FALSE,3,Arthropoda
Orstomia,FALSE,1,Arthropoda
Orthagoriscicola,FALSE,1,Arthropoda
Orthetrum,FALSE,1,Arthropoda
Orthidus,FALSE,1,Arthropoda
Orthione,FALSE,3,Arthropoda
Orthochela,FALSE,1,Arthropoda
Orthoconchoecia,FALSE,4,Arthropoda
Orthomanus,FALSE,1,Arthropoda
Orthopagurus,FALSE,1,Arthropoda
Orthophrys,FALSE,1,Arthropoda
Orthopolycope,FALSE,4,Arthropoda
Orthopontonia,FALSE,1,Arthropoda
Orthoprotella,FALSE,7,Arthropoda
Orthopsyllus,FALSE,1,Arthropoda
Orthotheres,FALSE,3,Arthropoda
Orygma,FALSE,1,Arthropoda
Orygmalpheus,FALSE,1,Arthropoda
Osachila,FALSE,11,Arthropoda
Osakatheta,FALSE,1,Arthropoda
Oshoroclausia,FALSE,1,Arthropoda
Osicryptus,FALSE,1,Arthropoda
Osphranticum,FALSE,2,Arthropoda
Osticythere,FALSE,1,Arthropoda
Ostraconotus,FALSE,1,Arthropoda
Ostracotheres,FALSE,2,Arthropoda
Ostrincola,FALSE,10,Arthropoda
Otagia,FALSE,1,Arthropoda
Otagoa,FALSE,3,Arthropoda
Othomaera,FALSE,7,Arthropoda
Otmaroxanthus,FALSE,1,Arthropoda
Otocytherella,FALSE,2,Arthropoda
Otognathon,FALSE,2,Arthropoda
Ourozeuktes,FALSE,1,Arthropoda
Ovalipes,FALSE,11,Arthropoda
Ovatis,FALSE,1,Arthropoda
Ovimaja,FALSE,1,Arthropoda
Ovobopyrus,FALSE,1,Arthropoda
Ovoionella,FALSE,1,Arthropoda
Oxinasphaera,FALSE,27,Arthropoda
Oxyarcturus,FALSE,3,Arthropoda
Oxycephalus,FALSE,3,Arthropoda
Oxynaspis,FALSE,13,Arthropoda
Oxyoppia,FALSE,1,Arthropoda
Oxypleurodon,FALSE,33,Arthropoda
Oxyrhynchaxius,FALSE,3,Arthropoda
Oxyurostylis,FALSE,9,Arthropoda
Ozagathus,FALSE,1,Arthropoda
Ozius,FALSE,12,Arthropoda
Pabellonia,FALSE,1,Arthropoda
Pacambocythere,FALSE,7,Arthropoda
Pachelpheus,FALSE,1,Arthropoda
Pachos,FALSE,4,Arthropoda
Pachycheles,FALSE,48,Arthropoda
Pachychelium,FALSE,4,Arthropoda
Pachygrapsus,FALSE,14,Arthropoda
Pachylasma,FALSE,8,Arthropoda
Pachymerium,FALSE,1,Arthropoda
Pachynesthus,FALSE,1,Arthropoda
Pachyphaleria,FALSE,1,Arthropoda
Pachyptilus,FALSE,1,Arthropoda
Pachypygus,FALSE,8,Arthropoda
Pachysericola,FALSE,1,Arthropoda
Pachystylis,FALSE,1,Arthropoda
Pacifacanthomysis,FALSE,1,Arthropoda
Pacifoculodes,FALSE,11,Arthropoda
Paciforchestia,FALSE,2,Arthropoda
Paclabius,FALSE,1,Arthropoda
Paedaridium,FALSE,1,Arthropoda
Paeduma,FALSE,1,Arthropoda
Paeonocanthus,FALSE,3,Arthropoda
Paeonodes,FALSE,2,Arthropoda
Pagetina,FALSE,4,Arthropoda
Pagina,FALSE,1,Arthropoda
Pagonana,FALSE,4,Arthropoda
Pagurapseudes,FALSE,13,Arthropoda
Pagurapseudopsis,FALSE,6,Arthropoda
Pagurellus,FALSE,1,Arthropoda
Paguridium,FALSE,1,Arthropoda
Pagurina,FALSE,1,Arthropoda
Pagurion,FALSE,1,Arthropoda
Pagurisaea,FALSE,1,Arthropoda
Paguriscus,FALSE,1,Arthropoda
Paguristes,FALSE,118,Arthropoda
Paguristione,FALSE,1,Arthropoda
Paguritherium,FALSE,1,Arthropoda
Paguritta,FALSE,7,Arthropoda
Pagurixus,FALSE,40,Arthropoda
Pagurocryptella,FALSE,2,Arthropoda
Pagurodes,FALSE,1,Arthropoda
Pagurodofleinia,FALSE,1,Arthropoda
Pagurojacquesia,FALSE,1,Arthropoda
Pagurolepas,FALSE,2,Arthropoda
Paguropsina,FALSE,2,Arthropoda
Paguropsis,FALSE,5,Arthropoda
Pagurotanais,FALSE,5,Arthropoda
Paguruncio,FALSE,1,Arthropoda
Pagurus,FALSE,179,Arthropoda
Paijenborchella,FALSE,8,Arthropoda
Paikcythere,FALSE,1,Arthropoda
Paivella,FALSE,2,Arthropoda
Pakistanapseudes,FALSE,10,Arthropoda
Pakynus,FALSE,5,Arthropoda
Palabriaphoxus,FALSE,2,Arthropoda
Palaciosa,FALSE,2,Arthropoda
Palaemonella,FALSE,23,Arthropoda
Palaemonellione,FALSE,1,Arthropoda
Palaeotanais,FALSE,1,Arthropoda
Palanana,FALSE,2,Arthropoda
Palapedia,FALSE,17,Arthropoda
Palatigum,FALSE,1,Arthropoda
Palaumysis,FALSE,4,Arthropoda
Palibythus,FALSE,1,Arthropoda
Palicoides,FALSE,2,Arthropoda
Paliculus,FALSE,2,Arthropoda
Palicus,FALSE,25,Arthropoda
Palinurellus,FALSE,2,Arthropoda
Palinurus,FALSE,6,Arthropoda
Palinustus,FALSE,5,Arthropoda
Palirhoeus,FALSE,1,Arthropoda
Pallenoides,FALSE,5,Arthropoda
Palmenella,FALSE,1,Arthropoda
Palmoconcha,FALSE,10,Arthropoda
Palmyria,FALSE,1,Arthropoda
Palpophria,FALSE,1,Arthropoda
Palusleptocythere,FALSE,1,Arthropoda
Panaietis,FALSE,8,Arthropoda
Panathura,FALSE,6,Arthropoda
Pancoloides,FALSE,1,Arthropoda
Pancolus,FALSE,1,Arthropoda
Pandalina,FALSE,5,Arthropoda
Pandalus,FALSE,43,Arthropoda
Pandarus,FALSE,14,Arthropoda
Panetela,FALSE,3,Arthropoda
Panjakus,FALSE,11,Arthropoda
Pannosus,FALSE,1,Arthropoda
Panoplax,FALSE,3,Arthropoda
Pantala,FALSE,1,Arthropoda
Pantomus,FALSE,2,Arthropoda
Pantopipetta,FALSE,15,Arthropoda
Papillatabairdia,FALSE,2,Arthropoda
Papillosacythere,FALSE,1,Arthropoda
Papuadocus,FALSE,1,Arthropoda
Papuaphotis,FALSE,1,Arthropoda
Parabathynomus,FALSE,1,Arthropoda
Parabetaeus,FALSE,4,Arthropoda
Parabopyrella,FALSE,28,Arthropoda
Parabopyriscus,FALSE,1,Arthropoda
Parabopyrus,FALSE,1,Arthropoda
Parabrachiella,FALSE,71,Arthropoda
Parabradya,FALSE,6,Arthropoda
Parabradyidius,FALSE,2,Arthropoda
Parabythocythere,FALSE,6,Arthropoda
Paracalantica,FALSE,3,Arthropoda
Paracallianidea,FALSE,2,Arthropoda
Paracalliax,FALSE,1,Arthropoda
Paracalliope,FALSE,7,Arthropoda
Paracalliopiella,FALSE,10,Arthropoda
Paracallisoma,FALSE,3,Arthropoda
Paracallisomopsis,FALSE,1,Arthropoda
Paracampylaspis,FALSE,1,Arthropoda
Paracanthomysis,FALSE,4,Arthropoda
Paracaprella,FALSE,11,Arthropoda
Paracartia,FALSE,6,Arthropoda
Paracassidina,FALSE,14,Arthropoda
Paracassidinopsis,FALSE,2,Arthropoda
Paracentromedon,FALSE,6,Arthropoda
Paracepon,FALSE,2,Arthropoda
Paraceradocus,FALSE,6,Arthropoda
Paracerapus,FALSE,2,Arthropoda
Paracerceis,FALSE,13,Arthropoda
Paracercops,FALSE,1,Arthropoda
Paracerviniella,FALSE,1,Arthropoda
Parachernes,FALSE,1,Arthropoda
Parachevreuxiella,FALSE,2,Arthropoda
Parachiridotea,FALSE,1,Arthropoda
Parachordeumium,FALSE,4,Arthropoda
Paracilicaea,FALSE,22,Arthropoda
Paraclamocus,FALSE,1,Arthropoda
Paracleistostoma,FALSE,9,Arthropoda
Paraclimenaeus,FALSE,5,Arthropoda
Paraclimenes,FALSE,3,Arthropoda
Paraclisis,FALSE,6,Arthropoda
Paraclunio,FALSE,3,Arthropoda
Paracobanocythere,FALSE,5,Arthropoda
Paracoenia,FALSE,2,Arthropoda
Paracomantenna,FALSE,6,Arthropoda
Paraconcavus,FALSE,6,Arthropoda
Paraconchoecia,FALSE,15,Arthropoda
Paracontiophorus,FALSE,1,Arthropoda
Paracoridon,FALSE,1,Arthropoda
Paracorixa,FALSE,1,Arthropoda
Paracosta,FALSE,1,Arthropoda
Paracrangon,FALSE,7,Arthropoda
Paracrenhydrosoma,FALSE,6,Arthropoda
Paractaea,FALSE,16,Arthropoda
Paractaeopsis,FALSE,1,Arthropoda
Paractocharis,FALSE,3,Arthropoda
Paracyclois,FALSE,2,Arthropoda
Paracyclopetta,FALSE,1,Arthropoda
Paracyclopia,FALSE,1,Arthropoda
Paracyclopina,FALSE,5,Arthropoda
Paracymothoa,FALSE,3,Arthropoda
Paracyphocaris,FALSE,3,Arthropoda
Paracypria,FALSE,1,Arthropoda
Paracyprideis,FALSE,1,Arthropoda
Paracypridina,FALSE,2,Arthropoda
Paracypris,FALSE,21,Arthropoda
Paracyproidea,FALSE,2,Arthropoda
Paracythere,FALSE,1,Arthropoda
Paracytheridea,FALSE,35,Arthropoda
Paracytherois,FALSE,27,Arthropoda
Paracytheroma,FALSE,16,Arthropoda
Paracytheromorpha,FALSE,2,Arthropoda
Paracytheropteron,FALSE,1,Arthropoda
Paradactylopodia,FALSE,11,Arthropoda
Paradanielssenia,FALSE,8,Arthropoda
Paradasygyius,FALSE,1,Arthropoda
Paradella,FALSE,14,Arthropoda
Paradesmosoma,FALSE,3,Arthropoda
Paradeutella,FALSE,9,Arthropoda
Paradexamine,FALSE,46,Arthropoda
Paradiastylis,FALSE,11,Arthropoda
Paradicaprella,FALSE,1,Arthropoda
Paradicoides,FALSE,2,Arthropoda
Paradisco,FALSE,4,Arthropoda
Paradoloria,FALSE,13,Arthropoda
Paradoridicola,FALSE,14,Arthropoda
Paradorippe,FALSE,4,Arthropoda
Paradoryphallophora,FALSE,1,Arthropoda
Paradoxapseudes,FALSE,18,Arthropoda
Paradoxostoma,FALSE,199,Arthropoda
Paradromia,FALSE,2,Arthropoda
Paradryope,FALSE,1,Arthropoda
Paradulichia,FALSE,3,Arthropoda
Paradusa,FALSE,2,Arthropoda
Paradynomene,FALSE,6,Arthropoda
Paradyopedos,FALSE,1,Arthropoda
Paraentomonyx,FALSE,1,Arthropoda
Paraeragia,FALSE,1,Arthropoda
Paraergasilus,FALSE,1,Arthropoda
Paraetisus,FALSE,1,Arthropoda
Paraeuchaeta,FALSE,98,Arthropoda
Parafilitanais,FALSE,5,Arthropoda
Paraflagitopisa,FALSE,1,Arthropoda
Parafoxiphalus,FALSE,1,Arthropoda
Parafroneta,FALSE,1,Arthropoda
Paragalene,FALSE,2,Arthropoda
Paragammaropsis,FALSE,1,Arthropoda
Paragathotanais,FALSE,16,Arthropoda
Paragebicula,FALSE,14,Arthropoda
Paragigantione,FALSE,3,Arthropoda
Paragiopagurus,FALSE,25,Arthropoda
Paraglypturus,FALSE,2,Arthropoda
Paragnathia,FALSE,1,Arthropoda
Paragoneplax,FALSE,2,Arthropoda
Paragourretia,FALSE,9,Arthropoda
Paragrandidierella,FALSE,3,Arthropoda
Paragrapsus,FALSE,4,Arthropoda
Paragrubia,FALSE,10,Arthropoda
Parahalectinosoma,FALSE,1,Arthropoda
Parahalice,FALSE,1,Arthropoda
Parahaustorius,FALSE,4,Arthropoda
Parahelice,FALSE,5,Arthropoda
Parahemingnayella,FALSE,1,Arthropoda
Parahemingwayella,FALSE,1,Arthropoda
Parahepomadus,FALSE,1,Arthropoda
Parahermanites,FALSE,6,Arthropoda
Paraheterorhabdus,FALSE,8,Arthropoda
Parahexapus,FALSE,1,Arthropoda
Parahoekia,FALSE,1,Arthropoda
Parahya,FALSE,1,Arthropoda
Paraidya,FALSE,3,Arthropoda
Paraimene,FALSE,5,Arthropoda
Paraiungentitanais,FALSE,1,Arthropoda
Parajassa,FALSE,2,Arthropoda
Parajoubinella,FALSE,1,Arthropoda
Parakanthophoreus,FALSE,21,Arthropoda
Parakeijella,FALSE,1,Arthropoda
Parakeijia,FALSE,1,Arthropoda
Parakonarus,FALSE,8,Arthropoda
Parakrithe,FALSE,5,Arthropoda
Parakrithella,FALSE,16,Arthropoda
Paralabidocera,FALSE,3,Arthropoda
Paralafystius,FALSE,1,Arthropoda
Paralamprops,FALSE,4,Arthropoda
Paralanceola,FALSE,3,Arthropoda
Paralaophonte,FALSE,40,Arthropoda
Paralaophontodes,FALSE,8,Arthropoda
Paralatreutes,FALSE,1,Arthropoda
Paralbunea,FALSE,5,Arthropoda
Paralebbeus,FALSE,5,Arthropoda
Paralebion,FALSE,4,Arthropoda
Paraleiopus,FALSE,1,Arthropoda
Paralepas,FALSE,29,Arthropoda
Paralepechinella,FALSE,3,Arthropoda
Paralepeopsyllus,FALSE,3,Arthropoda
Paraleptastacus,FALSE,18,Arthropoda
Paraleptochelia,FALSE,2,Arthropoda
Paraleptognathia,FALSE,2,Arthropoda
Paraleptomysis,FALSE,5,Arthropoda
Paraleptosphaeroma,FALSE,4,Arthropoda
Paraleptostylis,FALSE,2,Arthropoda
Paraleptuca,FALSE,4,Arthropoda
Paraleucolepidopa,FALSE,2,Arthropoda
Paraleucon,FALSE,1,Arthropoda
Paraleucothoe,FALSE,2,Arthropoda
Paralibrotus,FALSE,1,Arthropoda
Paralicella,FALSE,6,Arthropoda
Paralimnoria,FALSE,2,Arthropoda
Paralimopsis,FALSE,2,Arthropoda
Paraliochthonius,FALSE,4,Arthropoda
Paraliomera,FALSE,3,Arthropoda
Paralithodes,FALSE,5,Arthropoda
Parallorchestes,FALSE,13,Arthropoda
Paralobodelphys,FALSE,1,Arthropoda
Paraloiloi,FALSE,1,Arthropoda
Paralomis,FALSE,69,Arthropoda
Paralophogaster,FALSE,10,Arthropoda
Paralosalda,FALSE,1,Arthropoda
Paralubbockia,FALSE,1,Arthropoda
Paralycaea,FALSE,3,Arthropoda
Paralysianopsis,FALSE,12,Arthropoda
Paramacrochiron,FALSE,10,Arthropoda
Paramaja,FALSE,3,Arthropoda
Paramarda,FALSE,1,Arthropoda
Paramaya,FALSE,4,Arthropoda
Paramblopusa,FALSE,2,Arthropoda
Paramblyops,FALSE,9,Arthropoda
Paramedaeus,FALSE,5,Arthropoda
Parameiropsis,FALSE,10,Arthropoda
Paramekodon,FALSE,2,Arthropoda
Paramenophia,FALSE,2,Arthropoda
Paramesochra,FALSE,17,Arthropoda
Paramesogammarus,FALSE,1,Arthropoda
Paramesophoxus,FALSE,1,Arthropoda
Paramesopodopsis,FALSE,1,Arthropoda
Parametaphoxus,FALSE,3,Arthropoda
Parametopa,FALSE,4,Arthropoda
Parametopella,FALSE,6,Arthropoda
Paramicrodeutopus,FALSE,4,Arthropoda
Paramisophria,FALSE,21,Arthropoda
Paramithrax,FALSE,1,Arthropoda
Paramoera,FALSE,50,Arthropoda
Paramoerella,FALSE,1,Arthropoda
Paramoguai,FALSE,2,Arthropoda
Paramolgus,FALSE,35,Arthropoda
Paramollicia,FALSE,4,Arthropoda
Paramonoculopsis,FALSE,2,Arthropoda
Paramphiascella,FALSE,26,Arthropoda
Paramphiascoides,FALSE,1,Arthropoda
Paramphiascopsis,FALSE,1,Arthropoda
Paramphilochoides,FALSE,2,Arthropoda
Paramphilochus,FALSE,1,Arthropoda
Paramunida,FALSE,43,Arthropoda
Paramunna,FALSE,11,Arthropoda
Paramunnopsis,FALSE,2,Arthropoda
Paramysis,FALSE,22,Arthropoda
Paranaiara,FALSE,1,Arthropoda
Paranamixis,FALSE,16,Arthropoda
Paranannopus,FALSE,22,Arthropoda
Paranarthrura,FALSE,19,Arthropoda
Paranarthrurella,FALSE,12,Arthropoda
Paranaxia,FALSE,2,Arthropoda
Paranchialina,FALSE,2,Arthropoda
Paranchimolgus,FALSE,1,Arthropoda
Paranchiphimedia,FALSE,1,Arthropoda
Paranchistus,FALSE,6,Arthropoda
Parandania,FALSE,4,Arthropoda
Parandaniexis,FALSE,6,Arthropoda
Parandrianellus,FALSE,1,Arthropoda
Paranebalia,FALSE,3,Arthropoda
Paraneohela,FALSE,1,Arthropoda
Paranesidea,FALSE,31,Arthropoda
Paranesippus,FALSE,1,Arthropoda
Paranesotanais,FALSE,1,Arthropoda
Paranexes,FALSE,2,Arthropoda
Parangium,FALSE,1,Arthropoda
Paranicothoe,FALSE,2,Arthropoda
Paranikione,FALSE,2,Arthropoda
Paraniphargus,FALSE,1,Arthropoda
Paranoplodelphys,FALSE,1,Arthropoda
Paranotodelphys,FALSE,12,Arthropoda
Paranotonyx,FALSE,1,Arthropoda
Paranthessius,FALSE,1,Arthropoda
Paranthura,FALSE,65,Arthropoda
Paranursia,FALSE,1,Arthropoda
Paranymphon,FALSE,4,Arthropoda
Paraoroides,FALSE,1,Arthropoda
Parapagurapseudopsis,FALSE,1,Arthropoda
Parapagurion,FALSE,2,Arthropoda
Parapagurodes,FALSE,2,Arthropoda
Parapagurus,FALSE,17,Arthropoda
Parapalicus,FALSE,13,Arthropoda
Parapallene,FALSE,22,Arthropoda
Parapanaietis,FALSE,2,Arthropoda
Parapanope,FALSE,6,Arthropoda
Parapanoploea,FALSE,3,Arthropoda
Parapasiphae,FALSE,4,Arthropoda
Parapeltidium,FALSE,5,Arthropoda
Parapenaeon,FALSE,13,Arthropoda
Parapenaeonella,FALSE,2,Arthropoda
Parapenaeopsis,FALSE,6,Arthropoda
Parapenaeus,FALSE,15,Arthropoda
Parapercicola,FALSE,2,Arthropoda
Paraperioculodes,FALSE,5,Arthropoda
Parapetalophthalmus,FALSE,1,Arthropoda
Parapetalus,FALSE,5,Arthropoda
Parapetrolisthes,FALSE,1,Arthropoda
Parapherusa,FALSE,1,Arthropoda
Paraphiloconcha,FALSE,1,Arthropoda
Paraphilomedes,FALSE,2,Arthropoda
Paraphotis,FALSE,1,Arthropoda
Paraphoxus,FALSE,13,Arthropoda
Paraphronima,FALSE,2,Arthropoda
Parapilumnus,FALSE,2,Arthropoda
