"","Species","Phylum","Class"
"1744","Borostomias elucens","Chordata","Teleostei"
"1745","Fundulus diaphanus","Chordata","Teleostei"
"1746","Anoplopoma fimbria","Chordata","Teleostei"
"1747","Colus holboelli","Mollusca","Gastropoda"
"1748","Bythites fuscus","Chordata","Teleostei"
"1749","Munna boeckii","Arthropoda","Malacostraca"
"1750","Metopa propinqva","Arthropoda","Malacostraca"
"1751","Halobiotus crispae","Tardigrada","Eutardigrada"
"1752","Ophiosabine anomala","Echinodermata","Ophiuroidea"
"1753","Isaeidae","Arthropoda","Malacostraca"
"1754","Anotopterus pharao","Chordata","Teleostei"
"1755","Ophiochiton ternispinus","Echinodermata","Ophiuroidea"
"1756","Trochochaeta carica","Annelida","Polychaeta"
"1757","Halice abyssi","Arthropoda","Malacostraca"
"1758","Gattyana amondseni","Annelida","Polychaeta"
"1759","Chondrocladia (Chondrocladia) grandis","Porifera","Demospongiae"
"1760","Alcyonidium gelatinosum","Bryozoa","Gymnolaemata"
"1761","Arvella faba","Mollusca","Bivalvia"
"1762","Ectocotyla hirudo","Platyhelminthes",NA
"1763","Nototanais dimorphus","Arthropoda","Malacostraca"
"1764","Ophelia","Annelida","Polychaeta"
"1765","Glyceridae","Annelida","Polychaeta"
"1766","Thaumatometra septentrionalis","Echinodermata","Crinoidea"
"1767","Leucon (Leucon) serratus","Arthropoda","Malacostraca"
"1768","Sphaerotylus tjalfei","Porifera","Demospongiae"
"1769","Abietinaria abietina","Cnidaria","Hydrozoa"
"1770","Graffiellus groenlandicus","Platyhelminthes",NA
"1771","Balticina finmarchica","Cnidaria","Anthozoa"
"1772","Eumida arctica","Annelida","Polychaeta"
"1773","Sicyonis tuberculata","Cnidaria","Anthozoa"
"1774","Pourtalesia aff. alcocki","Echinodermata","Echinoidea"
"1775","Lumbrineris fauchaldi","Annelida","Polychaeta"
"1776","Nephtyidae","Annelida","Polychaeta"
"1777","Autolytinae","Annelida","Polychaeta"
"1778","Spinocalanus abyssalis","Arthropoda","Copepoda"
"1779","Macoma balthica","Mollusca","Bivalvia"
"1780","Priapulus caudatus","Priapulida",NA
"1781","Cardiomya striata","Mollusca","Bivalvia"
"1782","Moelleria costulata","Mollusca","Gastropoda"
"1783","Duva florida","Cnidaria","Anthozoa"
"1784","Calloporidae","Bryozoa","Gymnolaemata"
"1785","Margarites","Mollusca","Gastropoda"
"1786","Apistobranchus tullbergi","Annelida","Polychaeta"
"1787","Epizoanthus danielsseni","Cnidaria","Anthozoa"
"1788","Lafoea","Cnidaria","Hydrozoa"
"1789","Unciola crassipes","Arthropoda","Malacostraca"
"1790","Euaugaptilus","Arthropoda","Copepoda"
"1791","Hippomedon propinqvus","Arthropoda","Malacostraca"
"1792","Spiophanes uschakowi","Annelida","Polychaeta"
"1793","Eurydice inermis","Arthropoda","Malacostraca"
"1794","Amage auricula","Annelida","Polychaeta"
"1795","Childia groenlandica","Xenacoelomorpha",NA
"1796","Biemna variantia","Porifera","Demospongiae"
"1797","Gorgonocephalus eucnemis","Echinodermata","Ophiuroidea"
"1798","Microsetella","Arthropoda","Copepoda"
"1799","Cephalophanes","Arthropoda","Copepoda"
"1800","Hyas alutaceus","Arthropoda","Malacostraca"
"1801","Ophiocten gracilis","Echinodermata","Ophiuroidea"
"1802","Harpinia abyssi","Arthropoda","Malacostraca"
"1803","Lyonsia arenosa","Mollusca","Bivalvia"
"1804","Tisbe","Arthropoda","Copepoda"
"1805","Bolocera maxima","Cnidaria","Anthozoa"
"1806","Pista kimberliensis","Annelida","Polychaeta"
"1807","Eusyllinae","Annelida","Polychaeta"
"1808","Stegophiura","Echinodermata","Ophiuroidea"
"1809","Lichenopora","Bryozoa","Stenolaemata"
"1810","Onoba mighelsii","Mollusca","Gastropoda"
"1811","Baltalimania agile","Xenacoelomorpha",NA
"1812","Pourtalesia","Echinodermata","Echinoidea"
"1813","Aetideus","Arthropoda","Copepoda"
"1814","Ischyrocerus nanoides","Arthropoda","Malacostraca"
"1815","Melita","Arthropoda","Malacostraca"
"1816","Eurycope grasslei","Arthropoda","Malacostraca"
"1817","Ophiolimna bairdi","Echinodermata","Ophiuroidea"
"1818","Undinella oblonga","Arthropoda","Copepoda"
"1819","Bylgides","Annelida","Polychaeta"
"1820","Hemilamprops uniplicatus","Arthropoda","Malacostraca"
"1821","Celtia quadridentata","Arthropoda","Ostracoda"
"1822","Spinocalanus horridus","Arthropoda","Copepoda"
"1823","Schizoporellidae","Bryozoa","Gymnolaemata"
"1824","Gracilimesus modestus","Arthropoda","Malacostraca"
"1825","Cressa abyssicola","Arthropoda","Malacostraca"
"1826","Mesometopa neglecta","Arthropoda","Malacostraca"
"1827","Halcampoides purpureus","Cnidaria","Anthozoa"
"1828","Insecta","Arthropoda","Hexapoda"
"1829","Myriapora","Bryozoa","Gymnolaemata"
"1830","Pseudodrifa","Cnidaria","Anthozoa"
"1831","Stenula invalida","Arthropoda","Malacostraca"
"1832","Pisces","Chordata",NA
"1833","Stenothoe brevicornis","Arthropoda","Malacostraca"
"1834","Mytilidae","Mollusca","Bivalvia"
"1835","Pleusymtes glabroides","Arthropoda","Malacostraca"
"1836","Anobothrus gracilis","Annelida","Polychaeta"
"1837","Lichenoporidae","Bryozoa","Stenolaemata"
"1838","Didemnum albidum","Chordata","Ascidiacea"
"1839","Salpidae","Chordata","Thaliacea"
"1840","Centroscymnus coelolepis","Chordata","Elasmobranchii"
"1841","Arthropoda","Arthropoda",NA
"1842","Synidotea nodulosa","Arthropoda","Malacostraca"
"1843","Enchytraeidae","Annelida","Clitellata"
"1844","Smittina mucronata","Bryozoa","Gymnolaemata"
"1845","Teuthida","Mollusca","Cephalopoda"
"1846","Prosobranchia","Mollusca","Gastropoda"
"1847","Leptanthura tenuis","Arthropoda","Malacostraca"
"1848","Lampriformes","Chordata","Teleostei"
"1849","Corophium","Arthropoda","Malacostraca"
"1850","Nanomia cara","Cnidaria","Hydrozoa"
"1851","Phyllochaetopterus","Annelida","Polychaeta"
"1852","Leucandra cumberlandensis","Porifera","Calcarea"
"1853","Styraconyx hallasi","Tardigrada","Heterotardigrada"
"1854","Leitoscoloplos acutus","Annelida","Polychaeta"
"1855","Erginus rubellus","Mollusca","Gastropoda"
"1856","Metopa latimana","Arthropoda","Malacostraca"
"1857","Entalophoroecia deflexa","Bryozoa","Stenolaemata"
"1858","Ophiopholis","Echinodermata","Ophiuroidea"
"1859","Calyptraeidae","Mollusca","Gastropoda"
"1860","Ampelisca tenuicornis","Arthropoda","Malacostraca"
"1861","Leptamphopus sarsi","Arthropoda","Malacostraca"
"1862","Saphobranchia hirsuta","Annelida","Polychaeta"
"1863","Neopolynoe acanellae","Annelida","Polychaeta"
"1864","Notoproctus","Annelida","Polychaeta"
"1865","Paraonis fulgens","Annelida","Polychaeta"
"1866","Eumida","Annelida","Polychaeta"
"1867","Macoma torelli","Mollusca","Bivalvia"
"1868","Leptognathiidae","Arthropoda","Malacostraca"
"1869","Hamatoscalpellum hamatum","Arthropoda","Thecostraca"
"1870","Polymastia","Porifera","Demospongiae"
"1871","Leptasterias hyperborea","Echinodermata","Asteroidea"
"1872","Hydrallmania falcata","Cnidaria","Hydrozoa"
"1873","Curtitoma violacea","Mollusca","Gastropoda"
"1874","Metopa boeckii","Arthropoda","Malacostraca"
"1875","Leptasterias (Leptasterias) muelleri","Echinodermata","Asteroidea"
"1876","Parexogone hebes","Annelida","Polychaeta"
"1877","Euclymene droebachiensis","Annelida","Polychaeta"
"1878","Cardiidae","Mollusca","Bivalvia"
"1879","Polysolenoposthia porsildi","Platyhelminthes",NA
"1880","Pisidium","Mollusca","Bivalvia"
"1881","Diplostraca","Arthropoda","Branchiopoda"
"1882","Mycale","Porifera","Demospongiae"
"1883","Travisia","Annelida","Polychaeta"
"1884","Sabellinae","Annelida","Polychaeta"
"1885","Naticidae","Mollusca","Gastropoda"
"1886","Pontobdella muricata","Annelida","Clitellata"
"1887","Nicomache","Annelida","Polychaeta"
"1888","Starkus mixtus","Arthropoda","Malacostraca"
"1889","Terminoflustra","Bryozoa","Gymnolaemata"
"1890","Diphasia rosacea","Cnidaria","Hydrozoa"
"1891","Hydrobatidae","Chordata","Aves"
"1892","Celleporina ventricosa","Bryozoa","Gymnolaemata"
"1893","Hymedesmia (Hymedesmia) consanguinea","Porifera","Demospongiae"
"1894","Pseudoscalibregma parvum","Annelida","Polychaeta"
"1895","Myxilla (Myxilla) fimbriata","Porifera","Demospongiae"
"1896","Candaciidae","Arthropoda","Copepoda"
"1897","Leptognathia tenella","Arthropoda","Malacostraca"
"1898","Podoceropsis","Arthropoda","Malacostraca"
"1899","Echinoderes aquilonius","Kinorhyncha","Cyclorhagida"
"1900","Typhlotanais finmarchicus","Arthropoda","Malacostraca"
"1901","Astropectinidae","Echinodermata","Asteroidea"
"1902","Rostroculodes schneideri","Arthropoda","Malacostraca"
"1903","Stomatopora","Bryozoa","Stenolaemata"
"1904","Tubificoides palacoleus","Annelida","Clitellata"
"1905","Sarsicytheridea","Arthropoda","Ostracoda"
"1906","Patellogastropoda","Mollusca","Gastropoda"
"1907","Aphroditiformia","Annelida","Polychaeta"
"1908","Fabriciidae","Annelida","Polychaeta"
"1909","Synoicum pulmonaria","Chordata","Ascidiacea"
"1910","Jaschnovia brevis","Arthropoda","Copepoda"
"1911","Melphidippa borealis","Arthropoda","Malacostraca"
"1912","Nymphon serratum","Arthropoda","Pycnogonida"
"1913","Pholoe pallida","Annelida","Polychaeta"
"1914","Littorina saxatilis","Mollusca","Gastropoda"
"1915","Propebela","Mollusca","Gastropoda"
"1916","Dysponetus pygmaeus","Annelida","Polychaeta"
"1917","Ampharete baltica","Annelida","Polychaeta"
"1918","Euchone incolor","Annelida","Polychaeta"
"1919","Praxillura","Annelida","Polychaeta"
"1920","Diporoplana fulgipenis","Platyhelminthes",NA
"1921","Laonice sarsi","Annelida","Polychaeta"
"1922","Dipolydora","Annelida","Polychaeta"
"1923","Tubuliporina","Bryozoa","Stenolaemata"
"1924","Schizoporella","Bryozoa","Gymnolaemata"
"1925","Thracia","Mollusca","Bivalvia"
"1926","Parathyasira equalis","Mollusca","Bivalvia"
"1927","Axinulus","Mollusca","Bivalvia"
"1928","Melinna elisabethae","Annelida","Polychaeta"
"1929","Curtitoma incisula","Mollusca","Gastropoda"
"1930","Obelia geniculata","Cnidaria","Hydrozoa"
"1931","Alvania moerchii","Mollusca","Gastropoda"
"1932","Metopa pusilla","Arthropoda","Malacostraca"
"1933","Candacia armata","Arthropoda","Copepoda"
"1934","Haliclona (Gellius) rhaphidiophora","Porifera","Demospongiae"
"1935","Pseudarachna","Arthropoda","Malacostraca"
"1936","Nymphon sarsii","Arthropoda","Pycnogonida"
"1937","Chirimia biceps","Annelida","Polychaeta"
"1938","Rhamphostomella","Bryozoa","Gymnolaemata"
"1939","Erinaceusyllis erinaceus","Annelida","Polychaeta"
"1940","Promesostoma kristenseni","Platyhelminthes",NA
"1941","Abylopsis tetragona","Cnidaria","Hydrozoa"
"1942","Artotrogus orbicularis","Arthropoda","Copepoda"
"1943","Coronhelmis exiguus","Platyhelminthes",NA
"1944","Pteraster personatus","Echinodermata","Asteroidea"
"1945","Neotanais magnificus","Arthropoda","Malacostraca"
"1946","Janira maculosa","Arthropoda","Malacostraca"
"1947","Bylgides groenlandicus","Annelida","Polychaeta"
"1948","Samythella","Annelida","Polychaeta"
"1949","Zoidbergus tenuis","Arthropoda","Malacostraca"
"1950","Bathybadistes spinosissima","Arthropoda","Malacostraca"
"1951","Musculus glacialis","Mollusca","Bivalvia"
"1952","Centropages typicus","Arthropoda","Copepoda"
"1953","Colus stimpsoni","Mollusca","Gastropoda"
"1954","Thuiaria alternitheca","Cnidaria","Hydrozoa"
"1955","Nematocarcinus ensifer","Arthropoda","Malacostraca"
"1956","Turrisipho lachesis","Mollusca","Gastropoda"
"1957","Lamelliposthia rubromaculata","Platyhelminthes",NA
"1958","Eusirus leptocarpus","Arthropoda","Malacostraca"
"1959","Howella atlantica","Chordata","Teleostei"
"1960","Jasmineira","Annelida","Polychaeta"
"1961","Chone filicaudata","Annelida","Polychaeta"
"1962","Pseudoscalibregma","Annelida","Polychaeta"
"1963","Echinoderes remanei","Kinorhyncha","Cyclorhagida"
"1964","Onisimus sextonae","Arthropoda","Malacostraca"
"1965","Gigantocypris","Arthropoda","Ostracoda"
"1966","Colus islandicus","Mollusca","Gastropoda"
"1967","Hartmania moorei","Annelida","Polychaeta"
"1968","Dipolydora concharum","Annelida","Polychaeta"
"1969","Glyphohesione klatti","Annelida","Polychaeta"
"1970","Echinoderes eximus","Kinorhyncha","Cyclorhagida"
"1971","Halichondria (Halichondria) lambei","Porifera","Demospongiae"
"1972","Halichondria (Halichondria) osculum","Porifera","Demospongiae"
"1973","Molpadia musculus","Echinodermata","Holothuroidea"
"1974","Cumella","Arthropoda","Malacostraca"
"1975","Heteromesus oryktus","Arthropoda","Malacostraca"
"1976","Propebela turricula","Mollusca","Gastropoda"
"1977","Natatolana imicola","Arthropoda","Malacostraca"
"1978","Clausocalanus","Arthropoda","Copepoda"
"1979","Ophiosemnotes clavigera","Echinodermata","Ophiuroidea"
"1980","Eupolymnia","Annelida","Polychaeta"
"1981","Limatula gibba","Mollusca","Bivalvia"
"1982","Ophiuroglypha irrorata polyacantha","Echinodermata","Ophiuroidea"
"1983","Propebela harpularia","Mollusca","Gastropoda"
"1984","Benthothuria funebris","Echinodermata","Holothuroidea"
"1985","Holanthus expergitus","Echinodermata","Echinoidea"
"1986","Geodia phlegraei","Porifera","Demospongiae"
"1987","Champsocephalus gunnari","Chordata","Teleostei"
"1988","Notolepis","Chordata","Teleostei"
"1989","Velutinidae","Mollusca","Gastropoda"
"1990","Pleuronectidae","Chordata","Teleostei"
"1991","Pleuronectiformes","Chordata","Teleostei"
"1992","Promesostoma ovoideum","Platyhelminthes",NA
"1993","Heterostigma","Chordata","Ascidiacea"
"1994","Parasagitta","Chaetognatha","Sagittoidea"
"1995","Sabinea","Arthropoda","Malacostraca"
"1996","Munnopsurus giganteus","Arthropoda","Malacostraca"
"1997","Natatolana borealis","Arthropoda","Malacostraca"
"1998","Moridae","Chordata","Teleostei"
"1999","Pholidae","Chordata","Teleostei"
"2000","Bregmaceros","Chordata","Teleostei"
"2001","Dolopichthys","Chordata","Teleostei"
"2002","Chiasmodon","Chordata","Teleostei"
"2003","Gonostoma","Chordata","Teleostei"
"2004","Rondeletia loricata","Chordata","Teleostei"
"2005","Himantolophus groenlandicus","Chordata","Teleostei"
"2006","Lampanyctus intricarius","Chordata","Teleostei"
"2007","Rouleina maderensis","Chordata","Teleostei"
"2008","Holtbyrnia macrops","Chordata","Teleostei"
"2009","Platytroctes apus","Chordata","Teleostei"
"2010","Ammodytes marinus","Chordata","Teleostei"
"2011","Ammodytes tobianus","Chordata","Teleostei"
"2012","Poromitra capito","Chordata","Teleostei"
"2013","Idiacanthus fasciola","Chordata","Teleostei"
"2014","Aristostomias grimaldii","Chordata","Teleostei"
"2015","Thaerocythere crenulata","Arthropoda","Ostracoda"
"2016","Larus ridibundus","Chordata","Aves"
"2017","Chiroteuthis","Mollusca","Cephalopoda"
"2018","Dajus","Arthropoda","Malacostraca"
"2019","Dajus mysidis","Arthropoda","Malacostraca"
"2020","Leucandra valida","Porifera","Calcarea"
"2021","Gobiesox","Chordata","Teleostei"
"2022","Laemonema barbatulum","Chordata","Teleostei"
"2023","Charadrius semipalmatus","Chordata","Aves"
"2024","Apeltes quadracus","Chordata","Teleostei"
"2025","Aspidophoroides","Chordata","Teleostei"
"2026","Scorpaena brasiliensis","Chordata","Teleostei"
"2027","Anobothrus","Annelida","Polychaeta"
"2028","Hymedesmia (Hymedesmia) basispinosa","Porifera","Demospongiae"
"2029","Neohela maxima","Arthropoda","Malacostraca"
"2030","Dysalotus oligoscolus","Chordata","Teleostei"
"2031","Platichthys flesus","Chordata","Teleostei"
"2032","Primnoa resedaeformis","Cnidaria","Anthozoa"
"2033","Halocynthia pyriformis","Chordata","Ascidiacea"
"2034","Botrylloides aureus","Chordata","Ascidiacea"
"2035","Munnidae","Arthropoda","Malacostraca"
"2036","Dasyscopelus selenops","Chordata","Teleostei"
"2037","Dexaminidae","Arthropoda","Malacostraca"
"2038","Lembos","Arthropoda","Malacostraca"
"2039","Liljeborgia","Arthropoda","Malacostraca"
"2040","Delphinidae","Chordata","Mammalia"
"2041","Ophiacantha fraterna","Echinodermata","Ophiuroidea"
"2042","Brisaster","Echinodermata","Echinoidea"
"2043","Rhodine","Annelida","Polychaeta"
"2044","Chaetopteridae","Annelida","Polychaeta"
"2045","Escharoides","Bryozoa","Gymnolaemata"
"2046","Ameroculodes edwardsi","Arthropoda","Malacostraca"
"2047","Clymenura lankesteri","Annelida","Polychaeta"
"2048","Lanceola clausii","Arthropoda","Malacostraca"
"2049","Pontocrates arcticus","Arthropoda","Malacostraca"
"2050","Samythella bathycola","Annelida","Polychaeta"
"2051","Pedicellaster typicus","Echinodermata","Asteroidea"
"2052","Stegocephalus ampulla","Arthropoda","Malacostraca"
"2053","Leucopsila stilifera","Porifera","Calcarea"
"2054","Sertularia robusta","Cnidaria","Hydrozoa"
"2055","Parathalestris croni","Arthropoda","Copepoda"
"2056","Eudorella aequiremis","Arthropoda","Malacostraca"
"2057","Plagiostomum caudatum","Platyhelminthes",NA
"2058","Peachia parasitica","Cnidaria","Anthozoa"
"2059","Tmetonyx leucophthalmus","Arthropoda","Malacostraca"
"2060","Pontoporeiidae","Arthropoda","Malacostraca"
"2061","Bidenkapia spitzbergensis","Bryozoa","Gymnolaemata"
"2062","Tubularia","Cnidaria","Hydrozoa"
"2063","Halicryptus spinulosus","Priapulida",NA
"2064","Eudendrium","Cnidaria","Hydrozoa"
"2065","Melamphaes","Chordata","Teleostei"
"2066","Halitholus","Cnidaria","Hydrozoa"
"2067","Augaptilus glacialis","Arthropoda","Copepoda"
"2068","Leptonereis","Annelida","Polychaeta"
"2069","Nephasoma (Nephasoma) diaphanes","Annelida",NA
"2070","Astacilla boreaphilis","Arthropoda","Malacostraca"
"2071","Goesia depressa","Arthropoda","Malacostraca"
"2072","Leucopleurus acutus","Chordata","Mammalia"
"2073","Pachycerianthus fimbriatus","Cnidaria","Anthozoa"
"2074","Porella struma","Bryozoa","Gymnolaemata"
"2075","Hemichordata","Hemichordata",NA
"2076","Austrolaenilla mollis","Annelida","Polychaeta"
"2077","Boreocingula castanea","Mollusca","Gastropoda"
"2078","Liocyma fluctuosa","Mollusca","Bivalvia"
"2079","Capitella","Annelida","Polychaeta"
"2080","Boreonymphon compactum","Arthropoda","Pycnogonida"
"2081","Pachychelium davidis","Arthropoda","Malacostraca"
"2082","Haploops similis","Arthropoda","Malacostraca"
"2083","Asclerocheilus","Annelida","Polychaeta"
"2084","Cyamus monodontis","Arthropoda","Malacostraca"
"2085","Chondrophellia coronata","Cnidaria","Anthozoa"
"2086","Collettea minima","Arthropoda","Malacostraca"
"2087","Westwoodilla abyssalis","Arthropoda","Malacostraca"
"2088","Gattyana","Annelida","Polychaeta"
"2089","Polynoe gracilis","Annelida","Polychaeta"
"2090","Cistenides","Annelida","Polychaeta"
"2091","[unassigned] Enteropneusta","Hemichordata","Enteropneusta"
"2092","Campanulariidae","Cnidaria","Hydrozoa"
"2093","Syllinae","Annelida","Polychaeta"
"2094","Limneria undata","Mollusca","Gastropoda"
"2095","Leuconidae","Arthropoda","Malacostraca"
"2096","Pleurogonium latimanum","Arthropoda","Malacostraca"
"2097","Echinoderes peterseni","Kinorhyncha","Cyclorhagida"
"2098","Ascidia prunum","Chordata","Ascidiacea"
"2099","Coelosphaera (Coelosphaera) physa","Porifera","Demospongiae"
"2100","Ilyarachna","Arthropoda","Malacostraca"
"2101","Chaetodermatida","Mollusca","Caudofoveata"
"2102","Montacuta","Mollusca","Bivalvia"
"2103","Urothoe","Arthropoda","Malacostraca"
"2104","Rhincalanus nasutus","Arthropoda","Copepoda"
"2105","Graffia capitata","Platyhelminthes",NA
"2106","Califia schmitti","Annelida","Polychaeta"
"2107","Branta canadensis","Chordata","Aves"
"2108","Manayunkia","Annelida","Polychaeta"
"2109","Yoldiella frigida","Mollusca","Bivalvia"
"2110","Benthoecetes bartletti","Arthropoda","Malacostraca"
"2111","Lepidurus arcticus","Arthropoda","Branchiopoda"
"2112","Tumidochelia uncinata","Arthropoda","Malacostraca"
"2113","Paradexiospira (Paradexiospira) violacea","Annelida","Polychaeta"
"2114","Bathyraja interrupta","Chordata","Elasmobranchii"
"2115","Bathybiaster vexillifer","Echinodermata","Asteroidea"
"2116","Metaconchoecia","Arthropoda","Ostracoda"
"2117","Hemicythere villosa","Arthropoda","Ostracoda"
"2118","Aphanostoma armatum","Xenacoelomorpha",NA
"2119","Bougainvillia multitentaculata","Cnidaria","Hydrozoa"
"2120","Amphilectus pedicellatus","Porifera","Demospongiae"
"2121","Lophuroecia lophura","Arthropoda","Ostracoda"
"2122","Lagenorhynchus albirostris","Chordata","Mammalia"
"2123","Lophogastridae","Arthropoda","Malacostraca"
"2124","Gracilimesus insignis","Arthropoda","Malacostraca"
"2125","Aristias microps","Arthropoda","Malacostraca"
"2126","Homarus americanus","Arthropoda","Malacostraca"
"2127","Scaphodactylus longipalma","Arthropoda","Malacostraca"
"2128","Dyopedos spinosus","Arthropoda","Malacostraca"
"2129","Provortex impeditus","Platyhelminthes",NA
"2130","Argissidae","Arthropoda","Malacostraca"
"2131","Trichotropis bicarinata","Mollusca","Gastropoda"
"2132","Beksitanais abyssi","Arthropoda","Malacostraca"
"2133","Nuculana tenuisulcata","Mollusca","Bivalvia"
"2134","Siphonodentalium lobatum","Mollusca","Scaphopoda"
"2135","Janua heterostropha","Annelida","Polychaeta"
"2136","Desmodora pilosa","Nematoda","Chromadorea"
"2137","Styelidae","Chordata","Ascidiacea"
"2138","Scyliorhinidae","Chordata","Elasmobranchii"
"2139","Axinopsida","Mollusca","Bivalvia"
"2140","Mecynostomum lentiferum","Xenacoelomorpha",NA
"2141","Tubificoides intermedius","Annelida","Clitellata"
"2142","Proclea graffii","Annelida","Polychaeta"
"2143","Pseudopallene spinipes","Arthropoda","Pycnogonida"
"2144","Microstomum groenlandicum","Platyhelminthes",NA
"2145","Dacrydium vitreum","Mollusca","Bivalvia"
"2146","Crisia","Bryozoa","Stenolaemata"
"2147","Hymedesmia (Stylopus) longurius","Porifera","Demospongiae"
"2148","Barnea parva","Mollusca","Bivalvia"
"2149","Oriopsis rivularis","Annelida","Polychaeta"
"2150","Aphanostoma bimaculata","Xenacoelomorpha",NA
"2151","Eiconaxius albatrossae","Arthropoda","Malacostraca"
"2152","Gracilimesus tenuispinis","Arthropoda","Malacostraca"
"2153","Praxillura ornata","Annelida","Polychaeta"
"2154","Campanularia","Cnidaria","Hydrozoa"
"2155","Lumbrineris coccinea","Annelida","Polychaeta"
"2156","Grantia invenusta","Porifera","Calcarea"
"2157","Yoldia","Mollusca","Bivalvia"
"2158","Arcturidae","Arthropoda","Malacostraca"
"2159","Pholoe inornata","Annelida","Polychaeta"
"2160","Tegella armifera","Bryozoa","Gymnolaemata"
"2161","Graffilla mytili","Platyhelminthes",NA
"2162","Buccinum ciliatum","Mollusca","Gastropoda"
"2163","Altenaeum narchii","Mollusca","Bivalvia"
"2164","Monoculodes latissimanus","Arthropoda","Malacostraca"
"2165","Hyalopecten pudicus","Mollusca","Bivalvia"
"2166","Campylaspis squamifera","Arthropoda","Malacostraca"
"2167","Proceraea","Annelida","Polychaeta"
"2168","Pyura georgiana","Chordata","Ascidiacea"
"2169","Temora longicornis","Arthropoda","Copepoda"
"2170","Thyonidium drummondii","Echinodermata","Holothuroidea"
"2171","Ophiactis abyssicola","Echinodermata","Ophiuroidea"
"2172","Tole laciniata","Arthropoda","Malacostraca"
"2173","Trachyleberididae","Arthropoda","Ostracoda"
"2174","Monocelis honorei","Platyhelminthes",NA
"2175","Holophryxus acanthephyrae","Arthropoda","Malacostraca"
"2176","Tole spinosa","Arthropoda","Malacostraca"
"2177","Eulalia viridis","Annelida","Polychaeta"
"2178","Munna hanseni","Arthropoda","Malacostraca"
"2179","Phelliactis hertwigii","Cnidaria","Anthozoa"
"2180","Proaphanostoma variabile","Xenacoelomorpha",NA
"2181","Caeconyx caeculus","Arthropoda","Malacostraca"
"2182","Ekmania barthii","Echinodermata","Holothuroidea"
"2183","Asteronyx loveni","Echinodermata","Ophiuroidea"
"2184","Allostoma pallidum","Platyhelminthes",NA
"2185","Oediceros borealis","Arthropoda","Malacostraca"
"2186","Sternaspis scutata","Annelida","Polychaeta"
"2187","Lamprops","Arthropoda","Malacostraca"
"2188","Calliopius","Arthropoda","Malacostraca"
"2189","Mangeliidae","Mollusca","Gastropoda"
"2190","Orchomenella","Arthropoda","Malacostraca"
"2191","Suberites baffini","Porifera","Demospongiae"
"2192","Asterias","Echinodermata","Asteroidea"
"2193","Halirages nilssoni","Arthropoda","Malacostraca"
"2194","Haptolana","Arthropoda","Malacostraca"
"2195","Janira alta","Arthropoda","Malacostraca"
"2196","Anonyx lilljeborgi","Arthropoda","Malacostraca"
"2197","Galathowenia fragilis","Annelida","Polychaeta"
"2198","Eualus","Arthropoda","Malacostraca"
"2199","Terminoflustra membranaceotruncata","Bryozoa","Gymnolaemata"
"2200","Alepisaurus ferox","Chordata","Teleostei"
"2201","Stegoplax longirostris","Arthropoda","Malacostraca"
"2202","Onuphis","Annelida","Polychaeta"
"2203","Caulleriella","Annelida","Polychaeta"
"2204","Harpiniopsis similis","Arthropoda","Malacostraca"
"2205","Metopa gigas","Arthropoda","Malacostraca"
"2206","Sycetta sagitta","Porifera","Calcarea"
"2207","Dulichia falcata","Arthropoda","Malacostraca"
"2208","Porella aperta","Bryozoa","Gymnolaemata"
"2209","Caecognathia cerina","Arthropoda","Malacostraca"
"2210","Amblyosyllis finmarchica","Annelida","Polychaeta"
"2211","Metopa borealis","Arthropoda","Malacostraca"
"2212","Myzopsetta ferruginea","Chordata","Teleostei"
"2213","Leucoraja ocellata","Chordata","Elasmobranchii"
"2214","Lutjanus synagris","Chordata","Teleostei"
"2215","Dentalium","Mollusca","Scaphopoda"
"2216","Goniadidae","Annelida","Polychaeta"
"2217","Obelia","Cnidaria","Hydrozoa"
"2218","Manayunkia aestuarina","Annelida","Polychaeta"
"2219","Celleporina surcularis","Bryozoa","Gymnolaemata"
"2220","Harpinia serrata","Arthropoda","Malacostraca"
"2221","Munna kroyeri","Arthropoda","Malacostraca"
"2222","Eudorellopsis biplicata","Arthropoda","Malacostraca"
"2223","Dipolydora coeca","Annelida","Polychaeta"
"2224","Metopa normani","Arthropoda","Malacostraca"
"2225","Leptamphopus paripes","Arthropoda","Malacostraca"
"2226","Onoba","Mollusca","Gastropoda"
"2227","Paradoneis lyra","Annelida","Polychaeta"
"2228","Dulichia tuberculata","Arthropoda","Malacostraca"
"2229","Stenula","Arthropoda","Malacostraca"
"2230","Echiuridae","Annelida","Polychaeta"
"2231","Paratryphosites abyssi","Arthropoda","Malacostraca"
"2232","Nymphon macrum","Arthropoda","Pycnogonida"
"2233","Ischyrocerus minutus","Arthropoda","Malacostraca"
"2234","Octopus vulgaris","Mollusca","Cephalopoda"
"2235","Eugerdella natator","Arthropoda","Malacostraca"
"2236","Acanthonotozoma sinuatum","Arthropoda","Malacostraca"
"2237","Acanthephyra purpurea","Arthropoda","Malacostraca"
"2238","Aega psora","Arthropoda","Malacostraca"
"2239","Hippoporina reticulatopunctata","Bryozoa","Gymnolaemata"
"2240","Illex","Mollusca","Cephalopoda"
"2241","Halichondria (Halichondria) genitrix","Porifera","Demospongiae"
"2242","Nereimyra","Annelida","Polychaeta"
"2243","Hippomedon nasutus","Arthropoda","Malacostraca"
