EasinID,Name,Authorship,LSID,Reference,HasImpact,IsEUConcern,IsMSConcern,IsOutermostConcern,IsPartNative,IsHorizonScanning,Status
R19422,'Candidatus Liberibacter solanacearum',"Fagen et al., 2014",urn:lsid:easin.jrc.ec.europa.eu:species:R19422,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R19422,false,false,false,false,true,false,Q
R11525,'Candidatus Phytoplasma asteris',,urn:lsid:easin.jrc.ec.europa.eu:species:R11525,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R11525,false,false,false,false,true,false,Q
R19423,'Candidatus Phytoplasma brasiliense',,urn:lsid:easin.jrc.ec.europa.eu:species:R19423,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R19423,false,false,false,false,false,false,Q
R19424,'Candidatus Phytoplasma cirsii',,urn:lsid:easin.jrc.ec.europa.eu:species:R19424,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R19424,false,false,false,false,true,false,Q
R19425,'Candidatus Phytoplasma convolvuli',,urn:lsid:easin.jrc.ec.europa.eu:species:R19425,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R19425,false,false,false,false,true,false,Q
R19426,'Candidatus Phytoplasma cynodontis',,urn:lsid:easin.jrc.ec.europa.eu:species:R19426,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R19426,false,false,false,false,true,false,Q
R19427,'Candidatus Phytoplasma fragariae',,urn:lsid:easin.jrc.ec.europa.eu:species:R19427,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R19427,false,false,false,false,true,false,Q
R19428,'Candidatus Phytoplasma fraxini',,urn:lsid:easin.jrc.ec.europa.eu:species:R19428,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R19428,false,false,false,false,true,false,Q
R11526,'Candidatus Phytoplasma mali',,urn:lsid:easin.jrc.ec.europa.eu:species:R11526,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R11526,true,false,false,false,true,false,Q
R19429,'Candidatus Phytoplasma pini',,urn:lsid:easin.jrc.ec.europa.eu:species:R19429,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R19429,false,false,false,false,true,false,Q
R19430,'Candidatus Phytoplasma pruni',,urn:lsid:easin.jrc.ec.europa.eu:species:R19430,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R19430,false,false,false,false,true,false,Q
R11527,'Candidatus Phytoplasma prunorum',,urn:lsid:easin.jrc.ec.europa.eu:species:R11527,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R11527,true,false,false,false,true,false,Q
R11528,'Candidatus Phytoplasma pyri',,urn:lsid:easin.jrc.ec.europa.eu:species:R11528,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R11528,true,false,false,false,true,false,Q
R19431,'Candidatus Phytoplasma rhamni',,urn:lsid:easin.jrc.ec.europa.eu:species:R19431,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R19431,false,false,false,false,true,false,Q
R19432,'Candidatus Phytoplasma rubi',,urn:lsid:easin.jrc.ec.europa.eu:species:R19432,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R19432,false,false,false,false,true,false,Q
R14622,'Candidatus Phytoplasma solani',,urn:lsid:easin.jrc.ec.europa.eu:species:R14622,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R14622,false,false,false,false,true,false,Q
R19433,'Candidatus Phytoplasma spartii',,urn:lsid:easin.jrc.ec.europa.eu:species:R19433,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R19433,false,false,false,false,true,false,Q
R11529,'Candidatus Phytoplasma trifolii',,urn:lsid:easin.jrc.ec.europa.eu:species:R11529,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R11529,false,false,false,false,true,false,Q
R19434,'Candidatus Phytoplasma ulmi',,urn:lsid:easin.jrc.ec.europa.eu:species:R19434,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R19434,false,false,false,false,true,false,Q
R19435,'Candidatus Phytoplasma ziziphi',,urn:lsid:easin.jrc.ec.europa.eu:species:R19435,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R19435,false,false,false,false,true,false,Q
R00001,Abax parallelus,"(Duftschmid, 1812)",urn:lsid:easin.jrc.ec.europa.eu:species:R00001,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R00001,false,false,false,false,true,false,A
R00003,Abelia x grandiflora,(Rovelli ex André) Rehder,urn:lsid:easin.jrc.ec.europa.eu:species:R00003,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R00003,false,false,false,false,false,false,Q
R00004,Abgrallaspis cyanophylli,"(Signoret, 1869)",urn:lsid:easin.jrc.ec.europa.eu:species:R00004,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R00004,false,false,false,false,false,false,C
R19170,Abida polyodon,"(Draparnaud, 1801)",urn:lsid:easin.jrc.ec.europa.eu:species:R19170,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R19170,false,false,false,false,true,false,
R00005,Abies alba,Mill.,urn:lsid:easin.jrc.ec.europa.eu:species:R00005,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R00005,false,false,false,false,true,false,A
R00006,Abies balsamea,(L.) Mill.,urn:lsid:easin.jrc.ec.europa.eu:species:R00006,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R00006,false,false,false,false,false,false,A
R18689,Abies balsamea var. phanerolepis,Fernald,urn:lsid:easin.jrc.ec.europa.eu:species:R18689,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R18689,false,false,false,false,false,false,A
R00007,Abies cephalonica,Loudon,urn:lsid:easin.jrc.ec.europa.eu:species:R00007,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R00007,false,false,false,false,true,false,A
R00008,Abies concolor,(Gordon) Lindl. ex Hildebr.,urn:lsid:easin.jrc.ec.europa.eu:species:R00008,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R00008,false,false,false,false,false,false,A
R00010,Abies fraseri,(Pursh) Poir.,urn:lsid:easin.jrc.ec.europa.eu:species:R00010,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R00010,false,false,false,false,false,false,A
R00011,Abies grandis,(Douglas ex D.Don) Lindl.,urn:lsid:easin.jrc.ec.europa.eu:species:R00011,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R00011,false,false,false,false,false,false,A
R00012,Abies lasiocarpa,Lindl. & Gordon,urn:lsid:easin.jrc.ec.europa.eu:species:R00012,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R00012,false,false,false,false,false,false,A
R00013,Abies nordmanniana,(Steven) Spach,urn:lsid:easin.jrc.ec.europa.eu:species:R00013,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R00013,false,false,false,false,true,false,A
R00014,Abies pinsapo,Boiss.,urn:lsid:easin.jrc.ec.europa.eu:species:R00014,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R00014,false,false,false,false,true,false,A
R00015,Abies procera,Rehder,urn:lsid:easin.jrc.ec.europa.eu:species:R00015,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R00015,false,false,false,false,false,false,A
R00016,Abies sibirica,Ledeb.,urn:lsid:easin.jrc.ec.europa.eu:species:R00016,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R00016,false,false,false,false,true,false,A
R00017,Abies veitchii,Lindl.,urn:lsid:easin.jrc.ec.europa.eu:species:R00017,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R00017,false,false,false,false,false,false,A
R00019,Abies x insignis,Carriere ex Bailly,urn:lsid:easin.jrc.ec.europa.eu:species:R00019,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R00019,false,false,false,false,false,false,Q
R00021,Ablattaria laevigata,"(Fabricius, 1775)",urn:lsid:easin.jrc.ec.europa.eu:species:R00021,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R00021,false,false,false,false,true,false,C
R20136,Ablennes hians,"(Valenciennes, 1846) ",urn:lsid:easin.jrc.ec.europa.eu:species:R20136,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R20136,false,false,false,false,false,false,A
R16884,Ablerus chionaspidis,"(Howard, 1914)",urn:lsid:easin.jrc.ec.europa.eu:species:R16884,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R16884,false,false,false,false,false,false,A
R16885,Ablerus clisiocampae,"(Ashmead, 1894)",urn:lsid:easin.jrc.ec.europa.eu:species:R16885,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R16885,false,false,false,false,false,false,A
R00022,Ablerus perspeciosus,"Girault, 1916",urn:lsid:easin.jrc.ec.europa.eu:species:R00022,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R00022,false,false,false,false,false,false,A
R00024,Abramis brama,"(Linnaeus, 1758)",urn:lsid:easin.jrc.ec.europa.eu:species:R00024,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R00024,false,false,false,false,true,false,A
R00026,Abronia fragrans,Nutt. ex Hook.,urn:lsid:easin.jrc.ec.europa.eu:species:R00026,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R00026,false,false,false,false,false,false,A
R20210,Abudefduf cf. saxatilis,"(Linnaeus, 1758) ",urn:lsid:easin.jrc.ec.europa.eu:species:R20210,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R20210,false,false,false,false,false,false,A
R19331,Abudefduf hoefleri,"(Steindachner, 1881)",urn:lsid:easin.jrc.ec.europa.eu:species:R19331,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R19331,false,false,false,false,false,false,A
R19652,Abudefduf sexfasciatus,"(Lacepède, 1801)",urn:lsid:easin.jrc.ec.europa.eu:species:R19652,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R19652,false,false,false,false,false,false,A
R19332,Abudefduf vaigiensis,"(Quoy & Gaimard, 1825)",urn:lsid:easin.jrc.ec.europa.eu:species:R19332,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R19332,false,false,false,false,false,false,A
R00029,Aburria cumanensis,"(Jacquin, 1784)",urn:lsid:easin.jrc.ec.europa.eu:species:R00029,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R00029,false,false,false,false,false,false,A
R00030,Abutilon grandifolium,(Willd.) Sweet,urn:lsid:easin.jrc.ec.europa.eu:species:R00030,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R00030,false,false,false,false,false,false,A
R00032,Abutilon pictum,(Gillies ex Hook.) Walp.,urn:lsid:easin.jrc.ec.europa.eu:species:R00032,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R00032,false,false,false,false,false,false,A
R00031,Abutilon sonneratianum,(Cav.) Sweet,urn:lsid:easin.jrc.ec.europa.eu:species:R00031,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R00031,false,false,false,true,false,false,A
R00033,Abutilon theophrasti,Medik.,urn:lsid:easin.jrc.ec.europa.eu:species:R00033,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R00033,true,false,false,true,true,false,A
R00034,Abutilon x hybridum,Voss,urn:lsid:easin.jrc.ec.europa.eu:species:R00034,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R00034,false,false,false,false,false,false,Q
R16518,Abyla trigona,"Quoy & Gaimard, 1827",urn:lsid:easin.jrc.ec.europa.eu:species:R16518,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R16518,false,false,false,false,false,false,Q
R00035,Acacia baileyana,F.Muell.,urn:lsid:easin.jrc.ec.europa.eu:species:R00035,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R00035,false,false,false,true,false,false,A
R00037,Acacia cultriformis,G.Don,urn:lsid:easin.jrc.ec.europa.eu:species:R00037,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R00037,false,false,false,true,false,false,A
R00038,Acacia cyclops,G.Don,urn:lsid:easin.jrc.ec.europa.eu:species:R00038,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R00038,true,false,false,true,false,false,A
R00039,Acacia dealbata,Link,urn:lsid:easin.jrc.ec.europa.eu:species:R00039,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R00039,true,false,true,true,false,false,A
R00041,Acacia farnesiana,(L.) Willd.,urn:lsid:easin.jrc.ec.europa.eu:species:R00041,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R00041,true,false,true,true,false,false,A
R00042,Acacia karroo,Hayne,urn:lsid:easin.jrc.ec.europa.eu:species:R00042,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R00042,true,false,false,true,false,false,A
R00043,Acacia ligulata,Benth.,urn:lsid:easin.jrc.ec.europa.eu:species:R00043,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R00043,false,false,false,true,false,false,A
R00044,Acacia longifolia,(Andrews) Willd.,urn:lsid:easin.jrc.ec.europa.eu:species:R00044,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R00044,true,false,false,true,false,false,A
R00045,Acacia longifolia subsp. sophorae,(Labill.) Court,urn:lsid:easin.jrc.ec.europa.eu:species:R00045,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R00045,false,false,false,true,false,false,A
R00046,Acacia mearnsii,De Wild.,urn:lsid:easin.jrc.ec.europa.eu:species:R00046,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R00046,true,false,false,true,false,false,A
R00047,Acacia melanoxylon,R.Br.,urn:lsid:easin.jrc.ec.europa.eu:species:R00047,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R00047,true,false,false,true,false,false,A
R00048,Acacia neriifolia,Benth.,urn:lsid:easin.jrc.ec.europa.eu:species:R00048,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R00048,false,false,false,true,false,false,A
R00050,Acacia pycnantha,Benth.,urn:lsid:easin.jrc.ec.europa.eu:species:R00050,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R00050,false,false,false,true,false,false,A
R00051,Acacia retinodes,Schltdl.,urn:lsid:easin.jrc.ec.europa.eu:species:R00051,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R00051,false,false,false,true,false,false,A
R00052,Acacia salicina,Lindl.,urn:lsid:easin.jrc.ec.europa.eu:species:R00052,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R00052,true,false,true,true,false,false,A
R00053,Acacia saligna,(Labill.) H.L.Wendl.,urn:lsid:easin.jrc.ec.europa.eu:species:R00053,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R00053,true,true,false,true,false,false,A
R00054,Acacia terminalis,(Salisb.) J.F.Macbr.,urn:lsid:easin.jrc.ec.europa.eu:species:R00054,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R00054,false,false,false,true,false,false,A
R00055,Acacia verticillata,(L'Her.) Willd.,urn:lsid:easin.jrc.ec.europa.eu:species:R00055,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R00055,false,false,false,true,false,false,A
R00056,Acaena anserinifolia,(J.R.Forst. & G.Forst.) Domin,urn:lsid:easin.jrc.ec.europa.eu:species:R00056,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R00056,false,false,false,false,false,false,A
R00057,Acaena inermis,Hook.f.,urn:lsid:easin.jrc.ec.europa.eu:species:R00057,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R00057,false,false,false,false,false,false,A
R00058,Acaena microphylla,Hook.f.,urn:lsid:easin.jrc.ec.europa.eu:species:R00058,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R00058,false,false,false,false,false,false,A
R00059,Acaena novae-zelandiae,Kirk,urn:lsid:easin.jrc.ec.europa.eu:species:R00059,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R00059,false,false,false,false,false,false,A
R00061,Acaena ovalifolia,Vahl,urn:lsid:easin.jrc.ec.europa.eu:species:R00061,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R00061,false,false,false,false,false,false,A
R00064,Acalypha australis,L.,urn:lsid:easin.jrc.ec.europa.eu:species:R00064,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R00064,false,false,false,false,false,false,A
R00065,Acalypha indica,L.,urn:lsid:easin.jrc.ec.europa.eu:species:R00065,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R00065,false,false,false,false,false,false,A
R00066,Acalypha virginica,Michx.,urn:lsid:easin.jrc.ec.europa.eu:species:R00066,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R00066,false,false,false,false,false,false,A
R18764,Acalypha wilkesiana,Müll.Arg.,urn:lsid:easin.jrc.ec.europa.eu:species:R18764,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R18764,false,false,false,false,false,false,A
R00067,Acalyptris platani,"(Muller-Rutz, 1934)",urn:lsid:easin.jrc.ec.europa.eu:species:R00067,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R00067,false,false,false,false,true,false,A
R00068,Acanalonia conica,"(Say, 1830)",urn:lsid:easin.jrc.ec.europa.eu:species:R00068,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R00068,false,false,false,false,false,false,A
R17484,Acantharctus posteli,"(Forest, 1963)",urn:lsid:easin.jrc.ec.europa.eu:species:R17484,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R17484,false,false,false,false,false,false,A
R16519,Acanthaster planci,"(Linnaeus, 1758)",urn:lsid:easin.jrc.ec.europa.eu:species:R16519,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R16519,true,false,false,false,false,false,A
R00070,Acanthocephalus lucii,"(Müller, 1776)",urn:lsid:easin.jrc.ec.europa.eu:species:R00070,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R00070,false,false,false,false,true,false,C
R00072,Acanthocinus aedilis,"(Linnaeus, 1758)",urn:lsid:easin.jrc.ec.europa.eu:species:R00072,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R00072,false,false,false,false,true,false,A
R00074,Acanthocinus griseus,"(Fabricius, 1793)",urn:lsid:easin.jrc.ec.europa.eu:species:R00074,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R00074,false,false,false,false,true,false,A
R00075,Acanthocinus reticulatus,"(Razoumowsky, 1789)",urn:lsid:easin.jrc.ec.europa.eu:species:R00075,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R00075,false,false,false,false,true,false,A
R00076,Acanthocnemus nigricans,"(Hope, 1845)",urn:lsid:easin.jrc.ec.europa.eu:species:R00076,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R00076,false,false,false,false,false,false,A
R17971,Acanthococcus agropyri,"Kosztarab & Kozár, 1978",urn:lsid:easin.jrc.ec.europa.eu:species:R17971,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R17971,false,false,false,false,true,false,C
R17970,Acanthococcus micracanthus,"Danzig, 1975",urn:lsid:easin.jrc.ec.europa.eu:species:R17970,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R17970,false,false,false,false,true,false,C
R19555,Acanthoderes jaspidea,"Di Iorio, 2004",urn:lsid:easin.jrc.ec.europa.eu:species:R19555,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R19555,false,false,false,false,false,false,A
R00079,Acantholyda erythrocephala,(Linnaeus),urn:lsid:easin.jrc.ec.europa.eu:species:R00079,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R00079,false,false,false,false,true,false,A
R00080,Acantholyda laricis,"(Giraud, 1861)",urn:lsid:easin.jrc.ec.europa.eu:species:R00080,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R00080,false,false,false,false,true,false,A
R18239,Acanthopagrus bifasciatus,"(Forsskål, 1775)",urn:lsid:easin.jrc.ec.europa.eu:species:R18239,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R18239,false,false,false,false,false,false,A
R00082,Acanthophora nayadiformis,"(Delile) Papenf., 1968",urn:lsid:easin.jrc.ec.europa.eu:species:R00082,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R00082,false,false,false,false,false,false,C
R00083,Acanthophora spicifera,(M.Vahl) Børgesen,urn:lsid:easin.jrc.ec.europa.eu:species:R00083,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R00083,false,false,false,false,false,true,
R16520,Acanthopleura gemmata,"(Blainville, 1825)",urn:lsid:easin.jrc.ec.europa.eu:species:R16520,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R16520,false,false,false,false,false,false,Q
R00085,Acanthoscelides obtectus,"(Say, 1831)",urn:lsid:easin.jrc.ec.europa.eu:species:R00085,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R00085,false,false,false,false,false,false,A
R00086,Acanthoscelides pallidipennis,"(Motschulsky, 1874)",urn:lsid:easin.jrc.ec.europa.eu:species:R00086,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R00086,false,false,false,false,false,false,A
R00087,Acanthoscurria geniculata,"(C.L.Koch, 1841)",urn:lsid:easin.jrc.ec.europa.eu:species:R00087,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R00087,false,false,false,false,false,false,A
R20258,Acanthosiphonia echinata ,,urn:lsid:easin.jrc.ec.europa.eu:species:R20258,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R20258,false,false,false,false,false,false,A
R00088,Acanthospermum hispidum,DC.,urn:lsid:easin.jrc.ec.europa.eu:species:R00088,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R00088,true,false,false,false,false,false,A
R00089,Acanthospermum humile,(Sw.) DC.,urn:lsid:easin.jrc.ec.europa.eu:species:R00089,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R00089,false,false,false,false,false,false,A
R19907,Acanthostyles buniifolius,(Hook. ex Hook. & Arn.) R.M.King & H.Rob.,urn:lsid:easin.jrc.ec.europa.eu:species:R19907,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R19907,false,false,false,false,false,false,A
R00090,Acanthoxyla geisovii,"(Kaup, 1866)",urn:lsid:easin.jrc.ec.europa.eu:species:R00090,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R00090,false,false,false,false,false,false,A
R00091,Acanthoxyla inermis,"Salmon, 1955",urn:lsid:easin.jrc.ec.europa.eu:species:R00091,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R00091,false,false,false,false,false,false,A
R19333,Acanthurus chirurgus,"(Bloch, 1787)",urn:lsid:easin.jrc.ec.europa.eu:species:R19333,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R19333,false,false,false,false,false,false,A
R19118,Acanthurus coeruleus,"Bloch & Schneider, 1801",urn:lsid:easin.jrc.ec.europa.eu:species:R19118,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R19118,false,false,false,false,false,false,A
R19653,Acanthurus sohal,"(Forsskål, 1775)",urn:lsid:easin.jrc.ec.europa.eu:species:R19653,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R19653,false,false,false,false,false,false,A
R00095,Acanthus mollis,L.,urn:lsid:easin.jrc.ec.europa.eu:species:R00095,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R00095,false,false,false,true,true,false,A
R00096,Acanthus spinosus,L.,urn:lsid:easin.jrc.ec.europa.eu:species:R00096,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R00096,false,false,false,false,true,false,A
R00097,Acaphylla theae,"(Watt, 1898)",urn:lsid:easin.jrc.ec.europa.eu:species:R00097,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R00097,false,false,false,false,false,false,A
R00099,Acar plicata,"(Dillwyn, 1817)",urn:lsid:easin.jrc.ec.europa.eu:species:R00099,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R00099,false,false,false,false,false,false,A
R16886,Acaricalus hederae,"(Keifer, 1939)",urn:lsid:easin.jrc.ec.europa.eu:species:R16886,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R16886,false,false,false,false,false,false,A
R16521,Acartia (Acanthacartia) fossae,"Gurney, 1927",urn:lsid:easin.jrc.ec.europa.eu:species:R16521,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R16521,false,false,false,false,false,false,Q
R00102,Acartia (Acartiura) omorii,"Bradford, 1976",urn:lsid:easin.jrc.ec.europa.eu:species:R00102,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R00102,false,false,false,false,false,false,A
R16354,Acartia (Odontacartia) centrura,"Giesbrecht, 1889",urn:lsid:easin.jrc.ec.europa.eu:species:R16354,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R16354,false,false,false,false,false,false,A
R00104,Acartia tonsa,"Dana, 1849",urn:lsid:easin.jrc.ec.europa.eu:species:R00104,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R00104,true,false,false,false,false,false,C
R00105,Acaudaleyrodes rachiphora,"(Singh, 1931) ",urn:lsid:easin.jrc.ec.europa.eu:species:R00105,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R00105,false,false,false,false,false,false,A
R18906,Acca sellowiana,(O.Berg) Burret,urn:lsid:easin.jrc.ec.europa.eu:species:R18906,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R18906,false,false,false,false,false,false,A
R19728,Accipiter gentilis,"(Linnaeus, 1758)",urn:lsid:easin.jrc.ec.europa.eu:species:R19728,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R19728,false,false,false,false,true,false,C
R00107,Accipiter nisus,"(Linnaeus, 1758)",urn:lsid:easin.jrc.ec.europa.eu:species:R00107,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R00107,false,false,false,false,true,false,A
R00109,Acer campestre,L.,urn:lsid:easin.jrc.ec.europa.eu:species:R00109,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R00109,false,false,false,false,true,false,A
R00110,Acer cappadocicum,Gled.,urn:lsid:easin.jrc.ec.europa.eu:species:R00110,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R00110,false,false,false,false,true,false,A
R18865,Acer cappadocicum subsp. lobelii,(Ten.) A.E.Murray,urn:lsid:easin.jrc.ec.europa.eu:species:R18865,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R18865,false,false,false,false,false,false,A
R00111,Acer circinatum,Pursh,urn:lsid:easin.jrc.ec.europa.eu:species:R00111,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R00111,false,false,false,false,false,false,A
R00113,Acer heldreichii,Orph. ex Boiss.,urn:lsid:easin.jrc.ec.europa.eu:species:R00113,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R00113,false,false,false,false,false,false,A
R00115,Acer monspessulanum,L.,urn:lsid:easin.jrc.ec.europa.eu:species:R00115,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R00115,false,false,false,false,true,false,A
R00116,Acer negundo,L.,urn:lsid:easin.jrc.ec.europa.eu:species:R00116,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R00116,true,false,true,true,false,false,A
R18864,Acer opalus subsp. obtusatum,(Waldst. & Kit. ex Willd.) Gams,urn:lsid:easin.jrc.ec.europa.eu:species:R18864,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R18864,false,false,false,false,false,false,A
R00118,Acer palmatum,Thunb.,urn:lsid:easin.jrc.ec.europa.eu:species:R00118,https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/R00118,false,false,false,false,false,false,A
