nb_zones	isInSurvey	year
1	FALSE	NA
1	FALSE	NA
1	FALSE	1876
1	FALSE	2011
2	FALSE	NA
2	FALSE	NA
4	FALSE	1879
1	FALSE	NA
2	FALSE	NA
2	FALSE	1973
2	FALSE	NA
3	FALSE	NA
2	FALSE	NA
1	FALSE	NA
1	FALSE	NA
3	FALSE	NA
1	FALSE	NA
1	FALSE	NA
2	FALSE	1873
2	FALSE	1879
2	FALSE	NA
1	FALSE	NA
1	FALSE	NA
3	FALSE	NA
1	FALSE	NA
2	FALSE	NA
1	FALSE	2005
2	FALSE	NA
2	FALSE	1903
3	FALSE	1931
2	FALSE	NA
2	FALSE	NA
1	FALSE	1907
2	FALSE	1977
1	FALSE	NA
1	FALSE	NA
1	FALSE	1944
2	FALSE	NA
2	FALSE	NA
3	TRUE	NA
1	FALSE	1889
1	FALSE	NA
2	FALSE	1864
2	FALSE	1886
1	FALSE	NA
3	FALSE	NA
1	FALSE	NA
1	FALSE	NA
2	FALSE	NA
2	FALSE	NA
1	FALSE	NA
1	FALSE	NA
1	FALSE	NA
1	FALSE	NA
2	FALSE	1979
1	FALSE	1856
2	FALSE	NA
2	FALSE	NA
2	FALSE	NA
1	FALSE	1969
1	FALSE	NA
2	FALSE	1994
1	FALSE	NA
2	FALSE	NA
2	FALSE	NA
2	FALSE	NA
2	FALSE	1921
3	FALSE	1888
2	FALSE	1866
1	FALSE	NA
2	FALSE	NA
3	FALSE	1989
2	FALSE	NA
2	FALSE	NA
1	FALSE	NA
1	FALSE	NA
1	FALSE	NA
2	FALSE	1986
2	FALSE	NA
3	FALSE	1928
1	FALSE	NA
2	FALSE	NA
1	FALSE	NA
3	FALSE	NA
1	FALSE	1992
2	FALSE	NA
1	FALSE	NA
1	FALSE	NA
2	FALSE	NA
1	FALSE	NA
1	FALSE	NA
1	FALSE	2006
2	FALSE	NA
2	FALSE	NA
2	FALSE	1968
1	FALSE	NA
2	FALSE	NA
3	FALSE	NA
2	FALSE	NA
1	FALSE	1881
2	FALSE	NA
2	FALSE	NA
2	FALSE	1913
2	FALSE	1906
2	FALSE	1880
1	FALSE	NA
3	FALSE	NA
1	FALSE	1990
2	FALSE	NA
1	FALSE	NA
1	FALSE	NA
1	FALSE	NA
2	FALSE	NA
3	FALSE	NA
1	FALSE	NA
1	FALSE	NA
1	FALSE	NA
1	FALSE	2003
2	FALSE	NA
1	FALSE	1977
2	FALSE	NA
1	FALSE	NA
2	FALSE	NA
2	FALSE	1954
1	FALSE	1832
2	FALSE	NA
2	FALSE	1811
2	FALSE	NA
3	FALSE	1880
1	FALSE	1950
1	FALSE	NA
1	FALSE	NA
1	FALSE	NA
1	FALSE	NA
2	FALSE	NA
2	FALSE	NA
3	FALSE	NA
3	FALSE	NA
1	FALSE	1890
1	FALSE	1988
1	FALSE	1989
2	FALSE	NA
2	FALSE	NA
2	FALSE	1979
1	FALSE	NA
2	FALSE	NA
1	FALSE	2008
2	FALSE	NA
1	FALSE	NA
1	FALSE	2013
2	FALSE	2015
2	FALSE	1931
2	FALSE	1991
3	FALSE	NA
2	FALSE	NA
1	FALSE	1887
1	FALSE	1915
1	FALSE	1901
1	FALSE	NA
2	FALSE	NA
2	FALSE	NA
2	FALSE	1978
2	FALSE	NA
2	FALSE	1925
4	FALSE	NA
3	FALSE	1886
2	FALSE	NA
1	FALSE	NA
1	FALSE	NA
2	FALSE	NA
3	FALSE	NA
1	FALSE	NA
2	FALSE	NA
2	FALSE	NA
1	FALSE	NA
1	FALSE	NA
1	FALSE	2009
2	FALSE	1980
2	FALSE	1938
2	FALSE	NA
1	FALSE	NA
3	FALSE	1945
1	FALSE	NA
1	FALSE	1989
1	FALSE	NA
2	FALSE	NA
1	FALSE	NA
1	FALSE	1844
1	FALSE	1999
2	FALSE	NA
2	FALSE	NA
2	FALSE	NA
2	FALSE	NA
1	FALSE	NA
2	FALSE	NA
1	FALSE	1923
1	FALSE	2003
1	FALSE	NA
2	FALSE	NA
1	FALSE	1994
2	FALSE	NA
1	FALSE	NA
1	FALSE	1959
2	FALSE	NA
2	FALSE	NA
1	FALSE	NA
1	FALSE	NA
2	FALSE	1934
1	FALSE	NA
1	FALSE	NA
2	FALSE	NA
1	FALSE	1909
2	FALSE	NA
2	FALSE	NA
1	FALSE	NA
1	FALSE	NA
1	FALSE	1884
2	FALSE	1993
2	FALSE	1843
1	FALSE	NA
1	FALSE	1824
1	FALSE	1976
1	FALSE	1890
2	FALSE	NA
1	FALSE	NA
2	FALSE	NA
1	FALSE	NA
2	FALSE	2007
1	FALSE	NA
2	FALSE	1990
2	FALSE	NA
1	FALSE	1981
2	FALSE	1857
1	FALSE	NA
1	FALSE	2005
1	FALSE	NA
2	FALSE	1878
2	FALSE	NA
2	FALSE	NA
1	FALSE	NA
1	FALSE	2015
3	FALSE	NA
2	FALSE	NA
2	FALSE	1818
2	FALSE	NA
2	FALSE	NA
2	FALSE	NA
2	FALSE	1929
2	FALSE	1861
2	FALSE	NA
2	FALSE	NA
1	FALSE	1978
3	FALSE	NA
2	FALSE	NA
2	FALSE	1905
1	FALSE	NA
2	FALSE	NA
1	FALSE	1986
1	FALSE	NA
1	FALSE	NA
1	FALSE	NA
2	FALSE	1988
1	FALSE	NA
4	FALSE	NA
2	FALSE	1889
1	FALSE	NA
2	FALSE	NA
1	FALSE	NA
1	FALSE	2000
1	FALSE	NA
3	FALSE	NA
1	FALSE	1995
2	FALSE	NA
1	FALSE	1950
1	FALSE	1978
2	FALSE	NA
1	FALSE	NA
2	FALSE	NA
2	FALSE	NA
2	FALSE	1816
3	FALSE	1906
1	FALSE	1890
1	FALSE	1986
1	FALSE	NA
1	FALSE	NA
1	FALSE	1913
2	FALSE	NA
2	FALSE	NA
1	FALSE	1981
1	FALSE	NA
2	FALSE	1981
2	FALSE	2002
1	FALSE	NA
2	FALSE	NA
1	FALSE	1999
2	FALSE	NA
1	FALSE	1918
1	FALSE	NA
2	FALSE	NA
3	FALSE	1989
1	FALSE	NA
3	FALSE	1850
2	FALSE	NA
1	FALSE	1910
2	FALSE	NA
1	FALSE	1902
2	FALSE	NA
2	FALSE	NA
2	FALSE	1859
2	FALSE	NA
2	FALSE	NA
2	FALSE	NA
1	FALSE	NA
1	FALSE	1914
2	FALSE	NA
1	FALSE	1996
1	FALSE	1874
3	FALSE	NA
2	FALSE	1906
2	FALSE	1994
2	FALSE	1871
1	FALSE	NA
2	FALSE	1877
2	FALSE	NA
2	FALSE	NA
1	FALSE	NA
2	FALSE	1791
2	FALSE	NA
2	FALSE	NA
3	FALSE	NA
1	FALSE	1930
1	FALSE	1865
2	FALSE	NA
2	FALSE	NA
2	FALSE	NA
3	FALSE	NA
2	FALSE	NA
2	FALSE	1998
1	FALSE	NA
2	FALSE	NA
1	FALSE	NA
3	FALSE	1972
1	FALSE	1993
2	FALSE	NA
1	FALSE	NA
1	FALSE	NA
2	FALSE	NA
2	FALSE	1939
2	FALSE	1939
2	FALSE	1985
2	FALSE	1986
2	FALSE	1758
2	FALSE	1881
3	FALSE	NA
1	FALSE	1758
2	FALSE	NA
1	FALSE	NA
1	FALSE	NA
2	FALSE	NA
2	FALSE	NA
2	FALSE	NA
2	FALSE	NA
2	FALSE	1938
1	FALSE	NA
1	FALSE	NA
2	FALSE	NA
1	FALSE	1882
1	FALSE	1979
2	FALSE	NA
1	FALSE	1859
1	FALSE	NA
2	FALSE	NA
1	FALSE	1965
1	FALSE	1984
1	FALSE	NA
4	FALSE	NA
2	FALSE	NA
1	TRUE	NA
2	FALSE	NA
2	FALSE	1858
1	FALSE	NA
3	FALSE	NA
1	FALSE	NA
2	FALSE	NA
2	FALSE	NA
2	FALSE	NA
3	FALSE	NA
1	FALSE	1905
2	FALSE	1871
2	FALSE	NA
1	FALSE	1977
1	FALSE	NA
2	FALSE	1938
3	FALSE	NA
2	FALSE	NA
3	FALSE	1979
3	FALSE	NA
1	FALSE	1985
2	FALSE	1824
1	FALSE	NA
1	FALSE	1949
2	FALSE	NA
2	FALSE	NA
2	FALSE	NA
2	FALSE	1887
1	FALSE	NA
3	FALSE	NA
1	FALSE	NA
1	FALSE	NA
1	FALSE	NA
2	FALSE	NA
2	FALSE	NA
3	FALSE	1791
2	FALSE	1896
4	FALSE	NA
1	FALSE	NA
2	FALSE	NA
1	FALSE	NA
3	TRUE	NA
2	FALSE	NA
2	FALSE	2006
2	FALSE	NA
1	FALSE	1952
1	FALSE	NA
1	FALSE	NA
2	FALSE	NA
2	FALSE	NA
3	FALSE	NA
1	FALSE	NA
3	FALSE	NA
4	FALSE	NA
1	FALSE	1991
3	FALSE	NA
1	FALSE	NA
1	FALSE	NA
2	FALSE	1970
1	FALSE	NA
3	FALSE	NA
1	FALSE	2000
1	FALSE	NA
2	FALSE	NA
2	FALSE	NA
2	FALSE	NA
1	FALSE	NA
2	FALSE	1818
2	FALSE	NA
2	FALSE	1895
1	FALSE	NA
3	FALSE	NA
2	FALSE	NA
3	FALSE	NA
1	FALSE	1866
2	FALSE	NA
2	FALSE	1894
3	FALSE	NA
2	FALSE	NA
2	FALSE	NA
2	FALSE	1867
2	FALSE	NA
4	FALSE	NA
2	FALSE	1860
3	FALSE	NA
1	FALSE	NA
3	FALSE	NA
2	FALSE	NA
1	FALSE	1978
2	FALSE	1963
1	FALSE	NA
3	FALSE	NA
2	FALSE	1865
1	FALSE	NA
1	FALSE	NA
1	FALSE	NA
3	FALSE	NA
1	FALSE	NA
3	FALSE	NA
2	FALSE	NA
2	FALSE	NA
3	FALSE	NA
2	FALSE	NA
2	FALSE	NA
2	FALSE	NA
2	FALSE	NA
1	FALSE	NA
2	FALSE	NA
1	FALSE	NA
1	FALSE	1923
2	FALSE	NA
2	FALSE	NA
1	FALSE	NA
3	FALSE	NA
3	FALSE	NA
3	FALSE	NA
3	FALSE	NA
2	FALSE	1912
1	FALSE	1907
3	FALSE	NA
2	FALSE	NA
3	FALSE	NA
1	FALSE	NA
1	FALSE	NA
1	FALSE	2001
1	FALSE	1876
2	FALSE	NA
3	FALSE	NA
2	FALSE	NA
1	FALSE	2015
2	FALSE	NA
1	FALSE	NA
2	FALSE	NA
1	FALSE	1991
1	FALSE	NA
2	FALSE	1910
2	FALSE	NA
2	FALSE	NA
1	FALSE	NA
2	FALSE	1814
1	FALSE	1987
2	FALSE	NA
3	FALSE	NA
1	FALSE	NA
1	FALSE	2000
2	FALSE	NA
2	FALSE	NA
2	FALSE	NA
3	FALSE	NA
3	FALSE	NA
1	FALSE	1758
3	FALSE	NA
1	FALSE	NA
1	FALSE	1884
1	FALSE	NA
2	FALSE	1895
2	FALSE	1899
1	FALSE	NA
1	FALSE	NA
2	FALSE	1891
2	FALSE	NA
1	FALSE	1983
1	FALSE	NA
1	FALSE	NA
1	FALSE	NA
3	FALSE	1885
1	FALSE	NA
2	FALSE	NA
1	FALSE	NA
2	FALSE	NA
3	FALSE	NA
1	FALSE	NA
2	FALSE	NA
2	FALSE	NA
2	FALSE	NA
1	FALSE	2000
2	FALSE	NA
3	FALSE	NA
2	FALSE	NA
2	FALSE	NA
2	FALSE	NA
1	FALSE	NA
2	FALSE	NA
2	FALSE	1997
3	FALSE	1916
1	FALSE	1954
2	FALSE	NA
1	FALSE	NA
2	FALSE	NA
3	FALSE	NA
1	FALSE	NA
2	FALSE	NA
2	FALSE	1924
1	FALSE	NA
2	FALSE	1791
2	FALSE	NA
2	FALSE	NA
1	FALSE	NA
2	FALSE	NA
1	FALSE	NA
3	FALSE	1761
2	FALSE	NA
1	FALSE	1936
3	FALSE	NA
2	FALSE	NA
2	FALSE	NA
1	FALSE	NA
2	FALSE	NA
1	FALSE	NA
1	FALSE	NA
1	FALSE	1914
1	FALSE	NA
1	FALSE	1875
3	FALSE	NA
3	FALSE	1875
3	FALSE	1961
2	FALSE	NA
1	FALSE	1957
1	FALSE	1836
1	FALSE	1976
3	FALSE	NA
3	FALSE	1959
1	FALSE	1991
2	FALSE	NA
3	FALSE	1903
1	FALSE	1775
1	FALSE	NA
3	FALSE	NA
2	FALSE	NA
3	FALSE	1897
1	FALSE	NA
1	FALSE	NA
1	FALSE	NA
2	FALSE	NA
1	FALSE	NA
2	FALSE	1930
2	FALSE	1968
3	FALSE	NA
2	FALSE	1842
1	FALSE	NA
1	FALSE	NA
1	FALSE	NA
4	FALSE	1968
2	FALSE	NA
2	FALSE	NA
1	FALSE	NA
2	FALSE	1901
1	FALSE	NA
1	FALSE	NA
2	FALSE	NA
1	FALSE	2000
2	FALSE	NA
2	FALSE	NA
1	FALSE	NA
1	FALSE	1991
2	FALSE	NA
2	FALSE	NA
2	FALSE	NA
2	FALSE	NA
1	FALSE	1972
1	FALSE	NA
1	FALSE	NA
2	FALSE	NA
2	FALSE	NA
3	FALSE	NA
1	FALSE	NA
1	FALSE	NA
3	FALSE	NA
1	FALSE	NA
1	FALSE	NA
1	FALSE	1870
2	FALSE	NA
3	FALSE	1896
2	FALSE	NA
3	FALSE	1864
1	FALSE	NA
3	FALSE	NA
2	FALSE	NA
2	FALSE	NA
1	FALSE	1860
2	FALSE	NA
3	FALSE	NA
1	FALSE	NA
1	FALSE	NA
1	FALSE	NA
2	FALSE	NA
1	FALSE	NA
1	FALSE	1853
2	FALSE	NA
1	FALSE	1878
1	FALSE	1996
2	FALSE	NA
2	FALSE	1989
1	FALSE	NA
1	FALSE	1981
2	FALSE	NA
2	FALSE	NA
2	FALSE	NA
1	FALSE	1926
3	FALSE	NA
2	FALSE	NA
2	FALSE	NA
3	FALSE	NA
1	FALSE	NA
2	FALSE	1979
2	FALSE	1858
3	FALSE	1880
2	FALSE	NA
1	FALSE	NA
1	FALSE	1979
1	FALSE	1918
2	FALSE	NA
2	FALSE	NA
2	FALSE	1867
1	FALSE	NA
1	FALSE	NA
2	FALSE	1999
2	FALSE	1957
1	FALSE	2010
1	FALSE	NA
3	FALSE	1907
2	FALSE	NA
2	FALSE	NA
3	FALSE	NA
2	FALSE	NA
2	FALSE	2015
1	FALSE	NA
1	FALSE	NA
2	FALSE	NA
2	FALSE	1852
1	FALSE	1866
2	FALSE	NA
1	FALSE	1984
2	FALSE	NA
1	FALSE	1984
1	FALSE	1991
1	FALSE	NA
1	FALSE	1987
3	FALSE	NA
2	FALSE	NA
2	FALSE	NA
1	FALSE	NA
3	FALSE	NA
2	FALSE	NA
1	FALSE	NA
1	FALSE	1758
3	FALSE	NA
1	FALSE	NA
2	FALSE	1866
3	FALSE	NA
1	FALSE	1990
1	FALSE	1996
1	FALSE	NA
1	FALSE	NA
1	FALSE	1983
1	FALSE	NA
2	FALSE	NA
3	FALSE	NA
3	FALSE	NA
2	FALSE	NA
3	FALSE	NA
1	FALSE	NA
1	FALSE	NA
1	FALSE	NA
1	FALSE	NA
2	FALSE	NA
1	FALSE	NA
1	FALSE	1981
3	FALSE	NA
3	FALSE	1852
2	FALSE	NA
2	FALSE	NA
1	FALSE	1998
1	FALSE	NA
2	FALSE	1989
3	FALSE	NA
1	FALSE	NA
1	FALSE	1986
1	FALSE	1994
1	FALSE	1998
1	FALSE	NA
1	FALSE	1943
2	FALSE	NA
1	FALSE	1908
2	FALSE	NA
2	FALSE	1910
1	FALSE	NA
3	FALSE	1972
1	FALSE	NA
2	FALSE	NA
1	FALSE	NA
2	FALSE	NA
2	FALSE	1867
1	FALSE	NA
3	FALSE	NA
1	FALSE	NA
3	FALSE	NA
2	FALSE	NA
2	FALSE	NA
1	FALSE	NA
2	FALSE	NA
4	FALSE	1977
2	FALSE	NA
2	FALSE	1810
3	FALSE	NA
1	FALSE	NA
2	FALSE	NA
2	FALSE	NA
2	FALSE	1985
2	FALSE	1971
1	FALSE	NA
2	FALSE	NA
1	FALSE	1881
3	FALSE	1846
2	FALSE	NA
3	FALSE	NA
2	FALSE	1829
2	FALSE	NA
1	FALSE	1905
1	FALSE	NA
2	FALSE	NA
1	FALSE	NA
2	FALSE	2008
2	FALSE	NA
1	FALSE	1901
2	FALSE	NA
2	FALSE	NA
1	FALSE	NA
1	FALSE	NA
1	FALSE	NA
2	FALSE	NA
3	FALSE	NA
1	FALSE	1956
1	FALSE	NA
1	FALSE	NA
2	FALSE	NA
2	FALSE	1862
2	FALSE	NA
2	FALSE	NA
1	FALSE	NA
1	FALSE	1900
3	FALSE	NA
1	FALSE	NA
2	FALSE	NA
2	FALSE	1897
2	FALSE	NA
3	FALSE	NA
1	FALSE	NA
1	FALSE	NA
1	FALSE	1981
2	FALSE	NA
1	FALSE	1932
1	FALSE	1914
2	FALSE	NA
2	FALSE	NA
3	FALSE	1758
2	FALSE	NA
1	FALSE	1993
1	FALSE	NA
2	FALSE	NA
1	FALSE	NA
1	FALSE	NA
1	FALSE	NA
2	FALSE	NA
1	FALSE	1970
2	FALSE	1905
2	FALSE	NA
1	FALSE	1877
2	FALSE	NA
2	FALSE	NA
2	FALSE	NA
3	FALSE	NA
1	FALSE	NA
2	FALSE	1999
1	FALSE	1905
1	FALSE	2001
1	FALSE	1834
1	FALSE	NA
2	FALSE	NA
1	FALSE	NA
1	FALSE	NA
1	FALSE	NA
2	FALSE	NA
1	TRUE	NA
1	FALSE	NA
2	FALSE	1970
1	FALSE	1888
2	FALSE	NA
2	FALSE	NA
1	FALSE	NA
2	FALSE	NA
3	FALSE	1895
2	FALSE	1997
2	FALSE	NA
2	FALSE	NA
2	FALSE	NA
2	FALSE	NA
1	FALSE	2013
1	FALSE	NA
3	FALSE	1983
1	FALSE	NA
3	FALSE	NA
2	FALSE	NA
1	FALSE	NA
2	FALSE	NA
2	FALSE	NA
4	FALSE	1878
1	FALSE	NA
2	FALSE	NA
1	FALSE	NA
3	FALSE	NA
2	FALSE	NA
3	FALSE	NA
3	FALSE	1919
2	FALSE	1869
1	FALSE	NA
3	FALSE	NA
1	FALSE	NA
3	FALSE	1807
2	FALSE	1974
3	FALSE	NA
1	FALSE	1901
1	FALSE	NA
2	FALSE	1908
3	FALSE	NA
3	FALSE	1903
3	FALSE	NA
2	FALSE	1872
2	FALSE	1911
1	FALSE	NA
2	FALSE	NA
1	FALSE	1791
2	FALSE	1907
1	FALSE	NA
3	FALSE	1953
1	FALSE	1991
2	FALSE	NA
2	FALSE	NA
1	FALSE	1889
2	FALSE	1846
2	FALSE	NA
2	FALSE	1978
2	FALSE	NA
2	FALSE	2004
1	FALSE	1988
1	FALSE	NA
2	FALSE	1920
1	FALSE	NA
2	FALSE	1961
2	FALSE	1912
3	FALSE	NA
2	FALSE	NA
3	FALSE	NA
2	FALSE	NA
1	FALSE	NA
2	FALSE	2003
2	FALSE	NA
1	FALSE	1854
1	FALSE	1825
1	FALSE	NA
1	FALSE	1964
1	FALSE	NA
2	FALSE	NA
1	FALSE	NA
2	FALSE	NA
2	FALSE	NA
1	FALSE	NA
2	FALSE	1888
2	FALSE	NA
2	FALSE	NA
1	FALSE	NA
2	FALSE	NA
1	FALSE	NA
3	FALSE	NA
2	FALSE	NA
2	FALSE	NA
2	FALSE	NA
1	FALSE	NA
2	FALSE	NA
2	FALSE	NA
1	FALSE	1984
1	FALSE	NA
2	FALSE	NA
1	FALSE	NA
3	FALSE	NA
2	FALSE	1880
1	FALSE	1877
3	FALSE	NA
1	FALSE	NA
1	FALSE	NA
2	FALSE	NA
2	FALSE	NA
2	FALSE	NA
2	FALSE	NA
2	FALSE	NA
3	FALSE	NA
2	FALSE	NA
1	FALSE	NA
3	FALSE	NA
1	FALSE	1828
1	FALSE	NA
1	FALSE	1858
1	FALSE	NA
1	FALSE	NA
5	FALSE	NA
3	FALSE	NA
3	FALSE	1926
1	FALSE	NA
1	FALSE	1992
3	FALSE	NA
1	FALSE	NA
1	FALSE	NA
2	FALSE	1995
2	FALSE	1978
1	FALSE	NA
1	FALSE	NA
2	FALSE	1893
3	TRUE	NA
3	FALSE	NA
2	FALSE	NA
2	FALSE	NA
2	FALSE	NA
1	FALSE	NA
1	FALSE	NA
2	FALSE	NA
2	FALSE	NA
1	FALSE	1871
2	FALSE	1974
2	FALSE	NA
2	FALSE	NA
1	FALSE	NA
1	FALSE	1999
1	FALSE	NA
2	FALSE	NA
3	FALSE	NA
3	FALSE	NA
1	FALSE	1996
1	FALSE	NA
2	FALSE	1994
1	FALSE	1993
2	FALSE	1862
1	FALSE	1984
2	FALSE	NA
1	FALSE	1985
2	FALSE	NA
2	FALSE	1933
1	FALSE	1984
1	FALSE	NA
2	FALSE	NA
2	FALSE	NA
2	FALSE	NA
1	FALSE	NA
2	FALSE	1984
1	FALSE	NA
2	FALSE	NA
3	FALSE	NA
2	FALSE	NA
3	FALSE	NA
3	FALSE	1991
2	FALSE	NA
1	FALSE	NA
1	FALSE	NA
2	FALSE	NA
2	FALSE	NA
2	FALSE	NA
2	FALSE	1758
2	FALSE	NA
3	FALSE	NA
1	FALSE	NA
3	FALSE	NA
3	FALSE	NA
2	FALSE	NA
2	FALSE	1888
3	FALSE	NA
2	FALSE	1880
1	FALSE	NA
1	FALSE	NA
2	FALSE	NA
1	FALSE	NA
2	FALSE	NA
3	FALSE	1789
2	FALSE	1979
3	FALSE	NA
1	FALSE	1902
1	FALSE	NA
2	FALSE	NA
2	FALSE	NA
1	FALSE	1996
2	FALSE	2005
3	FALSE	NA
1	FALSE	1999
1	FALSE	2007
1	FALSE	2004
2	FALSE	1879
2	FALSE	NA
1	FALSE	NA
2	FALSE	NA
1	FALSE	NA
1	FALSE	1933
1	FALSE	1993
2	FALSE	NA
2	FALSE	2007
1	FALSE	1959
1	FALSE	NA
3	FALSE	NA
2	FALSE	1848
1	FALSE	NA
1	FALSE	1905
2	FALSE	1816
2	FALSE	NA
2	FALSE	1971
2	FALSE	NA
3	FALSE	NA
1	FALSE	NA
2	FALSE	1872
2	FALSE	NA
1	FALSE	1966
2	FALSE	1873
1	FALSE	1860
1	FALSE	NA
2	FALSE	1789
2	FALSE	NA
3	FALSE	NA
1	FALSE	NA
2	FALSE	NA
3	FALSE	1825
2	FALSE	NA
1	FALSE	2007
1	FALSE	NA
3	FALSE	NA
3	FALSE	1958
2	FALSE	NA
1	FALSE	NA
2	FALSE	1870
2	FALSE	NA
1	FALSE	1826
2	FALSE	NA
2	FALSE	NA
2	FALSE	NA
3	FALSE	NA
1	FALSE	NA
1	FALSE	NA
1	FALSE	NA
1	FALSE	NA
2	FALSE	NA
1	FALSE	1916
1	FALSE	NA
2	FALSE	2015
1	FALSE	NA
2	FALSE	NA
2	FALSE	1927
1	FALSE	1956
1	FALSE	1910
1	FALSE	1909
2	FALSE	NA
2	FALSE	NA
1	FALSE	NA
2	FALSE	NA
1	FALSE	1998
1	FALSE	2003
1	FALSE	NA
2	FALSE	NA
1	FALSE	2009
1	FALSE	2014
2	FALSE	1984
2	FALSE	NA
1	FALSE	NA
2	FALSE	NA
2	FALSE	NA
3	FALSE	NA
1	FALSE	NA
1	FALSE	NA
1	FALSE	NA
2	FALSE	NA
1	FALSE	NA
1	FALSE	NA
3	FALSE	1888
2	FALSE	NA
2	FALSE	NA
1	FALSE	NA
1	FALSE	NA
1	FALSE	2005
2	FALSE	NA
3	FALSE	NA
1	FALSE	NA
2	FALSE	NA
1	FALSE	1936
2	FALSE	NA
1	FALSE	NA
2	FALSE	NA
2	FALSE	NA
1	FALSE	NA
1	FALSE	NA
2	FALSE	1975
1	FALSE	NA
1	FALSE	2001
1	FALSE	NA
1	FALSE	NA
2	FALSE	NA
1	FALSE	1932
1	FALSE	1913
2	FALSE	NA
2	FALSE	1961
1	FALSE	1959
2	FALSE	NA
1	FALSE	NA
1	FALSE	NA
1	FALSE	NA
1	FALSE	1936
2	FALSE	1901
1	FALSE	1895
1	FALSE	1991
2	FALSE	NA
1	FALSE	NA
1	FALSE	NA
2	FALSE	NA
4	FALSE	NA
2	FALSE	NA
2	FALSE	1913
1	FALSE	NA
1	FALSE	1908
1	FALSE	1873
1	FALSE	2011
3	FALSE	1853
1	FALSE	NA
2	FALSE	NA
2	FALSE	NA
1	FALSE	NA
2	FALSE	NA
1	FALSE	NA
2	FALSE	NA
2	FALSE	NA
2	FALSE	1888
1	FALSE	1985
2	FALSE	NA
1	FALSE	NA
3	FALSE	NA
1	FALSE	NA
1	FALSE	2004
1	FALSE	1992
2	FALSE	NA
1	FALSE	NA
1	FALSE	NA
2	FALSE	1973
1	FALSE	1920
1	FALSE	1909
2	FALSE	NA
1	FALSE	NA
2	FALSE	1886
2	FALSE	NA
1	FALSE	NA
2	FALSE	NA
3	FALSE	NA
1	FALSE	NA
2	FALSE	NA
2	FALSE	2002
3	FALSE	NA
2	FALSE	1975
1	FALSE	1987
1	FALSE	NA
1	FALSE	NA
1	FALSE	1989
1	FALSE	NA
1	FALSE	NA
1	FALSE	1920
2	FALSE	NA
1	FALSE	NA
2	FALSE	NA
2	FALSE	NA
1	FALSE	1955
2	FALSE	2011
1	FALSE	NA
2	FALSE	NA
2	FALSE	NA
2	FALSE	NA
2	FALSE	NA
2	FALSE	1985
2	FALSE	NA
1	FALSE	NA
4	FALSE	NA
1	FALSE	1974
3	FALSE	NA
1	FALSE	NA
3	FALSE	NA
1	FALSE	NA
1	FALSE	1912
2	FALSE	NA
2	FALSE	NA
3	FALSE	NA
2	FALSE	NA
1	FALSE	NA
1	FALSE	NA
2	FALSE	NA
2	FALSE	NA
1	FALSE	1924
1	FALSE	1877
2	FALSE	NA
3	FALSE	1908
2	FALSE	1873
1	FALSE	1964
1	FALSE	NA
1	FALSE	NA
2	FALSE	NA
1	FALSE	NA
1	FALSE	NA
2	FALSE	NA
1	FALSE	1993
2	FALSE	NA
1	FALSE	1908
1	FALSE	1937
1	FALSE	NA
2	FALSE	NA
2	FALSE	NA
2	FALSE	NA
2	FALSE	NA
1	FALSE	NA
2	FALSE	NA
1	FALSE	NA
2	FALSE	1868
2	FALSE	1971
3	FALSE	NA
2	FALSE	NA
1	FALSE	1994
2	FALSE	NA
3	FALSE	NA
4	FALSE	1987
2	FALSE	NA
2	FALSE	NA
2	FALSE	1927
2	FALSE	1986
2	FALSE	NA
3	FALSE	1879
1	FALSE	NA
1	FALSE	NA
2	FALSE	NA
1	FALSE	1899
1	FALSE	NA
1	FALSE	NA
1	FALSE	NA
1	FALSE	NA
1	FALSE	1940
1	FALSE	NA
2	FALSE	NA
2	FALSE	NA
3	FALSE	NA
1	FALSE	NA
2	FALSE	NA
1	FALSE	NA
1	FALSE	NA
2	FALSE	NA
4	FALSE	NA
1	FALSE	2001
2	FALSE	1868
1	FALSE	2000
1	FALSE	1863
2	FALSE	NA
2	FALSE	NA
1	FALSE	NA
1	FALSE	NA
1	FALSE	1900
1	FALSE	2001
2	FALSE	NA
1	FALSE	2015
1	FALSE	1893
2	FALSE	NA
2	FALSE	1947
2	FALSE	1876
2	FALSE	NA
3	FALSE	1961
2	FALSE	NA
2	FALSE	1965
1	FALSE	NA
3	FALSE	NA
1	FALSE	1939
2	FALSE	1986
1	FALSE	1978
3	FALSE	NA
1	FALSE	NA
3	FALSE	NA
2	FALSE	1885
1	FALSE	NA
4	FALSE	NA
1	FALSE	NA
2	FALSE	NA
2	FALSE	NA
1	FALSE	NA
2	FALSE	NA
1	FALSE	2001
3	FALSE	NA
1	FALSE	NA
1	FALSE	NA
3	FALSE	NA
1	FALSE	1851
2	FALSE	NA
2	FALSE	1841
3	FALSE	NA
2	FALSE	NA
3	FALSE	NA
2	FALSE	NA
2	FALSE	1970
1	FALSE	NA
2	FALSE	1984
2	FALSE	NA
1	FALSE	1998
1	FALSE	1996
2	FALSE	NA
1	FALSE	NA
1	FALSE	NA
2	FALSE	1950
2	FALSE	NA
1	FALSE	1913
3	FALSE	NA
2	FALSE	NA
2	TRUE	NA
2	FALSE	NA
1	FALSE	NA
2	FALSE	NA
1	FALSE	NA
1	FALSE	1986
2	FALSE	NA
2	FALSE	NA
