"","i",""
"26973","Angulus fabula","0"
"26974","Solen directus","690"
"26975","Ligula prismatica","8"
"26976","Loripes leucoma","0"
"26977","Loripes desmarestii","0"
"26978","Montacuta dawsoni","0"
"26979","Cardium lamarcki","0"
"26980","Parvicardium nodosum","0"
"26981","Cardium norvegicum","0"
"26982","Lutraria elliptica","0"
"26983","Lutraria oblonga","0"
"26984","Solen chamasolen","22"
"26985","Solecurtus chamasolen","0"
"26986","Solen vagina","3"
"26987","Corbula nucleus","0"
"26988","Abra fragilis","0"
"26989","Duploperaclistus garudae","0"
"26990","Duplominona westbladi","0"
"26991","Monocelis hirudo","0"
"26992","Monotus hirudo","0"
"26993","Coleophora hirudo","0"
"26994","Ectocotyla hirudo","0"
"26995","Ectocotyla paguri","0"
"26996","Cardium stultorum","16"
"26997","Ectocotyla multitesticulata","0"
"26998","Minona alba","0"
"26999","Monocelis alba","0"
"27000","Minona australis","0"
"27001","Loripes lucinalis","168"
"27002","Solen ensis","61"
"27003","Leptaxinus minutus","6"
"27004","Cryptodon obsoletus","9"
"27005","Axinus incrassatus","0"
"27006","Clausina croulinensis","1"
"27007","Axinus croulinensis","0"
"27008","Axinus eumyarius","4"
"27009","Mendicula ferruginosa","17"
"27010","Kellia ferruginosa","17"
"27011","Lucina ferruginosa","0"
"27012","Axinus ferrugineus","0"
"27013","Cryptodon pygmaeus","0"
"27014","Thyasira (Parathyasira) dunbari","1"
"27015","Thyasira (Parathyasira) resupina","0"
"27016","Parathyasira resupina","0"
"27017","Axinulus (Axinulus) brevis","0"
"27018","Axinulus (Genaxinus) albigena","0"
"27019","Mendicula induta","0"
"27020","Lucina induta","0"
"27021","Cardium edule","436"
"27022","Minona beaglei","0"
"27023","Minona bermudensis","0"
"27024","Minona bistylifera","1"
"27025","Minona concharum","1"
"27026","Tellina balthica","1009"
"27027","Tellina lactea","2"
"27028","Cardium glaucum","401"
"27029","Minona cornupenis","0"
"27030","Cardium scabrum","23"
"27031","Cardium corallinum","157"
"27032","Thyasira albigena","0"
"27033","Abra intermedia","0"
"27034","Venus islandica","201"
"27035","Minona divae","0"
"27036","Neolepton sykesii","0"
"27037","Minona dolichovesicula","1"
"27038","Parvicardium papillosum","11"
"27039","Angulus squalidus","0"
"27040","Minona evelinae","0"
"27041","Minona fernandinensis","0"
"27042","Neolepton obliquatum","0"
"27043","Minona gemella","12"
"27044","Mya bidentata","14"
"27045","Minona gigantea","0"
"27046","Minona hastata","0"
"27047","Minona heronensis","0"
"27048","Erycina nucleola","0"
"27049","Minona ileanae","15"
"27050","Notirus irus","0"
"27051","Thyasira minuta","0"
"27052","Minona indonesiana","0"
"27053","Minona obscura","0"
"27054","Minona paulmartensi","0"
"27055","Minona pelvivaginalis","0"
"27056","Thyasira (Thyasira) polygona","5"
"27057","Minona peteraxi","0"
"27058","Tellina flexuosa","20"
"27059","Minona proculvaginata","0"
"27060","Axinus flexuosus","0"
"27061","Axinus gouldii","0"
"27062","Minona pseudoileanae","0"
"27063","Axinus sarsii","10"
"27064","Cryptodon equalis","103"
"27065","Minona puertoricana","0"
"27066","Axinus granulosus","2"
"27067","Minona queenslandensis","0"
"27068","Minona secta","0"
"27069","Nucula nitida","0"
"27070","Yoldia propinqua","7"
"27071","Phaseolus guilonardi","0"
"27072","Nucula turgida","0"
"27073","Leda pusilla","0"
"27074","Pododesmus squamula","0"
"27075","Chlamys opercularis","0"
"27076","Ostrea angulata","0"
"27077","Peraclistus bathycolus","0"
"27078","Pseudamussium septemradiatum","5"
"27079","Modiolus phaseolinus","5"
"27080","Anomia patelliformis","10"
"27081","Minona itaipus","0"
"27082","Peraclistus oophagus","0"
"27083","Arca minuta","26"
"27084","Monocelis oophagus","0"
"27085","Limea sarsii","0"
"27086","Arca nodulosa","8"
"27087","Arca glycymeris","83"
"27088","Peraclistus prostenopharynx","0"
"27089","Peraclistus stimula","0"
"27090","Arca lactea","73"
"27091","Minona stimula","0"
"27092","Chlamys abyssorum","0"
"27093","Monia patelliformis","10"
"27094","Monia squama","1"
"27095","Monocelis insularis","0"
"27096","Minona insularis","0"
"27097","Promonotus spinosissimus","1"
"27098","Octopus tuberculatus","0"
"27099","Eledona ambrosiaca","0"
"27100","Octopus bitentaculatus","0"
"27101","Octopus cocco","0"
"27102","Octopus violaceus","0"
"27103","Eledona aldrovandi","0"
"27104","Onychoteuthis hamatus","0"
"27105","Octopus rabassin","0"
"27106","Eledone aldrovandi","96"
"27107","Opisthoteuthis massyae","24"
"27108","Loligo sagittata","25"
"27109","Pseudominona dactylifera","0"
"27110","Galiteuthis armata","15"
"27111","Octopus unicirrhus","30"
"27112","Octopus pilosus","0"
"27113","Opisthoteuthis calypso","2"
"27114","Octopus cocco","0"
"27115","Ommastrephes sagittatus","0"
"27116","Argonauta minor","0"
"27117","Grimpoteuthis challengeri","0"
"27118","Sepiola macrosoma","25"
"27119","Ocythoe mezzaro","0"
"27120","Ocythoe velata","0"
"27121","Octopus tritentaculatus","0"
"27122","Octopus rufus","0"
"27123","Octopus niger","0"
"27124","Rossia palpebrosa","14"
"27125","Grimpoteuthis discoveryi","0"
"27126","Loligo fusus","0"
"27127","Ommastrephes veranyi","0"
"27128","Illex illecebrosus","36"
"27129","Grimpoteuthis boylei","0"
"27130","Grimpoteuthis wuelkeri","0"
"27131","Rossia glaucopis","13"
"27132","Onychoteuthis perlatus","0"
"27133","Gonatus fabricii","12"
"27134","Sepia zebrina","0"
"27135","Sepia italica","0"
"27136","Sepiella japonica","187"
"27137","Ozoena cirrhosa","0"
"27138","Sagittatus todarus","0"
"27139","Lolimnites meridionalis","0"
"27140","Stauroteuthis syrtensis","29"
"27141","Lolidona euphrosina","0"
"27142","Ommatostrephes sagittatus","0"
"27143","Loligopsis perlatus","0"
"27144","Cirroteuthis grimaldii","4"
"27145","Sagittatus maximus","0"
"27146","Chunioteuthis ebersbachii","0"
"27147","Sabatieria punctata","8"
"27148","Alloteuthis subulata","116"
"27149","Acanthopseudomonocelis mirabilis","0"
"27150","Chromadorita tentabunda","0"
"27151","Alloteuthis media","323"
"27152","Trefusia longicaudata","0"
"27153","Loligo urceolatus","0"
"27154","Cannona woolgoolgae","0"
"27155","Molgolaimus cuanensis","0"
"27156","Grimpoteuthis umbellata","0"
"27157","Molgolaimus turgofrons","0"
"27158","Cirroteuthis umbellata","0"
"27159","Southernia zosterae","5"
"27160","Stephanolaimus elegans","10"
"27161","Dasynemoides albaensis","0"
"27162","Monocelis alboguttata","0"
"27163","Daptonema riemanni","0"
"27164","Metadesmolaimus gaelicus","0"
"27165","Odostomia rissoides","2"
"27166","Monocelis anguilla","0"
"27167","Diplopeltula belgica","0"
"27168","Dunkeria jeffreysii","2"
"27169","Melania scalaris","2"
"27170","Turbonilla innovata","0"
"27171","Turbonilla (Chemnitzia) elegantissima","0"
"27172","Monocelis anta","0"
"27173","Menestho divisa","0"
"27174","Eulimella nitidissima","0"
"27175","Monocelis balanocephala","0"
"27176","Eulimella commutata","0"
"27177","Chrysallida spiralis","0"
"27178","Menestho diaphana","0"
"27179","Monocelis beata","0"
"27180","Omalogyra (Ammonicera) rota","0"
"27181","Hypodontolaimus trichophora","0"
"27182","Monocelis caudatus","0"
"27183","Monocelis cincta","0"
"27184","Chromadorella salicaniensis","0"
"27185","Chromadorella problematica","0"
"27186","Karkinochromadora lorenzi","0"
"27187","Monocelis colpotriplicis","0"
"27188","Microlaimus conspicuus","0"
"27189","Gerlachius lissus","0"
"27190","Synodontium sansingi","0"
"27191","Monocelis corallicola","0"
"27192","Ptycholaimellus vincxae","0"
"27193","Truttaedacnitis truttae","7"
"27194","Dacnitis truttae","0"
"27195","Cucullanus platessae","0"
"27196","Anticoma limalis","0"
"27197","Oxystomatina elongatum","0"
"27198","Mononcholaimus elegans","0"
"27199","Catalaimus maxweberi","6"
"27200","Monocelis durhami","0"
"27201","Enchelidium filiformis","0"
"27202","Eurystomatina filiforme","0"
"27203","Symplocostoma longicolle","0"
"27204","Chromadorina microlaima","0"
"27205","Monocelis fasciata","0"
"27206","Chromadorita obtusidens","4"
"27207","Hypodontolaimus buetschlii","0"
"27208","Prochromadorella germanica","0"
"27209","Odontonema tenuis","0"
"27210","Cyatholaimus punctatus","22"
"27211","Odostomia (Brachystomia) eulimoides","0"
"27212","Sabatieria tenuicaudata","0"
"27213","Sabatieria vulgaris","0"
"27214","Eleutherolaimus leptosoma","0"
"27215","Theristus oxycerca","0"
"27216","Theristus normandicus","0"
"27217","Theristus acrilabiatus","0"
"27218","Theristus setosus","0"
"27219","Theristus tenuispiculum","0"
"27220","Rhizorus acuminatus","0"
"27221","Monocelis assimilis","0"
"27222","Stiliger bellulus","0"
"27223","Monocelis galapagoensis","0"
"27224","Thoracostoma figuratum","0"
"27225","Oncholaimus vulgaris","5"
"27226","Philine pruinosa","5"
"27227","Paroncholaimus vulgaris","0"
"27228","Aplysia hybrida","0"
"27229","Embletonia faurei","0"
"27230","Tornatella fasciata","0"
"27231","Bullaea quadripartita","0"
"27232","Bullaea alata","0"
"27233","Doris stellata","0"
"27234","Doris flemingii","0"
"27235","Doris sublaevis","0"
"27236","Doris similis","0"
"27237","Doris subquadrata","0"
"27238","Lamellidoris bilamellata","0"
"27239","Polycera lineatus","0"
"27240","Doris obvelata","0"
"27241","Euplocamus plumosus","0"
"27242","Archidoris tuberculata","43"
"27243","Doris brittanica","0"
"27244","Doris mera","0"
"27245","Doris flammea","0"
"27246","Doris johnstoni","0"
"27247","Tritonia alba","0"
"27248","Retusa pellucida","0"
"27249","Retusa semisulcata","0"
"27250","Haminoea cornea","0"
"27251","Cylichna producta","0"
"27252","Cylichna elongata","0"
"27253","Bulla truncata","1"
"27254","Bulla retusa","1"
"27255","Onchidoris luteocincta","0"
"27256","Paracothonolaimus marinus","0"
"27257","Bolbolaimus amabilis","0"
"27258","Dermatolaimus elegans","9"
"27259","Steineria mirabilis","8"
"27260","Lomanotus hancocki","0"
"27261","Steineria setosissima","0"
"27262","Parallelocoilas dolfusi","0"
"27263","Perepsilonema crassum","0"
"27264","Phyllolaimus tridentatus","0"
"27265","Doto costae","0"
"27266","Geomonhystera disjuncta","394"
"27267","Tenellia pallida","0"
"27268","Tergipes adspersus","23"
"27269","Monhystrella macrura","0"
"27270","Monhystrella parelegantula","0"
"27271","Aplysia rosea","0"
"27272","Aplysia albopunctata","0"
"27273","Polycera cristata","0"
"27274","Lomanotus portlandicus","0"
"27275","Lomanotus eisigii","0"
"27276","Doris arborescens","0"
"27277","Alderia amphibia","0"
"27278","Alderia scaldiana","0"
"27279","Limapontia nigra","2"
"27280","Facelina auriculata","19"
"27281","Eolis violacea","0"
"27282","Tergipes fustifer","0"
"27283","Cuthona gymnota","9"
"27284","Discodoris planata","22"
"27285","Panagrolaimus rigidus","6"
"27286","Pellioditis marina","337"
"27287","Stygodesmodora epixantha","0"
"27288","Desmodora schulzi","4"
"27289","Dracognomus tinae","3"
"27290","Greilada elegans","0"
"27291","Cylichna cylindrica","0"
"27292","Epsilonema pustulatum","0"
"27293","Epsilonema serrulatum","0"
"27294","Halaphanolaimus harpaga","0"
"27295","Metepsilonema emersum","0"
"27296","Microlaimus annelisae","0"
"27297","Anomonema deconincki","0"
"27298","Microlaimus pinguis","0"
"27299","Microlaimus problematicus","0"
"27300","Neochromadora nicolae","0"
"27301","Paracyatholaimoides asymmetricus","0"
"27302","Pomponema coomansi","0"
"27303","Prochaetosoma meditteranicum","0"
"27304","Pseudonchus decempapillatus","0"
"27305","Rhips ornata","0"
"27306","Richtersia deconincki","0"
"27307","Stephanolaimus bicoronatus","0"
"27308","Stephanolaimus gandavensis","0"
"27309","Daptonema flagellicauda","0"
"27310","Daptonema stylosum","0"
"27311","Daptonema trichinus","0"
"27312","Daptonema xyaliforme","0"
"27313","Desmoscolex frontalis","0"
"27314","Diplolaimella dievengatensis","7"
"27315","Eleutherolaimus amasi","0"
"27316","Gonionchus heipi","0"
"27317","Linhomoeus filaris","0"
"27318","Odontophora paravilloti","0"
"27319","Paramesonchium belgicum","0"
"27320","Rhynchonema ceramotos","0"
"27321","Rhynchonema falciferum","0"
"27322","Rhynchonema megaphida","0"
"27323","Rhynchonema moorea","0"
"27324","Rhynchonema quemer","0"
"27325","Southerniella zosterae","0"
"27326","Stylotheristus mutilus","0"
"27327","Theristus longissimecauda","0"
"27328","Theristus problematicus","0"
"27329","Valvaelaimus maior","0"
"27330","Xyala imparis","0"
"27331","Bathylaimus fillicaudatus","0"
"27332","Rhabdocoma americana","0"
"27333","Bulla punctata","0"
"27334","Synonchus brevisetosus","0"
"27335","Viscosia coomansi","0"
"27336","Tergipes despectus","0"
"27337","Viscosia franzii","1"
"27338","Aegialoalaimus sabulicola","0"
"27339","Bolbolaimus dentatus","0"
"27340","Bolbolaimus riemanni","0"
"27341","Bolbolaimus teutonicus","0"
"27342","Calomicrolaimus acanthus","0"
"27343","Calomicrolaimus honestus","0"
"27344","Calomicrolaimus marinus","0"
"27345","Calomicrolaimus monstrosus","0"
"27346","Calomicrolaimus parahonestus","2"
"27347","Calomicrolaimus rugatus","0"
"27348","Chromaspirina chabaudi","0"
"27349","Bulla truncatula","1"
"27350","Eolis exigua","44"
"27351","Doris clavigera","26"
"27352","Monocelis gamblei","0"
"27353","Eolidia despecta","0"
"27354","Aeolis argenteolineata","0"
"27355","Bulla umbilicata","5"
"27356","Bulla lignaria","40"
"27357","Bulla alba","0"
"27358","Bulla plicata","0"
"27359","Bulla pertenuis","89"
"27360","Flabellina verrucosa","433"
"27361","Amphitrite frondosa","159"
"27362","Lomanotus varians","0"
"27363","Aeolidia verrucosa","0"
"27364","Doris auriculata","19"
"27365","Bulla obtusa","8"
"27366","Laura viridis","0"
"27367","Eolis cristata","0"
"27368","Chalidis coerulea","0"
"27369","Galvina viridula","0"
"27370","Retusa strigella","0"
"27371","Retusa subcylindrica","0"
"27372","Retusa nitidula","0"
"27373","Eolis aurantia","5"
"27374","Eolis ventilabrum","0"
"27375","Patella fornicata","40120"
"27376","Monodonta lineata","180"
"27377","Calliostoma papillosa","0"
"27378","Acmaea testudinalis","74"
"27379","Turbo obtusatus","339"
"27380","Trochus inflatus","0"
"27381","Trochus cinereus","0"
"27382","Trochus patholatus","0"
"27383","Trochus tuberculatus","0"
"27384","Trochus zizyphinus","107"
"27385","Margarites striatus","0"
"27386","Scissurella crispata","0"
"27387","Trochus conuloides","0"
"27388","Trochus obliquatus","0"
"27389","Turbo cingillus","0"
"27390","Tectura virginea","11"
"27391","Turbo spiralis","0"
"27392","Turbo punctura","5"
"27393","Jujubinus clelandi","0"
"27394","Skenea cutleriana","0"
"27395","Monodonta colubrina","151"
"27396","Turbo nitidissimus","0"
"27397","Tricolia picta","23"
"27398","Monocelis honorei","0"
"27399","Monocelis hopkinsi","0"
"27400","Trochus lineatus","150"
"27401","Trochus millegranus","0"
"27402","Trochus crassus","0"
"27403","Margarites argentatus","0"
"27404","Skenea nitens","0"
"27405","Collisella tessulata","0"
"27406","Phasianella pullus","0"
"27407","Clelandella clelandi","0"
"27408","Trochus clelandi","0"
"27409","Trochus miliaris","5"
"27410","Monocelis lacteus","0"
"27411","Monocelis agilis","28"
"27412","Monotus lineatus","0"
"27413","Natica catena","0"
"27414","Natica pulchella","0"
"27415","Rissoa porifera","0"
"27416","Aclis supranitida","0"
"27417","Eulima trifasciata","0"
"27418","Trichotropis costellata","0"
"27419","Natica helicoides","0"
"27420","Onoba aculea","0"
"27421","Epitonium communis","0"
"27422","Eulima polita","0"
"27423","Aporrhais quadrifidus","0"
"27424","Tarpon atlanticus","0"
"27425","Trichotropis atlantica","0"
"27426","Trichotropis inermis","0"
"27427","Megalops filamentosus","0"
"27428","Trichotropis saintjohnensis","0"
"27429","Velutina laevigata","0"
"27430","Velutina haliotoides","0"
"27431","Velutina flexilis","0"
"27432","Polinices (Lunatia) pallida","0"
"27433","Flustra membranacea","133"
"27434","Hippothoa hyalina","0"
"27435","Electra hastingsae","0"
"27436","Polinices (Lunatia) alderi","0"
"27437","Membraniporella melolontha","0"
"27438","Alcyonidium polyoum","7"
"27439","Littorina tenebrosa","0"
"27440","Flustrella hispida","0"
"27441","Valkeria uva","0"
"27442","Lichenopora hispida","0"
"27443","Tubulipora patina","10"
"27444","Alcyonidium condylocinereum","0"
"27445","Rissoa inconspicua","6"
"27446","Alcyonidium hydrocoalitum","0"
"27447","Rissoa sarsii","2"
"27448","Serialaria lendigera","0"
"27449","Serialaria falcata","0"
"27450","Hydrobia stagnorum","0"
"27451","Setia subsulcata","0"
"27452","Odontoporella lata","0"
"27453","Turbo striatus","0"
"27454","Hippopodinella lata","0"
"27455","Odontoporella adpressa","0"
"27456","Potamopyrgus jenkinsi","0"
"27457","Lepralia auriculata","1"
"27458","Lepralia unicornis","0"
"27459","Schizoporella longirostris","0"
"27460","Lepralia spinifera","1"
"27461","Lepralia pallasiana","0"
"27462","Eschara pallasiana","33"
"27463","Lepralia concinna","9"
"27464","Lepralia peachi","0"
"27465","Lepralia immersa","6"
"27466","Cellepora coccinea","4"
"27467","Mucronella coccinea","0"
"27468","Mucronella variolosa","0"
"27469","Rissoa costulata","0"
"27470","Mucronella peachi","0"
"27471","Cellepora avicularis","3"
"27472","Tubulipora obelia","4"
"27473","Cellaria johnsoni","0"
"27474","Palmicellaria skenei","0"
"27475","Rissoa subcostulata","0"
"27476","Setia marmorata","0"
"27477","Millepora skenei","0"
"27478","Rhynchopora bispinosa","0"
"27479","Rissoa costata","0"
"27480","Lepralia bispinosa","0"
"27481","Onoba candida","0"
"27482","Cellepora ramulosa","3"
"27483","Eucratea chelata","0"
"27484","Natica pallida","1"
"27485","Gemellaria loricata","0"
"27486","Brettia tubaeformis","0"
"27487","Pseudamnicola confusa","0"
"27488","Flustra carbasea","0"
"27489","Flustra papyracea","3"
"27490","Membranipora lacroixii","0"
"27491","Conopeum lacroixii","0"
"27492","Flustra lacroixii","0"
"27493","Membranipora monostachys","4"
"27494","Membranipora unicornis","0"
"27495","Flustra dumerilii","3"
"27496","Membranipora dumerilii","0"
