"","V1","V2"
"1260","Bathyplotes gourdoni","Echinodermata"
"1261","Litoscalpellum discoveryi","Arthropoda"
"1262","Myrioglobula antarctica","Annelida"
"1263","Fenestrulina parvipora","Bryozoa"
"1264","Cellarinella watersi","Bryozoa"
"1265","Natatolana intermedia","Arthropoda"
"1266","Phascolion (Montuga) lutense","Sipuncula"
"1267","Hymedesmia (Hymedesmia) unguifera","Porifera"
"1268","Pleurotomella enderbyensis","Mollusca"
"1269","Yoldiella oblonga","Mollusca"
"1270","Farrania frigida","Arthropoda"
"1271","Amblyops tattersalli","Arthropoda"
"1272","Draconema antarcticum","Nematoda"
"1273","Clathria (Axosuberites) flabellata","Porifera"
"1274","Aethotaxis mitopteryx","Chordata"
"1275","Pagothenia brachysoma","Chordata"
"1276","Gymnoscopelus bolini","Chordata"
"1277","Pogonophryne immaculata","Chordata"
"1278","Paragammaropsis prenes","Arthropoda"
"1279","Schraderia gracilis","Arthropoda"
"1280","Parschisturella carinata","Arthropoda"
"1281","Ampelisca anversensis","Arthropoda"
"1282","Amphilochus marionis","Arthropoda"
"1283","Neoxenodice cryophile","Arthropoda"
"1284","Benthodytes sanguinolenta","Echinodermata"
"1285","Pseudonototanais bransfieldensis","Arthropoda"
"1286","Culeolus antarcticus","Chordata"
"1287","Cephalodiscus fumosus","Hemichordata"
"1288","Filellum antarcticum","Cnidaria"
"1289","Leptopenus discus","Cnidaria"
"1290","Lillipathes lillei","Cnidaria"
"1291","Ophioplinthus wallini","Echinodermata"
"1292","Eulagisca uschakovi","Annelida"
"1293","Eunoe opalina","Annelida"
"1294","Eulalia magalaensis","Annelida"
"1295","Cornucalanus robustus","Arthropoda"
"1296","Oncaea convexa","Arthropoda"
"1297","Paraeuchaeta rasa","Arthropoda"
"1298","Tharybis magna","Arthropoda"
"1299","Herpyllobius hartmanae","Arthropoda"
"1300","Petalidium foliaceum","Arthropoda"
"1301","Megaliobdella szidati","Annelida"
"1302","Antarctiloxoconcha frigida","Arthropoda"
"1303","Cytheropteron gaussi","Arthropoda"
"1304","Stauroteuthis gilchristi","Mollusca"
"1305","Harmothoe fuligineum","Annelida"
"1306","Bicrisia edwardsiana","Bryozoa"
"1307","Cucamba psolidiformis","Echinodermata"
"1308","Brookula strebeli","Mollusca"
"1309","Spongiobranchaea australis","Mollusca"
"1310","Cactosoma asperum","Cnidaria"
"1311","Edwardsiella andrillae","Cnidaria"
"1312","Parakanthophoreus multiserratoides","Arthropoda"
"1313","Orchomenella chelipes","Arthropoda"
"1314","Orchomenella chilensis","Arthropoda"
"1315","Leptochiton smirnovi","Mollusca"
"1316","Epimeria (Epimeriella) scabrosa","Arthropoda"
"1317","Antarctonemertes unilineata","Nemertea"
"1318","Waegelea antarctica","Mollusca"
"1319","Paraeuchaeta kurilensis","Arthropoda"
"1320","Lucicutia macrocera","Arthropoda"
"1321","Eudendrium ramosum","Cnidaria"
"1322","Halicreas minimum","Cnidaria"
"1323","Desmacidon fruticosum","Porifera"
"1324","Atolla wyvillei","Cnidaria"
"1325","Antarcticonema comicapitatum","Nematoda"
"1326","Achramorpha truncata","Porifera"
"1327","Sycantha longstaffi","Porifera"
"1328","Halichondria (Halichondria) prostrata","Porifera"
"1329","Haliclona (Reniera) topsenti","Porifera"
"1330","Microxina sarai","Porifera"
"1331","Xestospongia hispida","Porifera"
"1332","Isodictya verrucosa","Porifera"
"1333","Mycale (Mycale) lapidiformis","Porifera"
"1334","Mycale (Mycale) tridens","Porifera"
"1335","Kirkpatrickia coulmani","Porifera"
"1336","Myxilla (Ectyomyxilla) kerguelensis","Porifera"
"1337","Aplysina minima","Porifera"
"1338","Geodia vestigifera","Porifera"
"1339","Poecillastra schulzei","Porifera"
"1340","Trilaminopora trinervis","Bryozoa"
"1341","Arachnopusia aquilina","Bryozoa"
"1342","Ammothea sextarticulata","Arthropoda"
"1343","Bugula longissima","Bryozoa"
"1344","Austrodecus fagei","Arthropoda"
"1345","Molgula hodgsoni","Chordata"
"1346","Molgula robini","Chordata"
"1347","Nymphon biarticulatum","Arthropoda"
"1348","Spigaleos horneroides","Bryozoa"
"1349","Nymphon lomani","Arthropoda"
"1350","Nymphon monothrix","Arthropoda"
"1351","Nymphon tenuimanum","Arthropoda"
"1352","Euvondrea floretta","Echinodermata"
"1353","Exochella hymanae","Bryozoa"
"1354","Molpadia liska","Echinodermata"
"1355","Crucella hystrix","Echinodermata"
"1356","Turritigera cribrata","Bryozoa"
"1357","Acanthophragma polaris","Bryozoa"
"1358","Fenestrulina cervicornis","Bryozoa"
"1359","Fenestrulina exigua","Bryozoa"
"1360","Smittina abditavicularis","Bryozoa"
"1361","Smittina alticollarita","Bryozoa"
"1362","Smittoidea malleata","Bryozoa"
"1363","Eulagisca gigantea","Annelida"
"1364","Harmothoe magellanica","Annelida"
"1365","Symplectoscyphus curvatus","Cnidaria"
"1366","Chaetarcturus franklini","Arthropoda"
"1367","Litarcturus lillei","Arthropoda"
"1368","Jaspis novaezealandiae","Porifera"
"1369","Parapneustes cordatus","Echinodermata"
"1370","Proceroecia rivotella","Arthropoda"
"1371","Bathybembix delicatula","Mollusca"
"1372","Pellilitorina setosa","Mollusca"
"1373","Sinuber sculptum","Mollusca"
"1374","Triphora delicatula","Mollusca"
"1375","Amallothrix valida","Arthropoda"
"1376","Hansenomysis antarctica","Arthropoda"
"1377","Paradraconema antarcticum","Nematoda"
"1378","Ommatophoca rossii","Chordata"
"1379","Stegella lobata","Cnidaria"
"1380","Coryphaenoides lecointei","Chordata"
"1381","Vomeridens infuscipinnis","Chordata"
"1382","Racovitzia glacialis","Chordata"
"1383","Pseudharpinia vallini","Arthropoda"
"1384","Atyloella quadridens","Arthropoda"
"1385","Thaumatelson herdmani","Arthropoda"
"1386","Pseudischyrocerus distichon","Arthropoda"
"1387","Transorchestia chiliensis","Arthropoda"
"1388","Kerguelenia antarctica","Arthropoda"
"1389","Cadlina affinis","Mollusca"
"1390","Mimicarhaphura immanis","Arthropoda"
"1391","Ascidia meridionalis","Chordata"
"1392","Bahalana geracei","Arthropoda"
"1393","Bathyctena chuni","Ctenophora"
"1394","Terebellides kerguelensis","Annelida"
"1395","Convexella magelhaenica","Cnidaria"
"1396","Minuisis pseudoplanum","Cnidaria"
"1397","Megaleledone setebos","Mollusca"
"1398","Hyperia macrocephala","Arthropoda"
"1399","Eulagisca macnabi","Annelida"
"1400","Perkinsiana borsibrunoi","Annelida"
"1401","Spiophanes prestigium","Annelida"
"1402","Dorymenia usarpi","Mollusca"
"1403","Oncaea bowmani","Arthropoda"
"1404","Oncaea damkaeri","Arthropoda"
"1405","Notopais spinosa","Arthropoda"
"1406","Glandicephalus perfoliatus","Platyhelminthes"
"1407","Chondrocladia (Chondrocladia) nani","Porifera"
"1408","Amallothrix polaris","Arthropoda"
"1409","Microdajus aporosus","Arthropoda"
"1410","Callochiton bouveti","Mollusca"
"1411","Copytus elongatus","Arthropoda"
"1412","Hemicytherura irregularis","Arthropoda"
"1413","Rhachotropis abyssalis","Arthropoda"
"1414","Prosipho antarctidis","Mollusca"
"1415","Toledonia perplexa","Mollusca"
"1416","Molpadiodemas villosus","Echinodermata"
"1417","Pseudostichopus peripatus","Echinodermata"
"1418","Psychropotes scotiae","Echinodermata"
"1419","Notaeolidia gigas","Mollusca"
"1420","Favosthimosia milleporoides","Bryozoa"
"1421","Phorbas bergmontae","Porifera"
"1422","Laevilacunaria antarctica","Mollusca"
"1423","Sigmodota magnibacula","Echinodermata"
"1424","Scaphodactylus perlatus","Arthropoda"
"1425","Ampharete elongata","Annelida"
"1426","Platypyxis inconstantia","Bryozoa"
"1427","Orchomenella acanthurus","Arthropoda"
"1428","Cirratulus jucundus","Annelida"
"1429","Balaenocyamus balaenopterae","Arthropoda"
"1430","Antarctophiline apertissima","Mollusca"
"1431","Mycale (Oxymycale) tylotornota","Porifera"
"1432","Platorchestia platensis","Arthropoda"
"1433","Bathyoncus mirabilis","Chordata"
"1434","Euaugaptilus laticeps","Arthropoda"
"1435","Euaugaptilus nodifrons","Arthropoda"
"1436","Scaphocalanus affinis","Arthropoda"
"1437","Obelia bidentata","Cnidaria"
"1438","Desmoscolex labiosus","Nematoda"
"1439","Tricoma nematoides","Nematoda"
"1440","Echinocucumis hispida","Echinodermata"
"1441","Conchoecissa imbricata","Arthropoda"
"1442","Gaussicia edentata","Arthropoda"
"1443","Cirratulus cirratus","Annelida"
"1444","Leucosolenia variabilis","Porifera"
"1445","Ircinia variabilis","Porifera"
"1446","Haliclona (Gellius) cucurbitiformis","Porifera"
"1447","Esperiopsis villosa","Porifera"
"1448","Plakina trilopha","Porifera"
"1449","Austrolaenilla antarctica","Annelida"
"1450","Anticoma subsimilis","Nematoda"
"1451","Prochromadorella antarctica","Nematoda"
"1452","Grahamius odhneri","Nematoda"
"1453","Callyspongia (Callyspongia) serpentina","Porifera"
"1454","Gelliodes spongiosa","Porifera"
"1455","Hemigellius tenella","Porifera"
"1456","Iophon aceratum","Porifera"
"1457","Desmacella vestibularis","Porifera"
"1458","Chondropsis chaliniformis","Porifera"
"1459","Hymenancora rufa","Porifera"
"1460","Tedania (Tedaniopsis) turbinata","Porifera"
"1461","Tetilla coronida","Porifera"
"1462","Hyalonema (Cyliconema) drygalskii","Porifera"
"1463","Caulophacus (Caulodiscus) lotifolium","Porifera"
"1464","Rossella longstaffi","Porifera"
"1465","Henricia smilax","Echinodermata"
"1466","Notioceramus anomalus","Echinodermata"
"1467","Pteraster koehleri","Echinodermata"
"1468","Actinoscyphia plebeia","Cnidaria"
"1469","Paramphinome australis","Annelida"
"1470","Austroraptus sicarius","Arthropoda"
"1471","Sericosura mitrata","Arthropoda"
"1472","Bugulella klugei","Bryozoa"
"1473","Macrochaeta papillosa","Annelida"
"1474","Colossendeis concedis","Arthropoda"
"1475","Xylochotridens rangifer","Bryozoa"
"1476","Osthimosia clavata","Bryozoa"
"1477","Osthimosia claviformis","Bryozoa"
"1478","Nymphon longicollum","Arthropoda"
"1479","Chaperiopsis quadrispinosa","Bryozoa"
"1480","Chaperiopsis protecta","Bryozoa"
"1481","Ophiosteira rotundata","Echinodermata"
"1482","Synoicum ostentor","Chordata"
"1483","Escharoides praestita","Bryozoa"
"1484","Escharoides tridens","Bryozoa"
"1485","Nothria anoculata","Annelida"
"1486","Phrixometra rayneri","Echinodermata"
"1487","Solanometra antarctica","Echinodermata"
"1488","Litoscalpellum compactum","Arthropoda"
"1489","Phyllodoce adarensis","Annelida"
"1490","Reteporella antarctica","Bryozoa"
"1491","Aspericreta favulosa","Bryozoa"
"1492","Thenea delicata","Porifera"
"1493","Smittina directa","Bryozoa"
"1494","Halecium antarcticum","Cnidaria"
"1495","Halecium pallens","Cnidaria"
"1496","Campanularia hicksoni","Cnidaria"
"1497","Aspericreta crassatina","Bryozoa"
"1498","Lafoea gaussica","Cnidaria"
"1499","Antarctoscyphus elongatus","Cnidaria"
"1500","Antarcturus horridus","Arthropoda"
"1501","Perkinsiana milae","Annelida"
"1502","Dolichiscus meridionalis","Arthropoda"
"1503","Schizotricha falcata","Cnidaria"
"1504","Vermiliopsis notialis","Annelida"
"1505","Laonice antarcticae","Annelida"
"1506","Euneognathia gigas","Arthropoda"
"1507","Lysilla macintoshi","Annelida"
"1508","Polycirrus antarcticus","Annelida"
"1509","Munna globicauda","Arthropoda"
"1510","Diastylis corniculata","Arthropoda"
"1511","Campylaspis maculata","Arthropoda"
"1512","Bathydomus obtectus","Mollusca"
"1513","Calliotropis lateumbilicata","Mollusca"
"1514","Liotella endeavourensis","Mollusca"
"1515","Neactaeonina fragilis","Mollusca"
"1516","Nucula austrobenthalis","Mollusca"
"1517","Pleurotomella endeavourensis","Mollusca"
"1518","Propeamussium meridionale","Mollusca"
"1519","Prosipho congenitus","Mollusca"
"1520","Prosipho crassicostatus","Mollusca"
"1521","Trilirata sexcarinata","Mollusca"
"1522","Gymnoscopelus piabilis","Chordata"
"1523","Diplulmaris antarctica","Cnidaria"
"1524","Sterna vittata","Chordata"
"1525","Hansenomysis angusticauda","Arthropoda"
"1526","Dactylamblyops hodgsoni","Arthropoda"
"1527","Dichromadora antarctica","Nematoda"
"1528","Neochromadora edentata","Nematoda"
"1529","Eudendrium generale","Cnidaria"
"1530","Halecium ovatum","Cnidaria"
"1531","Pogonophryne mentella","Chordata"
"1532","Seleniolycus laevifasciatus","Chordata"
"1533","Ophthalmolycus bothriocephalus","Chordata"
"1534","Paraliparis rossi","Chordata"
"1535","Hymenaster edax","Echinodermata"
"1536","Pteraster rugatus","Echinodermata"
"1537","Lepechinella drygalskii","Arthropoda"
"1538","Abyssorchomene nodimanus","Arthropoda"
"1539","Gammaropsis (Gammaropsis) longicornis","Arthropoda"
"1540","Abyssorchomene scotianensis","Arthropoda"
"1541","Paroediceroides sinuata","Arthropoda"
"1542","Paramoera gregaria","Arthropoda"
"1543","Paraperioculodes brevirostris","Arthropoda"
"1544","Djerboa furcipes","Arthropoda"
"1545","Paramoera macquariae","Arthropoda"
"1546","Magasella sanguinea","Brachiopoda"
"1547","Hymenaster crucifer","Echinodermata"
"1548","Aplidium balleniae","Chordata"
"1549","Molguloides vitrea","Chordata"
"1550","Paramolgula gregaria","Chordata"
"1551","Lyrocteis flavopallidus","Ctenophora"
"1552","Actinostola chilensis","Cnidaria"
"1553","Edwardsiella ignota","Cnidaria"
"1554","Hormathia insignis","Cnidaria"
"1555","Eudendrium scotti","Cnidaria"
"1556","Errina antarctica","Cnidaria"
"1557","Stegolaria irregularis","Cnidaria"
"1558","Diphyes antarctica","Cnidaria"
"1559","Umbellulifera striata","Cnidaria"
"1560","Ainigmaptilon edisto","Cnidaria"
"1561","Philomedes orbicularis","Arthropoda"
"1562","Archasterope pentathrix","Arthropoda"
"1563","Thaumeledone peninsulae","Mollusca"
"1564","Paralanceola anomala","Arthropoda"
"1565","Paralaeospira parallela","Annelida"
"1566","Anobothrus patagonicus","Annelida"
"1567","Myzostoma cysticolum","Annelida"
"1568","Conaea hispida","Arthropoda"
"1569","Micropilina arntzi","Mollusca"
"1570","Macvicaria pennelli","Platyhelminthes"
"1571","Paraeuchaeta eltaninae","Arthropoda"
"1572","Zoroaster spinulosus","Echinodermata"
"1573","Grania carchinii","Annelida"
"1574","Bairdoppilata simplex","Arthropoda"
"1575","Myrena meridionalis","Arthropoda"
"1576","Hemicytherura anomala","Arthropoda"
"1577","Holodentata triangulata","Arthropoda"
"1578","Disporella humilis","Bryozoa"
"1579","Osthimosia eatonensis","Bryozoa"
"1580","Pareuthria valdiviae","Mollusca"
"1581","Brookula argentina","Mollusca"
"1582","Rugulina tenuis","Mollusca"
"1583","Stilapex polaris","Mollusca"
"1584","Prodoridunculus gaussianus","Mollusca"
"1585","Deeveyoecia arcuata","Arthropoda"
"1586","Arthrura monacantha","Arthropoda"
"1587","Lacydonia oculata","Annelida"
"1588","Mesothuria bifurcata","Echinodermata"
"1589","Falsimohnia minor","Mollusca"
"1590","Syrrhoe kareenae","Arthropoda"
"1591","Debroyerella similis","Arthropoda"
"1592","Tryphosella stebbingi","Arthropoda"
"1593","Ruffojassa georgiana","Arthropoda"
"1594","Amphicteis antarctica","Annelida"
"1595","Macrotrachela insolita","Rotifera"
"1596","Pseudochirella notacantha","Arthropoda"
"1597","Lucicutia magna","Arthropoda"
"1598","Cornucalanus simplex","Arthropoda"
"1599","Amallothrix robusta","Arthropoda"
"1600","Mixtocalanus alter","Arthropoda"
"1601","Scaphocalanus subbrevicornis","Arthropoda"
"1602","Oithona vivida","Arthropoda"
"1603","Contracaecum osculatum","Nematoda"
"1604","Hyphalaster inermis","Echinodermata"
"1605","Anotopterus pharao","Chordata"
"1606","Urocorycaeus furcifer","Arthropoda"
"1607","Chaetopterus variopedatus","Annelida"
"1608","Eunice pennata","Annelida"
"1609","Pista cristata","Annelida"
"1610","Tomopteris planktonis","Annelida"
"1611","Farrea occa","Porifera"
"1612","Colossendeis colossea","Arthropoda"
"1613","Ratania atlantica","Arthropoda"
"1614","Sagitella kowalewskii","Annelida"
"1615","Heteronemertes longifissus","Nemertea"
"1616","Amphipneustes marsupialis","Echinodermata"
"1617","Austrocidaris canaliculata","Echinodermata"
"1618","Euchromadora meridiana","Nematoda"
"1619","Desmoscolex max","Nematoda"
"1620","Tricoma septentrionalis","Nematoda"
"1621","Achramorpha nivalis","Porifera"
"1622","Grantia hirsuta","Porifera"
"1623","Leucetta antarctica","Porifera"
"1624","Halichondria (Halichondria) panicea","Porifera"
"1625","Calyx kerguelensis","Porifera"
"1626","Iophon terranovae","Porifera"
"1627","Clathria (Axosuberites) georgiaensis","Porifera"
"1628","Mycale (Mycale) macrochela","Porifera"
"1629","Hymenancora exigua","Porifera"
"1630","Rossella levis","Porifera"
"1631","Rossella pilosa","Porifera"
"1632","Leptychaster magnificus","Echinodermata"
"1633","Sicyonis erythrocephala","Cnidaria"
"1634","Klugella echinata","Bryozoa"
"1635","Pantopipetta australis","Arthropoda"
"1636","Notoplites antarcticus","Bryozoa"
"1637","Caenagnesia schmitti","Chordata"
"1638","Eltaninactis infundibulum","Cnidaria"
"1639","Crassimarginatella perlucida","Bryozoa"
"1640","Pyriporoides uniserialis","Bryozoa"
"1641","Cellaria coronata","Bryozoa"
"1642","Molgula pyriformis","Chordata"
"1643","Stomhypselosaria watersi","Bryozoa"
"1644","Nymphon paucidens","Arthropoda"
"1645","Pentapycnon charcoti","Arthropoda"
"1646","Isoschizoporella tricuspis","Bryozoa"
"1647","Isoschizoporella virgula","Bryozoa"
"1648","Aplidium vastum","Chordata"
"1649","Exochella avicularis","Bryozoa"
"1650","Romancheina asymmetrica","Bryozoa"
"1651","Isometra hordea","Echinodermata"
"1652","Cnemidocarpa pfefferi","Chordata"
"1653","Travisia antarctica","Annelida"
"1654","Paradota weddellensis","Echinodermata"
"1655","Hastingsia irregularis","Bryozoa"
"1656","Molpadia abyssicola","Echinodermata"
"1657","Inversiula nutrix","Bryozoa"
"1658","Calycopsis borchgrevinki","Cnidaria"
"1659","Smittina pileata","Bryozoa"
"1660","Austrolaenilla hastulifera","Annelida"
"1661","Lafoeina longitheca","Cnidaria"
"1662","Hebella plana","Cnidaria"
"1663","Dolichiscus profundus","Arthropoda"
"1664","Oswaldella delicata","Cnidaria"
"1665","Schizotricha anderssoni","Cnidaria"
"1666","Schizotricha unifurcata","Cnidaria"
"1667","Vermiliopsis glacialis","Annelida"
"1668","Lanicides bilobata","Annelida"
"1669","Thelepides koehleri","Annelida"
"1670","Crossaster penicillatus","Echinodermata"
"1671","Eremicaster crassus","Echinodermata"
"1672","Makrokylindrus (Adiastylis) inscriptus","Arthropoda"
"1673","Campylaspis quadridentata","Arthropoda"
"1674","Calliotropis pelseneeri","Mollusca"
"1675","Cuspidaria concentrica","Mollusca"
"1676","Eatoniella cana","Mollusca"
"1677","Lepetella postapicula","Mollusca"
"1678","Lissarca miliaris","Mollusca"
"1679","Onoba egorovae","Mollusca"
"1680","Liljeborgia dubia","Arthropoda"
"1681","Anticyathus septentrionalis","Nematoda"
"1682","Hydrurga leptonyx","Chordata"
"1683","Oswaldella medeae","Cnidaria"
"1684","Conopora verrucosa","Cnidaria"
"1685","Campylaspis ledoyeri","Arthropoda"
"1686","Pogonophryne cerebropogon","Chordata"
"1687","Pogonophryne lanceobarbata","Chordata"
"1688","Perknaster aurantiacus","Echinodermata"
"1689","Syrrhoe tuberculata","Arthropoda"
"1690","Bathyporeiapus magellanicus","Arthropoda"
"1691","Isocyamus antarcticensis","Arthropoda"
"1692","Apohyale grandicornis","Arthropoda"
"1693","Iphimedia multidentata","Arthropoda"
"1694","Liljeborgia quadridentata","Arthropoda"
"1695","Hyperiopsis australis","Arthropoda"
"1696","Oradarea tricarinata","Arthropoda"
"1697","Gitanopsis inaequipes","Arthropoda"
"1698","Prostebbingia serrata","Arthropoda"
"1699","Gondogeneia gracilicauda","Arthropoda"
"1700","Fuegiphoxus fuegiensis","Arthropoda"
"1701","Eusirus laevis","Arthropoda"
"1702","Hirondellea antarctica","Arthropoda"
"1703","Pallenopsis kupei","Arthropoda"
"1704","Tanaella unisetosa","Arthropoda"
"1705","Tanaopsis antarctica","Arthropoda"
"1706","Leptognathia microcephala","Arthropoda"
"1707","Meromonakantha nutae","Arthropoda"
"1708","Polycitor glareosus","Chordata"
"1709","Agnezia glaciata","Chordata"
"1710","Paraheterorhabdus compactus","Arthropoda"
"1711","Frontoserolis acuminata","Arthropoda"
"1712","Pelagopleura magna","Chordata"
"1713","Racovitzia harrissoni","Chordata"
"1714","Halecium jaederholmi","Cnidaria"
"1715","Acanthogorgia incrustata","Cnidaria"
"1716","Chrysogorgia antarctica","Cnidaria"
"1717","Narella gaussi","Cnidaria"
"1718","Parastenella spinosa","Cnidaria"
"1719","Doloria (Doloria) levis","Arthropoda"
"1720","Tisbe tenuimana","Arthropoda"
"1721","Pareledone aurata","Mollusca"
"1722","Pseudoscalibregma usarpium","Annelida"
"1723","Gephyroherpia antarctica","Mollusca"
"1724","Metacanthocephalus rennicki","Acanthocephala"
"1725","Heterorhabdus pustulifer","Arthropoda"
"1726","Diphyllobothrium lashleyi","Platyhelminthes"
"1727","Paraheterorhabdus farrani","Arthropoda"
"1728","Neoscutellidium yeatmani","Arthropoda"
"1729","Hyalopomatus macintoshi","Annelida"
"1730","Glyptonotobdella antarctica","Annelida"
"1731","Sarsia medelae","Cnidaria"
"1732","Paralomis stevensi","Arthropoda"
"1733","Cyclochlamys gaussiana","Mollusca"
"1734","Cyclochlamys pteriola","Mollusca"
"1735","Spatangus mathesoni","Echinodermata"
"1736","Monoculodes abacus","Arthropoda"
"1737","Solaster longoi","Echinodermata"
"1738","Isosecuriflustra tenuis","Bryozoa"
"1739","Eusirus tridentatus","Arthropoda"
"1740","Rhachotropis rossi","Arthropoda"
"1741","Megalasma striatum","Arthropoda"
"1742","Paranarthrura arctowskii","Arthropoda"
"1743","Homoieurete macquariense","Porifera"
"1744","Axiokebuita minuta","Annelida"
"1745","Bathycrinicola tumidula","Mollusca"
"1746","Cerithiella austrina","Mollusca"
"1747","Pseudotiron livingstonae","Arthropoda"
"1748","Syrrhoites bowdeni","Arthropoda"
"1749","Scaphodactylus carinatus","Arthropoda"
"1750","Phialella belgicae","Cnidaria"
"1751","Euphrosinopsis antarctica","Annelida"
"1752","Orchomenella goniops","Arthropoda"
"1753","Antarctophiline alata","Mollusca"
"1754","Physeter macrocephalus","Chordata"
"1755","Thalassarche chrysostoma","Chordata"
"1756","Urticina eques","Cnidaria"
"1757","Rozinante fragilis","Arthropoda"
"1758","Eurythenes gryllus","Arthropoda"
"1759","Undeuchaeta major","Arthropoda"
"1760","Euaugaptilus maxillaris","Arthropoda"
"1761","Haloptilus fons","Arthropoda"
"1762","Ctenocalanus vanus","Arthropoda"
"1763","Heterostylites major","Arthropoda"
"1764","Lucicutia curta","Arthropoda"
"1765","Cephalophanes frigidus","Arthropoda"
"1766","Onchocalanus magnus","Arthropoda"
"1767","Serratosagitta serratodentata","Chaetognatha"
"1768","Oithona atlantica","Arthropoda"
"1769","Oithona decipiens","Arthropoda"
"1770","Oithona longispina","Arthropoda"
"1771","Oithona nana","Arthropoda"
"1772","Oithona plumifera","Arthropoda"
"1773","Oithona robusta","Arthropoda"
"1774","Oithona setigera","Arthropoda"
"1775","Oithona simplex","Arthropoda"
"1776","Oithona tenuis","Arthropoda"
"1777","Ogmogaster plicata","Platyhelminthes"
"1778","Sphaeromyxa hellandi","Cnidaria"
"1779","Enoplus michaelseni","Nematoda"
"1780","Astropecten gruveli","Echinodermata"
"1781","Peniagone purpurea","Echinodermata"
"1782","Cryptopsaras couesii","Chordata"
"1783","Agetus flaccus","Arthropoda"
"1784","Farranula gracilis","Arthropoda"
"1785","Oncaea media","Arthropoda"
"1786","Rhynchonereella petersii","Annelida"
"1787","Capitella capitata","Annelida"
"1788","Notomastus latericeus","Annelida"
"1789","Maldane sarsi","Annelida"
"1790","Levinsenia gracilis","Annelida"
"1791","Spiophanes kroyeri","Annelida"
"1792","Syllis armillaris","Annelida"
"1793","Tomopteris cavallii","Annelida"
"1794","Travisiopsis lobifera","Annelida"
"1795","Halisarca dujardinii","Porifera"
"1796","Haliclona (Gellius) glacialis","Porifera"
"1797","Haliclona (Gellius) spongiosa","Porifera"
"1798","Colossendeis gracilis","Arthropoda"
"1799","Endeis mollis","Arthropoda"
"1800","Chuniphyes moserae","Cnidaria"
"1801","Crystallophyes amygdalina","Cnidaria"
"1802","Marrus antarcticus","Cnidaria"
"1803","Facelina dubia","Mollusca"
"1804","Hiatella arctica","Mollusca"
"1805","Hoplopera pusilla","Platyhelminthes"
"1806","Notophryxus ovoides","Arthropoda"
"1807","Hauchiella tribullata","Annelida"
"1808","Monocelis parvula","Platyhelminthes"
"1809","Platynereis magalhaensis","Annelida"
"1810","Amphiporus spinosus","Nemertea"
"1811","Kali indica","Chordata"
"1812","Ctenocidaris speciosa","Echinodermata"
"1813","Notocidaris gaussensis","Echinodermata"
"1814","Anoplostoma campbelli","Nematoda"
"1815","Anoplostoma dubium","Nematoda"
"1816","Anticoma columba","Nematoda"
"1817","Anticoma tenuis","Nematoda"
"1818","Calyptronema mawsoni","Nematoda"
"1819","Tricoma (Quadricoma) avicapitata","Nematoda"
"1820","Elzalia tenuis","Nematoda"
"1821","Odontophora polaris","Nematoda"
"1822","Austronema spirurum","Nematoda"
"1823","Megapogon pollicaris","Porifera"
"1824","Haliclona (Soestella) arenata","Porifera"
"1825","Hemigellius calyx","Porifera"
"1826","Rhabderemia antarctica","Porifera"
"1827","Isodictya doryphora","Porifera"
"1828","Myxilla (Ectyomyxilla) chilensis","Porifera"
"1829","Psammochela chaliniformis","Porifera"
"1830","Caulophacus (Caulodiscus) valdiviae","Porifera"
"1831","Rossella vanhoeffeni","Porifera"
"1832","Aspidostoma giganteum","Bryozoa"
"1833","Camptoplites giganteus","Bryozoa"
"1834","Colossendeis tenuipedis","Arthropoda"
"1835","Ophiacantha paramedea","Echinodermata"
"1836","Didemnum studeri","Chordata"
"1837","Euphrosine armadilloides","Annelida"
"1838","Euphrosine echidna","Annelida"
"1839","Pherusa kerguelarum","Annelida"
"1840","Glycera kerguelensis","Annelida"
"1841","Osthimosia notialis","Bryozoa"
"1842","Sycozoa georgiana","Chordata"
"1843","Nymphon compactum","Arthropoda"
"1844","Sycozoa sigillinoides","Chordata"
"1845","Thouarella (Thouarella) antarctica","Cnidaria"
"1846","Axiothella antarctica","Annelida"
"1847","Maldanella antarctica","Annelida"
"1848","Romancheina barica","Bryozoa"
"1849","Exochella rogickae","Bryozoa"
"1850","Anchinothria pycnobranchiata","Annelida"
"1851","Leitoscoloplos mawsoni","Annelida"
"1852","Crisia sinclarensis","Bryozoa"
"1853","Styela glans","Chordata"
"1854","Styela wandeli","Chordata"
"1855","Disporella octoradiata","Bryozoa"
"1856","Hornera smitti","Bryozoa"
"1857","Idmidronea antarctica","Bryozoa"
"1858","Peniagone vitrea","Echinodermata"
"1859","Peniagone wiltoni","Echinodermata"
"1860","Synallactes robertsoni","Echinodermata"
"1861","Tubulipora organisans","Bryozoa"
"1862","Tubulipora tubigera","Bryozoa"
"1863","Paranaitis bowersi","Annelida"
"1864","Fenestrulina antarctica","Bryozoa"
"1865","Apiophragma hyalina","Bryozoa"
"1866","Reteporella lepralioides","Bryozoa"
"1867","Reteporella protecta","Bryozoa"
"1868","Brettiopsis triplex","Bryozoa"
"1869","Eunoe anderssoni","Annelida"
"1870","Austrolaenilla setobarba","Annelida"
"1871","Eunoe hartmanae","Annelida"
"1872","Hippomonavella pellucidula","Bryozoa"
"1873","Harmothoe crosetensis","Annelida"
"1874","Jasmineira caeca","Annelida"
"1875","Oriopsis limbata","Annelida"
