Type,Name,Trop,NTemp,NPol,STemp,SPol,
species,Pseudonereis anomala,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Rhynchospio glutaea,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Spiochaetopterus costarum,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Streblospio benedicti,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Syllis alternata,TRUE,TRUE,TRUE,FALSE,FALSE,
species,Acartia tonsa,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Cletocamptus deitersi,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Nannopus palustris,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Oncaea venusta,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Pleuromamma piseki,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Rhincalanus rostrifrons,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Subeucalanus crassus,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Subeucalanus mucronatus,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Subeucalanus pileatus,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Alpheus armillatus,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Alpheus heterochaelis,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Aristaeomorpha foliacea,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Betamorpha fusiformis,FALSE,TRUE,FALSE,TRUE,TRUE,
species,Calcinus anani,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Caprella penantis,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Ciliopagurus strigatus,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Clibanarius vittatus,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Excirolana braziliensis,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Haptosquilla glyptocercus,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Linuparus trigonus,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Panopeus herbstii,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Penaeus japonicus,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Trapezia bidentata,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Trapezia formosa,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Xiphopenaeus kroyeri,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Tetraclita squamosa,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Electra pilosa,FALSE,TRUE,TRUE,TRUE,FALSE,
species,Membranipora membranacea,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Watersipora subtorquata,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Atherinomorus lacunosus,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Atule mate,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Bathygobius soporator,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Benthosema pterotum,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Beryx splendens,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Callionymus filamentosus,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Chrysiptera cyanea,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Corythoichthys haematopterus,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Cyclothone alba,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Dascyllus trimaculatus,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Elops saurus,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Engraulis encrasicolus,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Hippocampus kuda,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Lethrinus olivaceus,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Lutjanus johnii,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Moolgarda seheli,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Mugil curema,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Mugil platanus,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Naso caesius,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Notolepis coatsi,FALSE,TRUE,FALSE,TRUE,TRUE,
species,Periophthalmus argentilineatus,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Platycephalus indicus,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Plectropomus leopardus,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Pomacentrus coelestis,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Pseudochromis fuscus,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Sardinella gibbosa,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Schindleria pietschmanni,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Schindleria praematura,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Scomberomorus commerson,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Selar crumenophthalmus,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Seriola lalandi,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Seriolina nigrofasciata,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Solea solea,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Trimma emeryi,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Trimma naudei,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Trimma okinawae,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Uroconger lepturus,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Botryllus niger,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Cystodytes dellechiajei,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Didemnum granulatum,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Didemnum molle,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Diplosoma listerianum,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Herdmania momus,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Aetobatus narinari,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Raja clavata,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Sphyrna lewini,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Asymmetron lucayanum,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Laticauda colubrina,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Acropora cytherea,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Acropora hyacinthus,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Actinia equina,FALSE,TRUE,TRUE,TRUE,FALSE,
species,Cladopsammia gracilis,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Montastraea annularis,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Pocillopora damicornis,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Sarcophyton glaucum,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Seriatopora hystrix,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Siderastrea radians,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Sphenopus marsupialis,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Stylophora pistillata,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Aglaophenia pluma,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Cryptolaria pectinata,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Dynamena disticha,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Lensia multicristata,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Nemertesia antennina,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Plumularia setacea,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Sertularella mediterranea,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Turritopsis,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Acanthaster planci,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Cryptasterina,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Linckia guildingi,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Patiriella pseudoexigua,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Zoroaster fulgens,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Asthenosoma ijimai,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Echinometra mathaei,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Echinometra oblonga,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Ophiactis savignyi,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Ophiomyxa vivipara,TRUE,FALSE,TRUE,TRUE,FALSE,
species,Ophiura ooplax,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Atrina pectinata,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Brachidontes variabilis,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Lyrodus pedicellatus,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Nucula atacellana,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Pinna saccata,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Pinna muricata,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Tridacna crocea,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Tridacna maxima,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Lolliguncula brevis,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Octopus tetricus,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Octopus vulgaris,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Spirula,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Uroteuthis chinensis,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Uroteuthis chinensis,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Alderia modesta,FALSE,TRUE,TRUE,TRUE,FALSE,
species,Alderia modesta,FALSE,TRUE,TRUE,TRUE,FALSE,
species,Alviniconcha hessleri,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Anteaeolidiella indica,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Astralium rhodostomum,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Bosellia mimetica,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Cerithiopsis tubercularis,TRUE,TRUE,TRUE,FALSE,FALSE,
species,Conus ebraeus,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Conus orbignyi,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Conus sponsalis,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Crepidula plana,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Cryptonatica affinis,TRUE,TRUE,TRUE,FALSE,FALSE,
species,Doris kerguelenensis,TRUE,FALSE,FALSE,TRUE,TRUE,
species,Echinolittorina vidua,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Lepetodrilus elevatus,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Lepetodrilus ovalis,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Lepetodrilus pustulosus,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Lunella cinerea,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Lunella coronata,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Menathais tuberosa,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Naticarius onca,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Notobryon wardi,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Patella rustica,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Phestilla,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Pteraeolidia ianthina,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Stramonita haemastoma,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Tectus pyramis,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Gyratrix hermaphroditus,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Clathrina cerebrum,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Leucetta chagosensis,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Chondrilla nucula,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Cliona celata,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Suberites ficus,TRUE,TRUE,TRUE,FALSE,FALSE,
species,Xestospongia testudinaria,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Aspidosiphon elegans,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Phascolosoma perlucens,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Phascolosoma scolops,TRUE,TRUE,FALSE,TRUE,FALSE,
species,Eteone longa,TRUE,TRUE,TRUE,TRUE,FALSE,
species,Eumida sanguinea,TRUE,TRUE,TRUE,TRUE,FALSE,
species,Flabelligera affinis,TRUE,TRUE,TRUE,TRUE,FALSE,
species,Laonice cirrata,TRUE,TRUE,TRUE,TRUE,FALSE,
species,Leitoscoloplos pugettensis,TRUE,TRUE,TRUE,TRUE,FALSE,
species,Nereiphylla castanea,TRUE,TRUE,TRUE,TRUE,FALSE,
species,Nereis pelagica,TRUE,TRUE,TRUE,TRUE,FALSE,
species,Nothria conchylega,TRUE,TRUE,TRUE,TRUE,FALSE,
species,Ophelina acuminata,TRUE,TRUE,TRUE,TRUE,FALSE,
species,Owenia fusiformis,TRUE,TRUE,TRUE,TRUE,FALSE,
species,Polydora ciliata,TRUE,TRUE,TRUE,TRUE,FALSE,
species,Spiophanes bombyx,TRUE,TRUE,TRUE,TRUE,FALSE,
species,Terebellides stroemi,TRUE,TRUE,TRUE,TRUE,FALSE,
species,Centropages typicus,TRUE,TRUE,TRUE,TRUE,FALSE,
species,Mesocalanus tenuicornis,TRUE,TRUE,TRUE,TRUE,FALSE,
species,Nannocalanus minor,TRUE,TRUE,TRUE,TRUE,FALSE,
species,Nannocalanus minor,TRUE,TRUE,TRUE,TRUE,FALSE,
species,Paracalanus parvus,TRUE,TRUE,TRUE,TRUE,FALSE,
species,Rhincalanus nasutus,TRUE,TRUE,TRUE,TRUE,FALSE,
species,Ischyrocerus anguipes,TRUE,TRUE,TRUE,TRUE,FALSE,
species,Alcyonidium mytili,TRUE,TRUE,TRUE,TRUE,FALSE,
species,Bugula neritina,TRUE,TRUE,FALSE,TRUE,TRUE,
species,Lampris guttatus,TRUE,TRUE,TRUE,TRUE,FALSE,
species,Mugil cephalus,TRUE,TRUE,TRUE,TRUE,FALSE,
species,Hemicorallium laauense,TRUE,TRUE,FALSE,TRUE,TRUE,
species,Paragorgia arborea,TRUE,TRUE,TRUE,TRUE,FALSE,
species,Physalia physalis,TRUE,TRUE,FALSE,TRUE,TRUE,
species,Thuiaria articulata,TRUE,TRUE,TRUE,TRUE,FALSE,
species,Aurelia aurita,TRUE,TRUE,TRUE,TRUE,FALSE,
species,Asterias amurensis,TRUE,TRUE,TRUE,TRUE,FALSE,
species,Marthasterias glacialis,TRUE,TRUE,TRUE,TRUE,FALSE,
species,Echinocardium cordatum,TRUE,TRUE,TRUE,TRUE,FALSE,
species,Amphipholis squamata,TRUE,TRUE,TRUE,TRUE,FALSE,
species,Ophiactis abyssicola,TRUE,TRUE,TRUE,TRUE,FALSE,
species,Ophiothrix fragilis,TRUE,TRUE,TRUE,TRUE,FALSE,
species,Mytilus edulis,TRUE,TRUE,TRUE,TRUE,FALSE,
species,Buccinum undatum,TRUE,TRUE,TRUE,TRUE,FALSE,
species,Geomonhystera disjuncta,TRUE,TRUE,FALSE,TRUE,TRUE,
species,Halomonhystera disjuncta,TRUE,TRUE,FALSE,TRUE,TRUE,
species,Plakina trilopha,TRUE,TRUE,FALSE,TRUE,TRUE,
species,Sipunculus nudus,TRUE,TRUE,TRUE,TRUE,FALSE,
species,Echiniscoides sigismundi,TRUE,TRUE,TRUE,TRUE,FALSE,
species,Brada villosa,TRUE,TRUE,TRUE,TRUE,TRUE,
species,Capitella capitata,TRUE,TRUE,TRUE,TRUE,TRUE,
species,Cirratulus cirratus,TRUE,TRUE,TRUE,TRUE,TRUE,
species,Scalibregma inflatum,TRUE,TRUE,TRUE,TRUE,TRUE,
species,Euterpina acutifrons,TRUE,TRUE,TRUE,TRUE,TRUE,
species,Metridia lucens,TRUE,TRUE,TRUE,TRUE,TRUE,
species,Eurythenes gryllus,TRUE,TRUE,TRUE,TRUE,TRUE,
species,Themisto gaudichaudii,TRUE,TRUE,TRUE,TRUE,TRUE,
species,Celleporella hyalina,TRUE,TRUE,TRUE,TRUE,TRUE,
species,Eukrohnia hamata,TRUE,TRUE,TRUE,TRUE,TRUE,
species,Ciona intestinalis,TRUE,TRUE,TRUE,TRUE,TRUE,
species,Ciona intestinalis,TRUE,TRUE,TRUE,TRUE,TRUE,
species,Lafoea dumosa,TRUE,TRUE,TRUE,TRUE,TRUE,
species,Hiatella arctica,TRUE,TRUE,TRUE,TRUE,TRUE,
genus,Marionina,,,,,,
genus,Dipolydora,,,,,,
genus,Eunice,,,,,,
genus,Marphysa,,,,,,
genus,Oasisia,,,,,,
genus,Paranaitis,,,,,,
genus,Polydora,,,,,,
genus,Sabellastarte,,,,,,
genus,Vrijenhoekia,,,,,,
genus,Acartia,,,,,,
genus,Pareucalanus,,,,,,
genus,Pseudocyclops,,,,,,
genus,Abyssorchomene,,,,,,
genus,Allogalathea,,,,,,
genus,Alpheus,,,,,,
genus,Calcinus,,,,,,
genus,Carcinus,,,,,,
genus,Gammarus,,,,,,
genus,Jassa,,,,,,
genus,Liopetrolisthes,,,,,,
genus,Munida,,,,,,
genus,Panopeus,,,,,,
genus,Paratanais,,,,,,
genus,Pseudodromia,,,,,,
genus,Raymunida,,,,,,
genus,Sadayoshia,,,,,,
genus,Synalpheus,,,,,,
genus,Thenus,,,,,,
genus,Chthamalus,,,,,,
genus,Discoporella,,,,,,
genus,Rhynchozoon,,,,,,
genus,Akkonov,,,,,,
genus,Albula,,,,,,
genus,Amphiprion,,,,,,
genus,Bollmannia,,,,,,
genus,Gobiosoma,,,,,,
genus,Halichoeres,,,,,,
genus,Macrourus,,,,,,
genus,Taenioides,,,,,,
genus,Trimma,,,,,,
genus,Myliobatis,,,,,,
genus,Orectolobus,,,,,,
genus,Squatina,,,,,,
genus,Eubalaena,,,,,,
genus,Neophocaena,,,,,,
genus,Sotalia,,,,,,
genus,Tursiops,,,,,,
genus,Acropora,,,,,,
genus,Metridium,,,,,,
genus,Paramuricea,,,,,,
genus,Clytia,,,,,,
genus,Cordylophora,,,,,,
genus,Eugymnanthea,,,,,,
genus,Hydractinia,,,,,,
genus,Millepora,,,,,,
genus,Aurelia,,,,,,
genus,Cassiopea,,,,,,
genus,Drymonema,,,,,,
genus,Echinaster,,,,,,
genus,Leptasterias,,,,,,
genus,Cenolia,,,,,,
genus,Echinometra,,,,,,
genus,Mellita,,,,,,
genus,Holothuria,,,,,,
genus,Acrocnida,,,,,,
genus,Clarkcoma,,,,,,
genus,Ophiothrix,,,,,,
genus,Saccoglossus,,,,,,
genus,Acar,,,,,,
genus,Bathymodiolus,,,,,,
genus,Crassostrea,,,,,,
genus,Geukensia,,,,,,
genus,Lithophaga,,,,,,
genus,Meretrix,,,,,,
genus,Nautilus,,,,,,
genus,Ascorhis,,,,,,
genus,Bathytoma,,,,,,
genus,Bostrycapulus,,,,,,
genus,Cerithidea,,,,,,
genus,Chicoreus,,,,,,
genus,Crepidula,,,,,,
genus,Dendronotus,,,,,,
genus,Doto,,,,,,
genus,Flabellina,,,,,,
genus,Hydrobia,,,,,,
genus,Lunella,,,,,,
genus,Pontohedyle,,,,,,
genus,Pseudunela,,,,,,
genus,Ototyphlonemertes,,,,,,
genus,Lineus,,,,,,
genus,Clathrina,,,,,,
genus,Hexadella,,,,,,
genus,Latrunculia,,,,,,
genus,Placospongia,,,,,,
genus,Oscarella,,,,,,
