-0.021779907	0.208418891	0.01026694	-4
7.800965672	0.128056466	0.021510797	0
-3.26761591	0.041531473	0.016872161	4
-3.019835901	0.551020408	0	4
-3.011326628	0.25	0	4
-3.019853609	0.127659574	0.021276596	4
-3.025504299	0.212121212	0.060606061	4
2.902459921	0.068342644	0.017318436	4
-3.011184372	0.333333333	0	4
-4.869781611	0.163075401	0.011623953	4
-3.01122822	1	0	-4
-1.604099711	0.017844887	0.008064516	4
-1.796296332	0.118959108	0.029739777	-4
-3.022050056	0.607142857	0.035714286	4
-3.023767121	0	0.052631579	4
1.829685224	0.177616927	0.022828508	4
-3.011326628	0.25	0	-4
-3.042113972	0.125	0.208333333	-4
-3.213000259	0.098143236	0.074270557	-4
1.584091411	0.038365453	0.006780871	4
-1.46307454	0.21969697	0.106060606	4
0.433047715	0.546588671	0.012176924	-4
2.78897481	0.091282051	0.011623932	0
2.012169474	0.622240392	0.006541292	4
-3.021577987	0.571428571	0	4
0.146610807	0.970149254	0.007462687	4
-0.816618121	0.817204301	0.021505376	4
3.381123073	0.244410285	0.022778088	-4
-3.042534517	0.468085106	0.085106383	4
5.800622103	0.215659713	0.010295313	-4
1.260633935	0.303167421	0.076923077	-4
-3.025024516	0.489795918	0.020408163	NA
3.058730954	0.221638655	0.005777311	-4
-0.925514668	0.204172876	0.011922504	-4
2.70731217	0.272683859	0.00286533	-4
3.915866978	0.151438849	0.024100719	-4
-3.039829226	0.127659574	0.021276596	-4
2.580294233	0.491400491	0.007371007	4
-3.012742411	0.166666667	0	-4
-2.216757029	0.206084396	0.010794897	-4
-3.102691796	0.024263432	0.017331023	-4
-3.081965195	0.04137931	0.031034483	4
2.174559406	0.131727167	0.004931684	0
-2.092085205	0.037054192	0.043075498	4
-2.355664923	0.018137848	0.019951632	4
4.475582172	0.177165354	0.003937008	-4
-1.901903385	0.007575758	0.212121212	-4
-1.924631685	0.092230372	0.044145613	-4
-3.137141921	0.105726872	0.017621145	-4
-2.052601146	0.146853147	0.027972028	4
-3.016449545	0.2	0.2	4
