"","i","cs_present","size","phylum"
"26944","Tyrrheniella","FALSE","1","Platyhelminthes"
"26945","Tyrrhenocythere","FALSE","2","Arthropoda"
"26946","Tyson","FALSE","1","Chordata"
"26947","Tythothyris","FALSE","1","Brachiopoda"
"26948","Tytthocope","FALSE","8","Arthropoda"
"26949","Tytthosoceros","FALSE","1","Platyhelminthes"
"26950","Uberella","FALSE","5","Mollusca"
"26951","Ubius","FALSE","1","Arthropoda"
"26952","Uca","FALSE","11","Arthropoda"
"26953","Uchidana","FALSE","1","Nemertea"
"26954","Ucides","FALSE","2","Arthropoda"
"26955","Ucla","FALSE","1","Chordata"
"26956","Udonella","FALSE","9","Platyhelminthes"
"26957","Uenasellus","FALSE","1","Arthropoda"
"26958","Uharella","FALSE","1","Bryozoa"
"26959","Uhlias","FALSE","2","Arthropoda"
"26960","Ulaema","FALSE","1","Chordata"
"26961","Ulakanthura","FALSE","7","Arthropoda"
"26962","Uldanamia","FALSE","1","Arthropoda"
"26963","Ulianinia","FALSE","3","Platyhelminthes"
"26964","Ulladulla","FALSE","1","Arthropoda"
"26965","Ulloaia","FALSE","1","Arthropoda"
"26966","Ulmaris","FALSE","2","Cnidaria"
"26967","Ulophysema","FALSE","2","Arthropoda"
"26968","Ulosa","FALSE","16","Porifera"
"26969","Ultimachelium","FALSE","4","Arthropoda"
"26970","Ulua","FALSE","2","Chordata"
"26971","Ulvaria","FALSE","1","Chordata"
"26972","Ulvicola","FALSE","1","Chordata"
"26973","Umagilla","FALSE","5","Platyhelminthes"
"26974","Umalia","FALSE","7","Arthropoda"
"26975","Umazuracola","FALSE","2","Arthropoda"
"26976","Umbellapathes","FALSE","2","Cnidaria"
"26977","Umbellula","FALSE","23","Cnidaria"
"26978","Umbellulifera","FALSE","5","Cnidaria"
"26979","Umbilia","FALSE","5","Mollusca"
"26980","Umbilibalcis","FALSE","3","Mollusca"
"26981","Umbonium","FALSE","8","Mollusca"
"26982","Umbonula","FALSE","6","Bryozoa"
"26983","Umbraculum","FALSE","2","Mollusca"
"26984","Umbrina","FALSE","17","Chordata"
"26985","Umimayanthus","FALSE","4","Cnidaria"
"26986","Unanereis","FALSE","2","Annelida"
"26987","Unantra","FALSE","1","Xenacoelomorpha"
"26988","Uncibilocularis","FALSE","8","Platyhelminthes"
"26989","Unciherpia","FALSE","1","Mollusca"
"26990","Uncimenia","FALSE","1","Mollusca"
"26991","Uncinaria","FALSE","2","Nematoda"
"26992","Uncinatera","FALSE","1","Porifera"
"26993","Uncinochaeta","FALSE","1","Annelida"
"26994","Uncinorhynchus","FALSE","8","Platyhelminthes"
"26995","Uncinotarsus","FALSE","1","Arthropoda"
"26996","Unciola","FALSE","14","Arthropoda"
"26997","Unciolella","FALSE","4","Arthropoda"
"26998","Uncispio","FALSE","4","Annelida"
"26999","Uncisudis","FALSE","4","Chordata"
"27000","Uncopherusa","FALSE","3","Annelida"
"27001","Uncopolynoe","FALSE","1","Annelida"
"27002","Uncorbinia","FALSE","1","Annelida"
"27003","Undecimastus","FALSE","1","Annelida"
"27004","Undeuchaeta","FALSE","5","Arthropoda"
"27005","Undina","FALSE","2","Arthropoda"
"27006","Undinella","FALSE","9","Arthropoda"
"27007","Undinothrix","FALSE","1","Arthropoda"
"27008","Undinula","FALSE","1","Arthropoda"
"27009","Unedogemmula","FALSE","3","Mollusca"
"27010","Unesconia","FALSE","1","Arthropoda"
"27011","Unguicaris","FALSE","4","Arthropoda"
"27012","Unguispinosus","FALSE","1","Arthropoda"
"27013","Unguitrema","FALSE","1","Chordata"
"27014","Unguja","FALSE","1","Arthropoda"
"27015","Ungulilaimus","FALSE","1","Nematoda"
"27016","Ungulina","FALSE","2","Mollusca"
"27017","Ungusurculus","FALSE","6","Chordata"
"27018","Unibrachium","FALSE","2","Annelida"
"27019","Unicapsula","FALSE","5","Cnidaria"
"27020","Unicispina","FALSE","1","Arthropoda"
"27021","Unicolax","FALSE","8","Arthropoda"
"27022","Unidentia","FALSE","4","Mollusca"
"27023","Unilacinia","FALSE","1","Platyhelminthes"
"27024","Uniophora","FALSE","3","Echinodermata"
"27025","Uniporodrilus","FALSE","6","Annelida"
"27026","Uniporus","FALSE","4","Nemertea"
"27027","Unisaccus","FALSE","7","Platyhelminthes"
"27028","Uniscyphus","FALSE","1","Cnidaria"
"27029","Unispinosus","FALSE","1","Arthropoda"
"27030","Unitanaissus","FALSE","1","Arthropoda"
"27031","Unitubulotestis","FALSE","7","Platyhelminthes"
"27032","Unnithanaxine","FALSE","2","Platyhelminthes"
"27033","Unnithania","FALSE","1","Platyhelminthes"
"27034","Unsia","FALSE","1","Platyhelminthes"
"27035","Unyapheonoides","FALSE","1","Arthropoda"
"27036","Upeneichthys","FALSE","3","Chordata"
"27037","Upeneus","FALSE","38","Chordata"
"27038","Upenicola","FALSE","3","Platyhelminthes"
"27039","Uperotus","FALSE","3","Mollusca"
"27040","Upogebia","TRUE","124","Arthropoda"
"27041","Upogebione","FALSE","4","Arthropoda"
"27042","Upogebiophilus","FALSE","1","Arthropoda"
"27043","Upselaspis","FALSE","1","Arthropoda"
"27044","Uptionyx","FALSE","1","Arthropoda"
"27045","Uranoscopus","FALSE","24","Chordata"
"27046","Uranotaenia","FALSE","1","Arthropoda"
"27047","Urashima","FALSE","2","Arthropoda"
"27048","Urashimea","FALSE","1","Cnidaria"
"27049","Uraspis","FALSE","3","Chordata"
"27050","Urasterias","FALSE","1","Echinodermata"
"27051","Urastoma","FALSE","1","Platyhelminthes"
"27052","Urceolipora","FALSE","2","Bryozoa"
"27053","Urechinus","FALSE","3","Echinodermata"
"27054","Urechis","FALSE","4","Annelida"
"27055","Urgorria","FALSE","2","Mollusca"
"27056","Uria","FALSE","2","Chordata"
"27057","Urias","FALSE","1","Arthropoda"
"27058","Uricholemma","FALSE","1","Nemertea"
"27059","Urinatrema","FALSE","2","Platyhelminthes"
"27060","Uriopha","FALSE","1","Echinodermata"
"27061","Uristes","FALSE","6","Arthropoda"
"27062","Urnalana","FALSE","22","Arthropoda"
"27063","Urnaloricus","FALSE","1","Loricifera"
"27064","Urobatis","FALSE","6","Chordata"
"27065","Urobopyrus","FALSE","1","Arthropoda"
"27066","Urocampus","FALSE","2","Chordata"
"27067","Urocaridella","FALSE","7","Arthropoda"
"27068","Urocaris","FALSE","1","Arthropoda"
"27069","Uroconger","TRUE","4","Chordata"
"27070","Urocopia","FALSE","3","Arthropoda"
"27071","Urocorycaeus","FALSE","3","Arthropoda"
"27072","Urocotyle","FALSE","4","Platyhelminthes"
"27073","Urocythereis","FALSE","11","Arthropoda"
"27074","Urodasys","FALSE","16","Gastrotricha"
"27075","Urogymnus","FALSE","5","Chordata"
"27076","Urohaustorius","FALSE","13","Arthropoda"
"27077","Uroleberis","FALSE","4","Arthropoda"
"27078","Urolophus","FALSE","22","Chordata"
"27079","Uromunna","FALSE","23","Arthropoda"
"27080","Urophoxus","FALSE","1","Arthropoda"
"27081","Urophycis","FALSE","8","Chordata"
"27082","Uropterygius","FALSE","20","Chordata"
"27083","Uroptychodes","FALSE","12","Arthropoda"
"27084","Uroptychus","TRUE","258","Arthropoda"
"27085","Urosalpinx","FALSE","7","Mollusca"
"27086","Uroteuthis","TRUE","15","Mollusca"
"27087","Urothoe","FALSE","46","Arthropoda"
"27088","Urothoides","FALSE","10","Arthropoda"
"27089","Urothopsis","FALSE","1","Arthropoda"
"27090","Urotrygon","FALSE","13","Chordata"
"27091","Ursinoscorpaenopsis","FALSE","1","Chordata"
"27092","Urstylis","FALSE","3","Arthropoda"
"27093","Ursus","FALSE","1","Chordata"
"27094","Urticina","FALSE","14","Cnidaria"
"27095","Urticinopsis","FALSE","2","Cnidaria"
"27096","Uruma","FALSE","1","Arthropoda"
"27097","Urumella","FALSE","1","Mollusca"
"27098","Usarpnema","FALSE","1","Nematoda"
"27099","Uschakovia","FALSE","1","Bryozoa"
"27100","Uschakoviella","FALSE","1","Arthropoda"
"27101","Uschakovius","FALSE","1","Annelida"
"27102","Uscia","FALSE","1","Bryozoa"
"27103","Usilla","FALSE","2","Mollusca"
"27104","Ute","FALSE","10","Porifera"
"27105","Utelga","FALSE","10","Platyhelminthes"
"27106","Uteopsis","FALSE","1","Porifera"
"27107","Uteriporus","FALSE","2","Platyhelminthes"
"27108","Utica","FALSE","7","Arthropoda"
"27109","Utinga","FALSE","1","Bryozoa"
"27110","Utinomiella","FALSE","1","Arthropoda"
"27111","Utolineides","FALSE","2","Nemertea"
"27112","Utolineus","FALSE","1","Nemertea"
"27113","Utralvoherpia","FALSE","1","Mollusca"
"27114","Uttleya","FALSE","3","Mollusca"
"27115","Uvanilla","FALSE","4","Mollusca"
"27116","Uzumakiella","FALSE","3","Mollusca"
"27117","Vaceletia","FALSE","1","Porifera"
"27118","Vacerrena","FALSE","2","Mollusca"
"27119","Vaceuchelus","FALSE","23","Mollusca"
"27120","Vadosiapus","FALSE","1","Arthropoda"
"27121","Vagna","FALSE","3","Mollusca"
"27122","Vahinius","FALSE","2","Arthropoda"
"27123","Valamugil","FALSE","3","Chordata"
"27124","Valdemunitella","FALSE","9","Bryozoa"
"27125","Valdivianemertes","FALSE","2","Nemertea"
"27126","Valdiviathyris","FALSE","1","Brachiopoda"
"27127","Valdiviella","FALSE","7","Arthropoda"
"27128","Valenciennea","FALSE","16","Chordata"
"27129","Valenciennellus","FALSE","2","Chordata"
"27130","Valencinia","FALSE","4","Nemertea"
"27131","Valencinina","FALSE","3","Nemertea"
"27132","Valencinura","FALSE","2","Nemertea"
"27133","Valettia","FALSE","2","Arthropoda"
"27134","Valettietta","FALSE","5","Arthropoda"
"27135","Valettiopsis","FALSE","7","Arthropoda"
"27136","Valipora","FALSE","3","Platyhelminthes"
"27137","Vallentinia","FALSE","3","Cnidaria"
"27138","Vallicula","FALSE","1","Ctenophora"
"27139","Vallisia","FALSE","1","Platyhelminthes"
"27140","Vallisiopsis","FALSE","2","Platyhelminthes"
"27141","Vallorchestia","FALSE","1","Arthropoda"
"27142","Valvaelaimus","FALSE","2","Nematoda"
"27143","Valvaster","FALSE","1","Echinodermata"
"27144","Valvognathia","FALSE","1","Gnathostomulida"
"27145","Vampiropolynoe","FALSE","1","Annelida"
"27146","Vampyrocrossota","FALSE","1","Cnidaria"
"27147","Vampyrognathia","FALSE","3","Gnathostomulida"
"27148","Vampyroteuthis","FALSE","1","Mollusca"
"27149","Vanacampus","FALSE","4","Chordata"
"27150","Vanadis","FALSE","12","Annelida"
"27151","Vanbenedenia","FALSE","4","Arthropoda"
"27152","Vandenboldina","FALSE","1","Arthropoda"
"27153","Vanderhorstia","FALSE","29","Chordata"
"27154","Vanellus","FALSE","7","Chordata"
"27155","Vaneyella","FALSE","2","Echinodermata"
"27156","Vanhoeffenura","FALSE","18","Arthropoda"
"27157","Vanikoro","FALSE","33","Mollusca"
"27158","Vanitrochus","FALSE","3","Mollusca"
"27159","Vanneaugobius","FALSE","3","Chordata"
"27160","Vannuccia","FALSE","5","Platyhelminthes"
"27161","Vansoestia","FALSE","1","Porifera"
"27162","Vanstraelenia","FALSE","1","Chordata"
"27163","Varanusia","FALSE","1","Annelida"
"27164","Varelacreptotrema","FALSE","1","Platyhelminthes"
"27165","Vargula","FALSE","40","Arthropoda"
"27166","Varialvus","FALSE","5","Platyhelminthes"
"27167","Variciscala","FALSE","1","Mollusca"
"27168","Varicopeza","FALSE","2","Mollusca"
"27169","Varicorbula","FALSE","5","Mollusca"
"27170","Varicospira","FALSE","4","Mollusca"
"27171","Varicus","FALSE","7","Chordata"
"27172","Varinucula","FALSE","1","Mollusca"
"27173","Variola","FALSE","2","Chordata"
"27174","Variolepis","FALSE","1","Platyhelminthes"
"27175","Varitentacula","FALSE","1","Cnidaria"
"27176","Varohios","FALSE","4","Arthropoda"
"27177","Varotoga","FALSE","2","Mollusca"
"27178","Varuna","FALSE","2","Arthropoda"
"27179","Vasco","FALSE","1","Arthropoda"
"27180","Vasconiella","FALSE","1","Mollusca"
"27181","Vasculonema","FALSE","2","Nematoda"
"27182","Vasignyella","FALSE","2","Bryozoa"
"27183","Vasorhabdochona","FALSE","1","Nematoda"
"27184","Vasostoma","FALSE","8","Nematoda"
"27185","Vasticardium","FALSE","40","Mollusca"
"27186","Vasula","FALSE","3","Mollusca"
"27187","Vasum","FALSE","15","Mollusca"
"27188","Vatapa","FALSE","2","Platyhelminthes"
"27189","Vauclusia","FALSE","2","Platyhelminthes"
"27190","Vaughanella","FALSE","4","Cnidaria"
"27191","Vaughanites","FALSE","1","Mollusca"
"27192","Vaughtia","FALSE","12","Mollusca"
"27193","Vaunthompsonia","FALSE","14","Arthropoda"
"27194","Vayssierea","FALSE","4","Mollusca"
"27195","Vazella","FALSE","1","Porifera"
"27196","Vectoriella","FALSE","3","Arthropoda"
"27197","Vejdovskya","FALSE","10","Platyhelminthes"
"27198","Velamen","FALSE","1","Ctenophora"
"27199","Velella","FALSE","1","Cnidaria"
"27200","Veleroa","FALSE","1","Bryozoa"
"27201","Veleronia","FALSE","2","Arthropoda"
"27202","Veleroniopsis","FALSE","1","Arthropoda"
"27203","Veleropilina","FALSE","9","Mollusca"
"27204","Velifer","FALSE","1","Chordata"
"27205","Vellicolla","FALSE","7","Mollusca"
"27206","Vellitor","FALSE","2","Chordata"
"27207","Vellodius","FALSE","1","Arthropoda"
"27208","Vellumnus","FALSE","5","Arthropoda"
"27209","Velodona","FALSE","1","Mollusca"
"27210","Velolambrus","FALSE","2","Arthropoda"
"27211","Velutina","FALSE","11","Mollusca"
"27212","Vema","FALSE","4","Mollusca"
"27213","Vemacumella","FALSE","2","Arthropoda"
"27214","Vemakylindrus","FALSE","14","Arthropoda"
"27215","Vemana","FALSE","4","Arthropoda"
"27216","Vemaster","FALSE","1","Echinodermata"
"27217","Vemathambema","FALSE","2","Arthropoda"
"27218","Venefica","FALSE","5","Chordata"
"27219","Venericythere","FALSE","5","Arthropoda"
"27220","Veneriglossa","FALSE","1","Mollusca"
"27221","Veneriserva","FALSE","1","Annelida"
"27222","Venerupis","FALSE","9","Mollusca"
"27223","Venitus","FALSE","5","Arthropoda"
"27224","Vensiasa","FALSE","1","Arthropoda"
"27225","Ventichthys","FALSE","1","Chordata"
"27226","Ventiella","FALSE","1","Arthropoda"
"27227","Ventojassa","FALSE","8","Arthropoda"
"27228","Ventriculina","FALSE","1","Arthropoda"
"27229","Ventrifossa","FALSE","24","Chordata"
"27230","Ventsia","FALSE","2","Mollusca"
"27231","Venus","FALSE","13","Mollusca"
"27232","Venusicola","FALSE","1","Platyhelminthes"
"27233","Venustatrochus","FALSE","7","Mollusca"
"27234","Venusticrus","FALSE","4","Arthropoda"
"27235","Venustoma","FALSE","2","Mollusca"
"27236","Veprecula","FALSE","16","Mollusca"
"27237","Vepricardium","FALSE","9","Mollusca"
"27238","Veprichlamys","FALSE","7","Mollusca"
"27239","Vepridaphne","FALSE","1","Mollusca"
"27240","Verasper","FALSE","2","Chordata"
"27241","Vercoia","FALSE","4","Arthropoda"
"27242","Verconia","FALSE","21","Mollusca"
"27243","Verdeia","FALSE","2","Arthropoda"
"27244","Veretillum","FALSE","7","Cnidaria"
"27245","Verilarca","FALSE","6","Mollusca"
"27246","Verilus","FALSE","1","Chordata"
"27247","Vermectias","FALSE","2","Arthropoda"
"27248","Vermeijius","FALSE","3","Mollusca"
"27249","Vermetus","FALSE","17","Mollusca"
"27250","Vermicaris","FALSE","2","Arthropoda"
"27251","Vermichiton","FALSE","1","Mollusca"
"27252","Vermicularia","FALSE","10","Mollusca"
"27253","Vermiculus","FALSE","3","Nemertea"
"27254","Vermiliopsis","FALSE","16","Annelida"
"27255","Vermitexta","FALSE","1","Mollusca"
"27256","Veromenia","FALSE","1","Mollusca"
"27257","Veronajassa","FALSE","1","Arthropoda"
"27258","Verongula","FALSE","3","Porifera"
"27259","Verpa","FALSE","2","Mollusca"
"27260","Verrillactis","FALSE","2","Cnidaria"
"27261","Verrillianemertes","FALSE","2","Nemertea"
"27262","Verruca","FALSE","11","Arthropoda"
"27263","Verrucapelma","FALSE","3","Annelida"
"27264","Verrucaprella","FALSE","1","Arthropoda"
"27265","Verrucella","FALSE","26","Cnidaria"
"27266","Verrucocoeloidea","FALSE","2","Porifera"
"27267","Verseveldtia","FALSE","2","Cnidaria"
"27268","Versuriga","FALSE","1","Cnidaria"
"27269","Vertambitus","FALSE","6","Mollusca"
"27270","Vertebroscalpellum","FALSE","5","Arthropoda"
"27271","Verticipronus","FALSE","2","Mollusca"
"27272","Verticordia","FALSE","13","Mollusca"
"27273","Verticosta","FALSE","5","Mollusca"
"27274","Verticotelson","FALSE","1","Arthropoda"
"27275","Vertisphaera","FALSE","1","Mollusca"
"27276","Verulux","FALSE","1","Chordata"
"27277","Verutipes","FALSE","2","Arthropoda"
"27278","Vesicocoelium","FALSE","1","Platyhelminthes"
"27279","Vesicomya","TRUE","19","Mollusca"
"27280","Vesicomyicola","FALSE","1","Annelida"
"27281","Vesicularia","FALSE","4","Bryozoa"
"27282","Vespicula","FALSE","4","Chordata"
"27283","Vestigiramus","FALSE","2","Arthropoda"
"27284","Vetericaris","FALSE","1","Arthropoda"
"27285","Vettoria","FALSE","4","Arthropoda"
"27286","Vetulina","FALSE","5","Porifera"
"27287","Vetulonia","FALSE","6","Mollusca"
"27288","Vexilla","FALSE","2","Mollusca"
"27289","Vexillipar","FALSE","1","Arthropoda"
"27290","Vexillum","FALSE","376","Mollusca"
"27291","Vexitomina","FALSE","8","Mollusca"
"27292","Viaderiana","FALSE","16","Arthropoda"
"27293","Vibilia","FALSE","23","Arthropoda"
"27294","Vibilioides","FALSE","1","Arthropoda"
"27295","Vibracellina","FALSE","5","Bryozoa"
"27296","Vicimitra","FALSE","1","Mollusca"
"27297","Vicinisyndes","FALSE","1","Arthropoda"
"27298","Vicitopisa","FALSE","1","Arthropoda"
"27299","Victometopa","FALSE","1","Arthropoda"
"27300","Victorella","FALSE","4","Bryozoa"
"27301","Victorgorgia","FALSE","6","Cnidaria"
"27302","Victorhensenoides","FALSE","1","Arthropoda"
"27303","Victoriopisa","FALSE","12","Arthropoda"
"27304","Vieitezia","FALSE","1","Nemertea"
"27305","Vietophoxus","FALSE","1","Arthropoda"
"27306","Vietorchestia","FALSE","1","Arthropoda"
"27307","Vigtorniella","FALSE","1","Annelida"
"27308","Vijaya","FALSE","1","Arthropoda"
"27309","Vilasina","FALSE","5","Mollusca"
"27310","Villarrealina","FALSE","1","Platyhelminthes"
"27311","Villicharixa","FALSE","2","Bryozoa"
"27312","Villogorgia","FALSE","38","Cnidaria"
"27313","Villoplax","FALSE","1","Arthropoda"
"27314","Villorita","FALSE","1","Mollusca"
"27315","Vimentum","FALSE","2","Mollusca"
"27316","Viminella","FALSE","15","Cnidaria"
"27317","Vincentia","FALSE","5","Chordata"
"27318","Vinciguerria","FALSE","5","Chordata"
"27319","Vinearia","FALSE","3","Annelida"
"27320","Vinogradovopleustes","FALSE","1","Arthropoda"
"27321","Violacytherois","FALSE","2","Arthropoda"
"27322","Vir","FALSE","6","Arthropoda"
"27323","Virchowia","FALSE","6","Annelida"
"27324","Virgammaropsis","FALSE","1","Arthropoda"
"27325","Virganthura","FALSE","1","Arthropoda"
"27326","Virgularia","FALSE","20","Cnidaria"
"27327","Virididentex","FALSE","1","Chordata"
"27328","Virididentula","FALSE","1","Bryozoa"
"27329","Viridifusus","FALSE","4","Mollusca"
"27330","Viridotheres","FALSE","8","Arthropoda"
"27331","Viridrillia","FALSE","4","Mollusca"
"27332","Viriola","FALSE","28","Mollusca"
"27333","Viriolopsis","FALSE","3","Mollusca"
"27334","Visaya","FALSE","1","Arthropoda"
"27335","Visayaseguenzia","FALSE","3","Mollusca"
"27336","Visayasia","FALSE","2","Arthropoda"
"27337","Visayax","FALSE","2","Arthropoda"
"27338","Visayeres","FALSE","1","Arthropoda"
"27339","Viscosia","FALSE","87","Nematoda"
"27340","Visma","FALSE","1","Mollusca"
"27341","Vitellibaculum","FALSE","6","Platyhelminthes"
"27342","Vitellinariotrema","FALSE","1","Platyhelminthes"
"27343","Vitiaziella","FALSE","1","Chordata"
"27344","Vitjasiella","FALSE","1","Arthropoda"
"27345","Vitjazaster","FALSE","1","Echinodermata"
"27346","Vitjazema","FALSE","4","Annelida"
"27347","Vitjaziana","FALSE","1","Arthropoda"
"27348","Vitjazinella","FALSE","1","Mollusca"
"27349","Vitjazmaia","FALSE","1","Arthropoda"
"27350","Vitracar","FALSE","1","Mollusca"
"27351","Vitreledonella","FALSE","2","Mollusca"
"27352","Vitreobalcis","FALSE","3","Mollusca"
"27353","Vitreolina","FALSE","28","Mollusca"
"27354","Vitreotubus","FALSE","1","Annelida"
"27355","Vitricythara","FALSE","1","Mollusca"
"27356","Vitridomus","FALSE","2","Mollusca"
"27357","Vitrimurella","FALSE","5","Bryozoa"
"27358","Vitrinella","FALSE","56","Mollusca"
"27359","Vitrinorbis","FALSE","5","Mollusca"
"27360","Vitrius","FALSE","1","Bryozoa"
"27361","Vitrollula","FALSE","1","Porifera"
"27362","Vitrum","FALSE","1","Chordata"
"27363","Vitta","FALSE","2","Mollusca"
"27364","Vittirhynchus","FALSE","1","Platyhelminthes"
"27365","Vitularia","FALSE","6","Mollusca"
"27366","Vityazicrinus","FALSE","1","Echinodermata"
"27367","Vityaziella","FALSE","1","Porifera"
"27368","Vityazoecia","FALSE","2","Arthropoda"
"27369","Vivgottoia","FALSE","1","Arthropoda"
"27370","Vix","FALSE","1","Bryozoa"
"27371","Vladichthys","FALSE","1","Chordata"
"27372","Vogtia","FALSE","4","Cnidaria"
"27373","Vojmirophthalmus","FALSE","2","Arthropoda"
"27374","Vokesimurex","FALSE","38","Mollusca"
"27375","Vokesinotus","FALSE","1","Mollusca"
"27376","Volachlamys","FALSE","5","Mollusca"
"27377","Volegalea","FALSE","3","Mollusca"
"27378","Volema","FALSE","2","Mollusca"
"27379","Volgacuma","FALSE","1","Arthropoda"
"27380","Volkmannia","FALSE","2","Arthropoda"
