"","Species","Phylum","Class"
"36770","Acryptolaria gracilis","Cnidaria","Hydrozoa"
"36771","Plumularia wattsi","Cnidaria","Hydrozoa"
"36772","Polyplumaria cornuta","Cnidaria","Hydrozoa"
"36773","Villogorgia ceylonensis","Cnidaria","Anthozoa"
"36774","Lobophytum catalai","Cnidaria","Anthozoa"
"36775","Micronereis halei","Annelida","Polychaeta"
"36776","Eoschizopera reducta","Arthropoda","Copepoda"
"36777","Neodactylopus trichodes","Arthropoda","Copepoda"
"36778","Schizopera spinifer","Arthropoda","Copepoda"
"36779","Stellicola holothuriae","Arthropoda","Copepoda"
"36780","Raowellsia maculata","Arthropoda","Copepoda"
"36781","Mediaster boardmani","Echinodermata","Asteroidea"
"36782","Cymadusa chalongana","Arthropoda","Malacostraca"
"36783","Pycnadenoides reversati","Platyhelminthes","Trematoda"
"36784","Uroptychodes grandirostris","Arthropoda","Malacostraca"
"36785","Tonna chinensis","Mollusca","Gastropoda"
"36786","Conchoecetes andamanicus","Arthropoda","Malacostraca"
"36787","Seulocia rhomboidalis","Arthropoda","Malacostraca"
"36788","Macrophthalmus (Macrophthalmus) transversus","Arthropoda","Malacostraca"
"36789","Diacypris","Arthropoda","Ostracoda"
"36790","Thairopora","Bryozoa","Gymnolaemata"
"36791","Steginoporella truncata","Bryozoa","Gymnolaemata"
"36792","Bispira serrata","Annelida","Polychaeta"
"36793","Limnodriloides cribensis","Annelida","Clitellata"
"36794","Halobates (Halobates) hayanus","Arthropoda","Hexapoda"
"36795","Gitanopsis gouriae","Arthropoda","Malacostraca"
"36796","Exoediceroides latrans","Arthropoda","Malacostraca"
"36797","Bankivia","Mollusca","Gastropoda"
"36798","Microcyphus keiensis","Echinodermata","Echinoidea"
"36799","Protenaster australis","Echinodermata","Echinoidea"
"36800","Epitonium coretum","Mollusca","Gastropoda"
"36801","Bankia bipalmulata","Mollusca","Bivalvia"
"36802","Callistoctopus dierythraeus","Mollusca","Cephalopoda"
"36803","Abdia latipalpus","Arthropoda","Malacostraca"
"36804","Ryphila verrucosa","Arthropoda","Malacostraca"
"36805","Aplidium panis","Chordata","Ascidiacea"
"36806","Austrorissopsis maccoyi","Mollusca","Gastropoda"
"36807","Semicassis adcocki","Mollusca","Gastropoda"
"36808","Amoria exoptanda","Mollusca","Gastropoda"
"36809","Laevilitorina johnstoni","Mollusca","Gastropoda"
"36810","Haplosyllis ingensicola","Annelida","Polychaeta"
"36811","Fulvia aperta","Mollusca","Bivalvia"
"36812","Ophelina grandis","Annelida","Polychaeta"
"36813","Epigonus tuberculatus","Chordata","Teleostei"
"36814","Alaona ala","Mollusca","Bivalvia"
"36815","Mycale (Zygomycale) pectinicola","Porifera","Demospongiae"
"36816","Plectorhinchus caeruleonothus","Chordata","Teleostei"
"36817","Planiliza","Chordata","Teleostei"
"36818","Parasesarma onychophorum","Arthropoda","Malacostraca"
"36819","Pseudobalucopsylla triarticulata","Arthropoda","Copepoda"
"36820","Charybdis (Archias) ornata","Arthropoda","Malacostraca"
"36821","Latona spinosa","Mollusca","Bivalvia"
"36822","Orcaella brevirostris","Chordata","Mammalia"
"36823","Halichoeres socialis","Chordata","Teleostei"
"36824","Oikopleura (Coecaria) gracilis","Chordata","Appendicularia"
"36825","Narcetes stomias","Chordata","Teleostei"
"36826","Anthoptilum grandiflorum","Cnidaria","Anthozoa"
"36827","Desmanthidae","Porifera","Demospongiae"
"36828","Mohnia","Mollusca","Gastropoda"
"36829","Fabriciidae","Annelida","Polychaeta"
"36830","Oncorhynchus tshawytscha","Chordata","Teleostei"
"36831","Grantessa erecta","Porifera","Calcarea"
"36832","Igernella notabilis","Porifera","Demospongiae"
"36833","Holopsamma rotunda","Porifera","Demospongiae"
"36834","Prosuberites conulosus","Porifera","Demospongiae"
"36835","Rhizaxinella durissima","Porifera","Demospongiae"
"36836","Eusyllis kupfferi","Annelida","Polychaeta"
"36837","Anchistioides","Arthropoda","Malacostraca"
"36838","Carinosquilla","Arthropoda","Malacostraca"
"36839","Barbatia cometa","Mollusca","Bivalvia"
"36840","Koellikerina octonemalis","Cnidaria","Hydrozoa"
"36841","Chrysostoma","Mollusca","Gastropoda"
"36842","Aythya ferina","Chordata","Aves"
"36843","Gibborissoia virgata","Mollusca","Gastropoda"
"36844","Syllis krohnii","Annelida","Polychaeta"
"36845","Cladolabes perspicillum","Echinodermata","Holothuroidea"
"36846","Ophiolophus novarae","Echinodermata","Ophiuroidea"
"36847","Ophioplocus declinans","Echinodermata","Ophiuroidea"
"36848","Comanthus suavia","Echinodermata","Crinoidea"
"36849","Numbakulla pygmaeus","Arthropoda","Malacostraca"
"36850","Aplidium petrosum","Chordata","Ascidiacea"
"36851","Didemnum tabulatum","Chordata","Ascidiacea"
"36852","Eophrixus brevicauda","Arthropoda","Malacostraca"
"36853","Aegapheles warna","Arthropoda","Malacostraca"
"36854","Pseudostomella malayica","Gastrotricha",NA
"36855","Aspidosiphon (Paraspidosiphon) tenuis","Annelida",NA
"36856","Metcalfina hexagona","Chordata","Thaliacea"
"36857","Eupetrichthys","Chordata","Teleostei"
"36858","Histiophryne","Chordata","Teleostei"
"36859","Opostomias","Chordata","Teleostei"
"36860","Sebastiscus","Chordata","Teleostei"
"36861","Parablennius intermedius","Chordata","Teleostei"
"36862","Rhynchoconger squaliceps","Chordata","Teleostei"
"36863","Lipolagus ochotensis","Chordata","Teleostei"
"36864","Hebella crateroides","Cnidaria","Hydrozoa"
"36865","Gardineria philippinensis","Cnidaria","Anthozoa"
"36866","Melithaea ornata","Cnidaria","Anthozoa"
"36867","Dendronephthya booleyi","Cnidaria","Anthozoa"
"36868","Muricella rosea","Cnidaria","Anthozoa"
"36869","Thelepus boja","Annelida","Polychaeta"
"36870","Euclymene insecta","Annelida","Polychaeta"
"36871","Inioteuthis japonica","Mollusca","Cephalopoda"
"36872","Fordonia leucobalia","Chordata",NA
"36873","Aipysurus eydouxi","Chordata",NA
"36874","Arenotopa dyadacantha","Arthropoda","Copepoda"
"36875","Klieonychocamptoides itoi","Arthropoda","Copepoda"
"36876","Critomolgus rigidus","Arthropoda","Copepoda"
"36877","Pontobdella aculeata","Annelida","Clitellata"
"36878","Doxomysis nicobaris","Arthropoda","Malacostraca"
"36879","Helminthomorpha","Arthropoda","Diplopoda"
"36880","Hexaplex conatus","Mollusca","Gastropoda"
"36881","Typhis wellsi","Mollusca","Gastropoda"
"36882","Gonodactylellus erdmanni","Arthropoda","Malacostraca"
"36883","Platalea leucorodia","Chordata","Aves"
"36884","Ampithoe platycera","Arthropoda","Malacostraca"
"36885","Oulophyllia levis","Cnidaria","Anthozoa"
"36886","Phenacovolva schmidi","Mollusca","Gastropoda"
"36887","Clistocoeloma","Arthropoda","Malacostraca"
"36888","Pseudomicippe banfieldi","Arthropoda","Malacostraca"
"36889","Nanopilumnus heterodon","Arthropoda","Malacostraca"
"36890","Metaplax elegans","Arthropoda","Malacostraca"
"36891","Fimbria fimbriata","Mollusca","Bivalvia"
"36892","Cornuticella cornuta","Bryozoa","Gymnolaemata"
"36893","Pterocella scutella","Bryozoa","Gymnolaemata"
"36894","Pterocella vesiculosa","Bryozoa","Gymnolaemata"
"36895","Labioporella spatulata","Bryozoa","Gymnolaemata"
"36896","Dibrachichthys melanurus","Chordata","Teleostei"
"36897","Ventojassa helenae","Arthropoda","Malacostraca"
"36898","Nassaria coromandelica","Mollusca","Gastropoda"
"36899","Hadroconus diadematus","Mollusca","Gastropoda"
"36900","Globivenus embrithes","Mollusca","Bivalvia"
"36901","Notoacmea conoidea","Mollusca","Gastropoda"
"36902","Sophrosyne peartae","Arthropoda","Malacostraca"
"36903","Synalpheus neptunus germanus","Arthropoda","Malacostraca"
"36904","Ceratosoma amoenum","Mollusca","Gastropoda"
"36905","Aphelodoris karpa","Mollusca","Gastropoda"
"36906","Delavalia hirtipes","Arthropoda","Copepoda"
"36907","Tenagodus muricatus","Mollusca","Gastropoda"
"36908","Murex occa","Mollusca","Gastropoda"
"36909","Megasyllis","Annelida","Polychaeta"
"36910","Rissoina subfuniculata","Mollusca","Gastropoda"
"36911","Fissurella cyathulum","Mollusca","Gastropoda"
"36912","Ischnochiton stramineus","Mollusca","Polyplacophora"
"36913","Litocorsa annamita","Annelida","Polychaeta"
"36914","Trapezionida philippinensis","Arthropoda","Malacostraca"
"36915","Syllis busseltonensis","Annelida","Polychaeta"
"36916","Aulopiformes","Chordata","Teleostei"
"36917","Oikopleura (Vexillaria) cophocerca","Chordata","Appendicularia"
"36918","Lucicutia magna","Arthropoda","Copepoda"
"36919","Robertgurneya rostrata","Arthropoda","Copepoda"
"36920","Microstomatidae","Chordata","Teleostei"
"36921","Poecilochaetus fulgoris","Annelida","Polychaeta"
"36922","Oceanapia putridosa","Porifera","Demospongiae"
"36923","Hymenoptera","Arthropoda","Hexapoda"
"36924","Anas strepera","Chordata","Aves"
"36925","Thynnascaris thynnascans","Nematoda","Chromadorea"
"36926","Haplostylus robusta","Arthropoda","Malacostraca"
"36927","Ircinia caliculata","Porifera","Demospongiae"
"36928","Thoosa socialis","Porifera","Demospongiae"
"36929","Microscleroderma","Porifera","Demospongiae"
"36930","Mopsea","Cnidaria","Anthozoa"
"36931","Nursia","Arthropoda","Malacostraca"
"36932","Trachyrhamphus","Chordata","Teleostei"
"36933","Heteromysis (Heteromysis) tasmanica","Arthropoda","Malacostraca"
"36934","Pallenopsis denticulata","Arthropoda","Pycnogonida"
"36935","Rynkatorpa bisperforata","Echinodermata","Holothuroidea"
"36936","Ophioplinthaca globata","Echinodermata","Ophiuroidea"
"36937","Diplosoma velatum","Chordata","Ascidiacea"
"36938","Microcosmus propinquus","Chordata","Ascidiacea"
"36939","Polyandrocarpa simulans","Chordata","Ascidiacea"
"36940","Pholidaster","Echinodermata","Asteroidea"
"36941","Probopyrus buitendijki","Arthropoda","Malacostraca"
"36942","Probopyrus gangeticus","Arthropoda","Malacostraca"
"36943","Koremasphaera colonus","Arthropoda","Malacostraca"
"36944","Meiopriapulus fijiensis","Priapulida",NA
"36945","Trematotrochus","Cnidaria","Anthozoa"
"36946","Halichoeres pallidus","Chordata","Teleostei"
"36947","Priolepis aithiops","Chordata","Teleostei"
"36948","Chiloscyllium burmense","Chordata","Elasmobranchii"
"36949","Eviota pellucida","Chordata","Teleostei"
"36950","Butis amboinensis","Chordata","Teleostei"
"36951","Bathyaploactis ornatissima","Chordata","Teleostei"
"36952","Lophiocharon hutchinsi","Chordata","Teleostei"
"36953","Trypauchenichthys sumatrensis","Chordata","Teleostei"
"36954","Radicipes pleurocristatus","Cnidaria","Anthozoa"
"36955","Capnella imbricata","Cnidaria","Anthozoa"
"36956","Lobonemoides robustus","Cnidaria","Scyphozoa"
"36957","Evermannella atrata","Chordata","Teleostei"
"36958","Scolelepis knightjonesi","Annelida","Polychaeta"
"36959","Dentalium variabile","Mollusca","Scaphopoda"
"36960","Cletodes dentatus","Arthropoda","Copepoda"
"36961","Heterochondria longa","Arthropoda","Copepoda"
"36962","Noodtiella mielkei","Arthropoda","Copepoda"
"36963","Typhlamphiascus ovale","Arthropoda","Copepoda"
"36964","Afrolaophonte schmidti","Arthropoda","Copepoda"
"36965","Microfragum","Mollusca","Bivalvia"
"36966","Odontosyllis marombibooral","Annelida","Polychaeta"
"36967","Munidopsis verrilli","Arthropoda","Malacostraca"
"36968","Conescharellina obscura","Bryozoa","Gymnolaemata"
"36969","Aspella ponderi","Mollusca","Gastropoda"
"36970","Cuspidaria latesulcata","Mollusca","Bivalvia"
"36971","Cardiomya pinna","Mollusca","Bivalvia"
"36972","Tonrometra multicirra","Echinodermata","Crinoidea"
"36973","Cochlespira","Mollusca","Gastropoda"
"36974","Nototropis minikoi","Arthropoda","Malacostraca"
"36975","Lycaea vincentii","Arthropoda","Malacostraca"
"36976","Conus anemone novaehollandiae","Mollusca","Gastropoda"
"36977","Pseudopalicus","Arthropoda","Malacostraca"
"36978","Endectyon (Endectyon) elyakovi","Porifera","Demospongiae"
"36979","Microvoluta miranda","Mollusca","Gastropoda"
"36980","Euplax leptophthalmus","Arthropoda","Malacostraca"
"36981","Lactiforis tropicalis","Mollusca","Gastropoda"
"36982","Doratocythere","Arthropoda","Ostracoda"
"36983","Celleporaria spicata","Bryozoa","Gymnolaemata"
"36984","Leptomya gravida","Mollusca","Bivalvia"
"36985","Breynia elegans","Echinodermata","Echinoidea"
"36986","Microcyphus ceylanicus","Echinodermata","Echinoidea"
"36987","Echinogorgia pseudosassapo","Cnidaria","Anthozoa"
"36988","Ceradocus (Denticeradocus) oxyodus","Arthropoda","Malacostraca"
"36989","Birubius wulgaru","Arthropoda","Malacostraca"
"36990","Melanochlamys handrecki","Mollusca","Gastropoda"
"36991","Didemnum dolium","Chordata","Ascidiacea"
"36992","Smaraldia springthorpei","Arthropoda","Malacostraca"
"36993","Tellina angulata","Mollusca","Bivalvia"
"36994","Benthocometes australiensis","Chordata","Teleostei"
"36995","Iniistius cyanifrons","Chordata","Teleostei"
"36996","Lecithocladium harpodontis","Platyhelminthes","Trematoda"
"36997","Nassarius bifarius","Mollusca","Gastropoda"
"36998","Pronucula covra","Mollusca","Bivalvia"
"36999","Aricidea (Strelzovia) hartleyi","Annelida","Polychaeta"
"37000","Amphilochida","Arthropoda","Malacostraca"
"37001","Paucibranchia fallax","Annelida","Polychaeta"
"37002","Syllides pumilus","Annelida","Polychaeta"
"37003","Aythya nyroca","Chordata","Aves"
"37004","Isaea","Arthropoda","Malacostraca"
"37005","Appendicularia sicula","Chordata","Appendicularia"
"37006","Leucoraja","Chordata","Elasmobranchii"
"37007","Puellina","Bryozoa","Gymnolaemata"
"37008","Ameira longipes","Arthropoda","Copepoda"
"37009","Pseudolaophonte glemareci","Arthropoda","Copepoda"
"37010","Theristus ensifer","Nematoda","Chromadorea"
"37011","Asterias","Echinodermata","Asteroidea"
"37012","Trachyrincus","Chordata","Teleostei"
"37013","Molpadiodemas","Echinodermata","Holothuroidea"
"37014","Vosmaeropsis macera","Porifera","Calcarea"
"37015","Clathria (Clathria) oxyphila","Porifera","Demospongiae"
"37016","Clathria (Thalysias) aphylla","Porifera","Demospongiae"
"37017","Lissodendoryx (Ectyodoryx) lissostyla","Porifera","Demospongiae"
"37018","Hymedesmia (Hymedesmia) mannarensis","Porifera","Demospongiae"
"37019","Stelletta tuberculata","Porifera","Demospongiae"
"37020","Laxotethya dampierensis","Porifera","Demospongiae"
"37021","Stellitethya","Porifera","Demospongiae"
"37022","Pleurosignum","Arthropoda","Malacostraca"
"37023","Dunckerocampus","Chordata","Teleostei"
"37024","Pareulepis","Annelida","Polychaeta"
"37025","Chelidonura amoena","Mollusca","Gastropoda"
"37026","Stenogobius gymnopomus","Chordata","Teleostei"
"37027","Macrosetella oculata","Arthropoda","Copepoda"
"37028","Ophiothamnus habrotatus","Echinodermata","Ophiuroidea"
"37029","Distaplia florida","Chordata","Ascidiacea"
"37030","Ciona savignyi","Chordata","Ascidiacea"
"37031","Polydistoma fungiforme","Chordata","Ascidiacea"
"37032","Bopyrus bimaculatus","Arthropoda","Malacostraca"
"37033","Paracassidina bakeri","Arthropoda","Malacostraca"
"37034","Pentidotea australis","Arthropoda","Malacostraca"
"37035","Callionymus ogilbyi","Chordata","Teleostei"
"37036","Ventrifossa petersonii","Chordata","Teleostei"
"37037","Choerodon oligacanthus","Chordata","Teleostei"
"37038","Gobiopsis arenaria","Chordata","Teleostei"
"37039","Drombus halei","Chordata","Teleostei"
"37040","Chrysogorgia dichotoma","Cnidaria","Anthozoa"
"37041","Echinogorgia multispinosa","Cnidaria","Anthozoa"
"37042","Malo maxima","Cnidaria","Cubozoa"
"37043","Paracis ulex","Cnidaria","Anthozoa"
"37044","Mugil thoburni","Chordata","Teleostei"
"37045","Romanchella quadricostalis","Annelida","Polychaeta"
"37046","Phyllopodopsyllus tenuis","Arthropoda","Copepoda"
"37047","Afrolaophonte brevipes","Arthropoda","Copepoda"
"37048","Galapalaophonte triarticulata","Arthropoda","Copepoda"
"37049","Anapagrides","Arthropoda","Malacostraca"
"37050","Anseropoda fisheri","Echinodermata","Asteroidea"
"37051","Leptochiton collusor","Mollusca","Polyplacophora"
"37052","Campylaspis latimera","Arthropoda","Malacostraca"
"37053","Uroptychus spinirostris","Arthropoda","Malacostraca"
"37054","Bathymunida dissimilis","Arthropoda","Malacostraca"
"37055","Linguimaera garitima","Arthropoda","Malacostraca"
"37056","Ptychogyliauchen leucothea","Platyhelminthes","Trematoda"
"37057","Glycymeris undata","Mollusca","Bivalvia"
"37058","Macvicaria adomeae","Platyhelminthes","Trematoda"
"37059","Terebra bratcherae","Mollusca","Gastropoda"
"37060","Bathypilumnus nigrispinifer","Arthropoda","Malacostraca"
"37061","Bathypora nitens","Bryozoa","Gymnolaemata"
"37062","Protoginella praeterea","Mollusca","Gastropoda"
"37063","Sunetta subquadrata","Mollusca","Bivalvia"
"37064","Acteon retusus","Mollusca","Gastropoda"
"37065","Trivirostra scabriuscula","Mollusca","Gastropoda"
"37066","Chicoreus damicornis","Mollusca","Gastropoda"
"37067","Delavalia clavus","Arthropoda","Copepoda"
"37068","Delavalia fustiger","Arthropoda","Copepoda"
"37069","Delavalia andamanica","Arthropoda","Copepoda"
"37070","Condominium floreum","Chordata","Ascidiacea"
"37071","Echinophoria kurodai","Mollusca","Gastropoda"
"37072","Amoria dampieria","Mollusca","Gastropoda"
"37073","Lasiotocus polynemi","Platyhelminthes","Trematoda"
"37074","Tubiola subdisjuncta","Mollusca","Gastropoda"
"37075","Syllis broomensis","Annelida","Polychaeta"
"37076","Leptocephalus","Chordata","Teleostei"
"37077","Verconia closeorum","Mollusca","Gastropoda"
"37078","Deontolaimus longicauda","Nematoda","Chromadorea"
"37079","Tubuca flammula","Arthropoda","Malacostraca"
"37080","Spenceriella penolaensis","Annelida","Clitellata"
"37081","Acropora rectina","Cnidaria","Anthozoa"
"37082","Lowrya kornickeri","Arthropoda","Ostracoda"
"37083","Tubescharina","Bryozoa","Gymnolaemata"
"37084","Pseudocalliax tooradin","Arthropoda","Malacostraca"
"37085","Punctoterebra succincta","Mollusca","Gastropoda"
"37086","Emarginula montrouzieri","Mollusca","Gastropoda"
"37087","Callistephanus koreni","Cnidaria","Anthozoa"
"37088","Rhencus macracanthus","Chordata","Teleostei"
"37089","Colossendeidae","Arthropoda","Pycnogonida"
"37090","Lanceoporidae","Bryozoa","Gymnolaemata"
"37091","Laophontina acantha","Arthropoda","Copepoda"
"37092","Corymorpha annulata","Cnidaria","Hydrozoa"
"37093","Paracanthonchus longicaudatus","Nematoda","Chromadorea"
"37094","Acanthogorgia armata","Cnidaria","Anthozoa"
"37095","Scombrolabracidae","Chordata","Teleostei"
"37096","Timarete","Annelida","Polychaeta"
"37097","Procerastea","Annelida","Polychaeta"
"37098","Panthalis oerstedi","Annelida","Polychaeta"
"37099","Pachastrellidae","Porifera","Demospongiae"
"37100","Leucandra","Porifera","Calcarea"
"37101","Stryphnus","Porifera","Demospongiae"
"37102","Plakina monolopha","Porifera","Homoscleromorpha"
"37103","Oceanodroma leucorhoa","Chordata","Aves"
"37104","Cyclosalpa pinnata","Chordata","Thaliacea"
"37105","Oligotrema","Chordata","Ascidiacea"
"37106","Ptilella","Cnidaria","Anthozoa"
"37107","Leucandra compacta","Porifera","Calcarea"
"37108","Coscinoderma mathewsi","Porifera","Demospongiae"
"37109","Stelletta cavernosa","Porifera","Demospongiae"
"37110","Neophrissospongia","Porifera","Demospongiae"
"37111","Exoedicerotidae","Arthropoda","Malacostraca"
"37112","Gynodiastylis hartmeyeri","Arthropoda","Malacostraca"
"37113","Campylaspis minor","Arthropoda","Malacostraca"
"37114","Sulculeolaria monoica","Cnidaria","Hydrozoa"
"37115","Porites porites","Cnidaria","Anthozoa"
"37116","Atergatis dilatatus","Arthropoda","Malacostraca"
"37117","Periclimenaeus bidentatus","Arthropoda","Malacostraca"
"37118","Pontellina morii","Arthropoda","Copepoda"
"37119","Myra australis","Arthropoda","Malacostraca"
"37120","Raspailia (Raspailia) phakellopsis","Porifera","Demospongiae"
"37121","Ascionana","Arthropoda","Malacostraca"
"37122","Aplidium triggsense","Chordata","Ascidiacea"
"37123","Natatolana galathea","Arthropoda","Malacostraca"
"37124","Neosphaeroma laticaudum","Arthropoda","Malacostraca"
"37125","Xenosella coxospinosa","Arthropoda","Malacostraca"
"37126","Myersina","Chordata","Teleostei"
"37127","Trimma milta","Chordata","Teleostei"
"37128","Lumiconger arafura","Chordata","Teleostei"
"37129","Rudarius minutus","Chordata","Teleostei"
"37130","Lytocarpia lepida","Cnidaria","Hydrozoa"
"37131","Sarcophyton cherbonnieri","Cnidaria","Anthozoa"
"37132","Mastigias albipunctata","Cnidaria","Scyphozoa"
"37133","Melinna aberrans","Annelida","Polychaeta"
"37134","Hapalochlaena fasciata","Mollusca","Cephalopoda"
"37135","Nassarius arcularia arcularia","Mollusca","Gastropoda"
"37136","Asterocheres aesthetes","Arthropoda","Copepoda"
"37137","Eupelte aurulenta","Arthropoda","Copepoda"
"37138","Helmutkunzia variabilis","Arthropoda","Copepoda"
"37139","Scambicornus brachysetosus","Arthropoda","Copepoda"
"37140","Taeniacanthus ostracionis","Arthropoda","Copepoda"
"37141","Paragiopagurus boletifer","Arthropoda","Malacostraca"
"37142","Sympagurus spinimanus","Arthropoda","Malacostraca"
"37143","Phycothais botanica","Mollusca","Gastropoda"
"37144","Aulacolambrus whitei","Arthropoda","Malacostraca"
"37145","Nanosesarma andersoni","Arthropoda","Malacostraca"
"37146","Haliotis diversicolor","Mollusca","Gastropoda"
"37147","Vasticardium fultoni","Mollusca","Bivalvia"
"37148","Otionellina auricula","Bryozoa","Gymnolaemata"
"37149","Amphiblestrum umbonatum","Bryozoa","Gymnolaemata"
"37150","Caberea lata","Bryozoa","Gymnolaemata"
"37151","Hazeus elati","Chordata","Teleostei"
"37152","Stylomma juani","Annelida","Polychaeta"
"37153","Thraciopsis","Mollusca","Bivalvia"
"37154","Glauconome chinensis","Mollusca","Bivalvia"
"37155","Parawaldeckia dilkera","Arthropoda","Malacostraca"
"37156","Bathypalaemonetes pilosipes","Arthropoda","Malacostraca"
"37157","Plesionika rostricrescentis","Arthropoda","Malacostraca"
"37158","Alloiodoris","Mollusca","Gastropoda"
"37159","Mallacoota capricornia","Arthropoda","Malacostraca"
"37160","Meraldia madeleinae","Arthropoda","Malacostraca"
"37161","Isotriphora disjuncta","Mollusca","Gastropoda"
"37162","Colletteichthys flavipinnis","Chordata","Teleostei"
"37163","Cheilopogon olgae","Chordata","Teleostei"
"37164","Oligolepis dasi","Chordata","Teleostei"
"37165","Munditia subquadrata","Mollusca","Gastropoda"
"37166","Corophiida","Arthropoda","Malacostraca"
"37167","Miyakella holoschista","Arthropoda","Malacostraca"
"37168","Vexillum polygonum","Mollusca","Gastropoda"
"37169","Vexillum suluense","Mollusca","Gastropoda"
"37170","Rhagovelia","Arthropoda","Hexapoda"
"37171","Chrysaora pentastoma","Cnidaria","Scyphozoa"
"37172","Moringua guthriana","Chordata","Teleostei"
"37173","Sabaco gangeticus","Annelida","Polychaeta"
"37174","Challengerosergia fulgens","Arthropoda","Malacostraca"
"37175","Australolestes minutus","Arthropoda","Malacostraca"
"37176","Pteroeides crassum","Cnidaria","Anthozoa"
"37177","Stiltia isabella","Chordata","Aves"
"37178","Crella incrustans digitata","Porifera","Demospongiae"
"37179","Elasmopus woodjonesi","Arthropoda","Malacostraca"
"37180","Hyperoche medusarum","Arthropoda","Malacostraca"
"37181","Leuconidae","Arthropoda","Malacostraca"
"37182","Enchelycore","Chordata","Teleostei"
"37183","Talismania mekistonema","Chordata","Teleostei"
"37184","Characella","Porifera","Demospongiae"
"37185","Desmophyllum","Cnidaria","Anthozoa"
"37186","Hyalopecten","Mollusca","Bivalvia"
"37187","Aegires punctilucens","Mollusca","Gastropoda"
"37188","Facetotecta","Arthropoda","Thecostraca"
"37189","Aglaophamus verrilli","Annelida","Polychaeta"
"37190","Aythya fuligula","Chordata","Aves"
"37191","Mycale (Carmia)","Porifera","Demospongiae"
"37192","Lissodendoryx (Anomodoryx) dendyi","Porifera","Demospongiae"
"37193","Stelletta validissima","Porifera","Demospongiae"
"37194","Chondrosia reticulata","Porifera","Demospongiae"
"37195","Delectona higgini","Porifera","Demospongiae"
"37196","Maldanella grossa","Annelida","Polychaeta"
"37197","Dimorphostylis tasmanica","Arthropoda","Malacostraca"
"37198","Santiidae","Arthropoda","Malacostraca"
"37199","Gaillardiellus","Arthropoda","Malacostraca"
"37200","Pseudonereis gallapagensis","Annelida","Polychaeta"
"37201","Chrysaora quinquecirrha","Cnidaria","Scyphozoa"
"37202","Acaudina bacilla","Echinodermata","Holothuroidea"
"37203","Amphiura (Amphiura) diacritica","Echinodermata","Ophiuroidea"
"37204","Ctenyura tortuosa","Chordata","Ascidiacea"
"37205","Leptoclinides coelenteratus","Chordata","Ascidiacea"
"37206","Rhopalaea circula","Chordata","Ascidiacea"
"37207","Anthenea obesa","Echinodermata","Asteroidea"
"37208","Spiculonana bathyalis","Arthropoda","Malacostraca"
"37209","Pseudoplumarella","Cnidaria","Anthozoa"
"37210","Polyipnus paxtoni","Chordata","Teleostei"
"37211","Photonectes gracilis","Chordata","Teleostei"
"37212","Neobythites pallidus","Chordata","Teleostei"
"37213","Lepadichthys frenatus","Chordata","Teleostei"
"37214","Veretillum australis","Cnidaria","Anthozoa"
"37215","Lituaria phalloides","Cnidaria","Anthozoa"
"37216","Dendronephthya rubescens","Cnidaria","Anthozoa"
"37217","Isodactylactis praecox","Cnidaria","Anthozoa"
"37218","Tropidocyathus labidus","Cnidaria","Anthozoa"
"37219","Amphictene favona","Annelida","Polychaeta"
"37220","Tomopteris (Johnstonella) duccii","Annelida","Polychaeta"
"37221","Apodopsyllus madrasensis","Arthropoda","Copepoda"
"37222","Pasiphaea scotiae","Arthropoda","Malacostraca"
"37223","Zeylanicobdella arugamensis","Annelida","Clitellata"
"37224","Ericusa sericata","Mollusca","Gastropoda"
"37225","Trimma nomurai","Chordata","Teleostei"
"37226","Copidognathus bengalensis","Arthropoda","Arachnida"
"37227","Solen annandalei","Mollusca","Bivalvia"
"37228","Pharella javanica","Mollusca","Bivalvia"
"37229","Pisidia dispar","Arthropoda","Malacostraca"
"37230","Exomilus dyscritos","Mollusca","Gastropoda"
"37231","Paliculus kyusyuensis","Arthropoda","Malacostraca"
"37232","Pseudolambrus sandrockii","Arthropoda","Malacostraca"
"37233","Pseudosesarma edwardsii","Arthropoda","Malacostraca"
"37234","Sycettusa poculum","Porifera","Calcarea"
"37235","Vargula matrix","Arthropoda","Ostracoda"
"37236","Philomedes thorax","Arthropoda","Ostracoda"
"37237","Loxoconcha australis","Arthropoda","Ostracoda"
"37238","Astele ciliaris","Mollusca","Gastropoda"
"37239","Calloporina diadema","Bryozoa","Gymnolaemata"
"37240","Volvarina diminuta","Mollusca","Gastropoda"
"37241","Michelea microphylla","Arthropoda","Malacostraca"
"37242","Protohyale (Boreohyale) rubra","Arthropoda","Malacostraca"
"37243","Pitar pellucidus","Mollusca","Bivalvia"
"37244","Stephanocyathus (Stephanocyathus) bipatella","Cnidaria","Anthozoa"
"37245","Stylocidaris brevicollis","Echinodermata","Echinoidea"
"37246","Plesionika grandis","Arthropoda","Malacostraca"
"37247","Eglisia tricarinata","Mollusca","Gastropoda"
"37248","Cephalophoxoides burleus","Arthropoda","Malacostraca"
"37249","Serpula nudiradiata","Annelida","Polychaeta"
"37250","Daidalometra eurymedon","Echinodermata","Crinoidea"
"37251","Melima indica","Arthropoda","Copepoda"
"37252","Trididemnum grandistellatum","Chordata","Ascidiacea"
"37253","Synoicum vesica","Chordata","Ascidiacea"
"37254","Clanculus bicarinatus","Mollusca","Gastropoda"
