"","Species","Phylum","Class"
"1","Mirounga leonina","Chordata","Mammalia"
"2","Leptonychotes weddellii","Chordata","Mammalia"
"3","Lobodon carcinophagus","Chordata","Mammalia"
"4","Pygoscelis adeliae","Chordata","Aves"
"5","Aptenodytes forsteri","Chordata","Aves"
"6","Euphausia superba","Arthropoda","Malacostraca"
"7","Megaptera novaeangliae","Chordata","Mammalia"
"8","Arctocephalus gazella","Chordata","Mammalia"
"9","Thalassoica antarctica","Chordata","Aves"
"10","Pagodroma nivea","Chordata","Aves"
"11","Pleuragramma antarcticum","Chordata","Teleostei"
"12","Thalassarche melanophris","Chordata","Aves"
"13","Oithona similis","Arthropoda","Copepoda"
"14","Calanoida","Arthropoda","Copepoda"
"15","Electrona antarctica","Chordata","Teleostei"
"16","Fulmarus glacialoides","Chordata","Aves"
"17","Phoebetria palpebrata","Chordata","Aves"
"18","Copepoda","Arthropoda","Copepoda"
"19","Thalassarche chrysostoma","Chordata","Aves"
"20","Daption capense","Chordata","Aves"
"21","Thysanoessa macrura","Arthropoda","Malacostraca"
"22","Porifera","Porifera",NA
"23","Fritillaria","Chordata","Appendicularia"
"24","Oceanites oceanicus","Chordata","Aves"
"25","Rhincalanus gigas","Arthropoda","Copepoda"
"26","Procellaria aequinoctialis","Chordata","Aves"
"27","Dissostichus mawsoni","Chordata","Teleostei"
"28","Calanoides acutus","Arthropoda","Copepoda"
"29","Notolepis coatsorum","Chordata","Teleostei"
"30","Pachyptila","Chordata","Aves"
"31","Diomedea exulans","Chordata","Aves"
"32","Aptenodytes patagonicus","Chordata","Aves"
"33","Bathylagus antarcticus","Chordata","Teleostei"
"34","Macronectes giganteus","Chordata","Aves"
"35","Calanus simillimus","Arthropoda","Copepoda"
"36","Trematomus bernacchii","Chordata","Teleostei"
"37","Pygoscelis antarcticus","Chordata","Aves"
"38","Calanus propinquus","Arthropoda","Copepoda"
"39","Balaenoptera physalus","Chordata","Mammalia"
"40","Metridia gerlachei","Arthropoda","Copepoda"
"41","Salpidae","Chordata","Thaliacea"
"42","Euphausia crystallorophias","Arthropoda","Malacostraca"
"43","Clausocalanus brevipes","Arthropoda","Copepoda"
"44","Balaenoptera musculus","Chordata","Mammalia"
"45","Limacina","Mollusca","Gastropoda"
"46","Ctenocalanus","Arthropoda","Copepoda"
"47","Siphonophorae","Cnidaria","Hydrozoa"
"48","Oikopleura","Chordata","Appendicularia"
"49","Puffinus","Chordata","Aves"
"50","Sterna paradisaea","Chordata","Aves"
"51","Clausocalanus laticeps","Arthropoda","Copepoda"
"52","Themisto gaudichaudii","Arthropoda","Malacostraca"
"53","Halobaena caerulea","Chordata","Aves"
"54","Polychaeta","Annelida","Polychaeta"
"55","Chaetognatha","Chaetognatha",NA
"56","Pelecanoides urinatrix","Chordata","Aves"
"57","Puffinus tenuirostris","Chordata","Aves"
"58","Ostracoda","Arthropoda","Ostracoda"
"59","Euphausiidae","Arthropoda","Malacostraca"
"60","Trematomus eulepidotus","Chordata","Teleostei"
"61","Amphipoda","Arthropoda","Malacostraca"
"62","Ctenocalanus citer","Arthropoda","Copepoda"
"63","Pygoscelis papua","Chordata","Aves"
"64","Thouarella","Cnidaria","Anthozoa"
"65","Paraeuchaeta","Arthropoda","Copepoda"
"66","Pterodroma lessonii","Chordata","Aves"
"67","Pisces","Chordata",NA
"68","Gymnoscopelus opisthopterus","Chordata","Teleostei"
"69","Pachyptila desolata","Chordata","Aves"
"70","Demospongiae","Porifera","Demospongiae"
"71","Salpa thompsoni","Chordata","Thaliacea"
"72","Bathylagus","Chordata","Teleostei"
"73","Stercorarius maccormicki","Chordata","Aves"
"74","Chionodraco hamatus","Chordata","Teleostei"
"75","Gymnoscopelus","Chordata","Teleostei"
"76","Paraeuchaeta antarctica","Arthropoda","Copepoda"
"77","Animalia",NA,NA
"78","Gastropoda","Mollusca","Gastropoda"
"79","Electrona","Chordata","Teleostei"
"80","Glabraster antarctica","Echinodermata","Asteroidea"
"81","Metridia","Arthropoda","Copepoda"
"82","Balaenoptera acutorostrata","Chordata","Mammalia"
"83","Actinopteri","Chordata",NA
"84","Lepidonotothen squamifrons","Chordata","Teleostei"
"85","Ommatophoca rossii","Chordata","Mammalia"
"86","Ophiuroidea","Echinodermata","Ophiuroidea"
"87","Orcinus orca","Chordata","Mammalia"
"88","Physeter macrocephalus","Chordata","Mammalia"
"89","Nymphon australe","Arthropoda","Pycnogonida"
"90","Promachocrinus kerguelensis","Echinodermata","Crinoidea"
"91","Gymnoscopelus braueri","Chordata","Teleostei"
"92","Sterechinus neumayeri","Echinodermata","Echinoidea"
"93","Bryozoa","Bryozoa",NA
"94","Pterodroma inexpectata","Chordata","Aves"
"95","Ophiacantha antarctica","Echinodermata","Ophiuroidea"
"96","Trematomus hansoni","Chordata","Teleostei"
"97","Trematomus scotti","Chordata","Teleostei"
"98","Chionodraco myersi","Chordata","Teleostei"
"99","Euphausiacea","Arthropoda","Malacostraca"
"100","Oithona","Arthropoda","Copepoda"
"101","Odontaster validus","Echinodermata","Asteroidea"
"102","Hydrurga leptonyx","Chordata","Mammalia"
"103","Euphausia frigida","Arthropoda","Malacostraca"
"104","Ophionotus victoriae","Echinodermata","Ophiuroidea"
"105","Pachyptila salvini","Chordata","Aves"
"106","Nototheniops larseni","Chordata","Teleostei"
"107","Clio pyramidata","Mollusca","Gastropoda"
"108","Thecosomata","Mollusca","Gastropoda"
"109","Psilaster charcoti","Echinodermata","Asteroidea"
"110","Eukrohnia hamata","Chaetognatha","Sagittoidea"
"111","Hydrozoa","Cnidaria","Hydrozoa"
"112","Cyclopoida","Arthropoda","Copepoda"
"113","Chionodraco","Chordata","Teleostei"
"114","Krefftichthys anderssoni","Chordata","Teleostei"
"115","Rossella racovitzae","Porifera","Hexactinellida"
"116","Aphrodroma brevirostris","Chordata","Aves"
"117","Oncaea","Arthropoda","Copepoda"
"118","Puffinus griseus","Chordata","Aves"
"119","Crustacea","Arthropoda",NA
"120","Pseudosagitta gazellae","Chaetognatha","Sagittoidea"
"121","Pareledone charcoti","Mollusca","Cephalopoda"
"122","Ophioplinthus gelida","Echinodermata","Ophiuroidea"
"123","Chaenodraco wilsoni","Chordata","Teleostei"
"124","Metridia lucens lucens","Arthropoda","Copepoda"
"125","Laternula elliptica","Mollusca","Bivalvia"
"126","Trematomus pennellii","Chordata","Teleostei"
"127","Pareledone","Mollusca","Cephalopoda"
"128","Fregetta tropica","Chordata","Aves"
"129","Rossella","Porifera","Hexactinellida"
"130","Cyclothone","Chordata","Teleostei"
"131","Nototheniidae","Chordata","Teleostei"
"132","Appendicularia","Chordata","Appendicularia"
"133","Rhynchocidaris triplopora","Echinodermata","Echinoidea"
"134","Hexactinellida","Porifera","Hexactinellida"
"135","Notothenia coriiceps","Chordata","Teleostei"
"136","Diplasterias brucei","Echinodermata","Asteroidea"
"137","Eudyptes chrysolophus","Chordata","Aves"
"138","Isopoda","Arthropoda","Malacostraca"
"139","Syllidae","Annelida","Polychaeta"
"140","Paralepididae","Chordata","Teleostei"
"141","Cryodraco antarcticus","Chordata","Teleostei"
"142","Oncaea curvata","Arthropoda","Copepoda"
"143","Ctenocidaris perrieri","Echinodermata","Echinoidea"
"144","Clausocalanus","Arthropoda","Copepoda"
"145","Primno macropa","Arthropoda","Malacostraca"
"146","Sterechinus antarcticus","Echinodermata","Echinoidea"
"147","Myctophidae","Chordata","Teleostei"
"148","Lissarca notorcadensis","Mollusca","Bivalvia"
"149","Ophioplocus incipiens","Echinodermata","Ophiuroidea"
"150","Octocorallia","Cnidaria","Anthozoa"
"151","Antarctotetilla leptoderma","Porifera","Demospongiae"
"152","Asteroidea","Echinodermata","Asteroidea"
"153","Flabellum (Flabellum) impensum","Cnidaria","Anthozoa"
"154","Philobrya sublaevis","Mollusca","Bivalvia"
"155","Astrotoma agassizii","Echinodermata","Ophiuroidea"
"156","Cheiraster (Luidiaster) gerlachei","Echinodermata","Asteroidea"
"157","Bathybiaster loripes","Echinodermata","Asteroidea"
"158","Balaenoptera bonaerensis","Chordata","Mammalia"
"159","Trematomus newnesi","Chordata","Teleostei"
"160","Salpa","Chordata","Thaliacea"
"161","Parborlasia corrugatus","Nemertea","Pilidiophora"
"162","Cyllopus lucasii","Arthropoda","Malacostraca"
"163","Nemertea","Nemertea",NA
"164","Trematomus lepidorhinus","Chordata","Teleostei"
"165","Pagothenia borchgrevinki","Chordata","Teleostei"
"166","Euphausia triacantha","Arthropoda","Malacostraca"
"167","Austropallene cornigera","Arthropoda","Pycnogonida"
"168","Actiniaria","Cnidaria","Anthozoa"
"169","Doris kerguelenensis","Mollusca","Gastropoda"
"170","Calycopsis borchgrevinki","Cnidaria","Hydrozoa"
"171","Paralophaster antarcticus","Echinodermata","Asteroidea"
"172","Bivalvia","Mollusca","Bivalvia"
"173","Trematomus loennbergii","Chordata","Teleostei"
"174","Ophiolimna antarctica","Echinodermata","Ophiuroidea"
"175","Holothuroidea","Echinodermata","Holothuroidea"
"176","Pachyptila turtur","Chordata","Aves"
"177","Hyperiella dilatata","Arthropoda","Malacostraca"
"178","Limopsis marionensis","Mollusca","Bivalvia"
"179","Notasterias armata","Echinodermata","Asteroidea"
"180","Cinachyra antarctica","Porifera","Demospongiae"
"181","Pentanymphon antarcticum","Arthropoda","Pycnogonida"
"182","Ophiosabine vivipara","Echinodermata","Ophiuroidea"
"183","Colossendeis megalonyx","Arthropoda","Pycnogonida"
"184","Galiteuthis glacialis","Mollusca","Cephalopoda"
"185","Labidiaster annulatus","Echinodermata","Asteroidea"
"186","Adacnarca nitens","Mollusca","Bivalvia"
"187","Amphiura belgicae","Echinodermata","Ophiuroidea"
"188","Limacina helicina","Mollusca","Gastropoda"
"189","Lysianassidae","Arthropoda","Malacostraca"
"190","Calanus","Arthropoda","Copepoda"
"191","Cyclocardia astartoides","Mollusca","Bivalvia"
"192","Hexacorallia","Cnidaria","Anthozoa"
"193","Stylocordyla borealis","Porifera","Demospongiae"
"194","Nototanais dimorphus","Arthropoda","Malacostraca"
"195","Abatus shackletoni","Echinodermata","Echinoidea"
"196","Gobionotothen gibberifrons","Chordata","Teleostei"
"197","Pareledone aequipapillae","Mollusca","Cephalopoda"
"198","Ophiuroglypha carinifera","Echinodermata","Ophiuroidea"
"199","Hyperiidae","Arthropoda","Malacostraca"
"200","Mycale (Oxymycale) acerata","Porifera","Demospongiae"
"201","Peribolaster macleani","Echinodermata","Asteroidea"
"202","Tomopteris","Annelida","Polychaeta"
"203","Abatus ingens","Echinodermata","Echinoidea"
"204","Cnidaria","Cnidaria",NA
"205","Eusirus perdentatus","Arthropoda","Malacostraca"
"206","Thysanoessa","Arthropoda","Malacostraca"
"207","Notocrangon antarcticus","Arthropoda","Malacostraca"
"208","Harpovoluta charcoti","Mollusca","Gastropoda"
"209","Macronectes halli","Chordata","Aves"
"210","Ophioplinthus brevirima","Echinodermata","Ophiuroidea"
"211","Ampelisca","Arthropoda","Malacostraca"
"212","Prionodraco evansii","Chordata","Teleostei"
"213","Staurocucumis liouvillei","Echinodermata","Holothuroidea"
"214","Sterechinus","Echinodermata","Echinoidea"
"215","Umbellula","Cnidaria","Anthozoa"
"216","Clione antarctica","Mollusca","Gastropoda"
"217","Rhopiella hirsuta","Echinodermata","Asteroidea"
"218","Epimeria","Arthropoda","Malacostraca"
"219","Ophiosabine pentactis","Echinodermata","Ophiuroidea"
"220","Phyllodocidae","Annelida","Polychaeta"
"221","Amphipneustes lorioli","Echinodermata","Echinoidea"
"222","Acodontaster hodgsoni","Echinodermata","Asteroidea"
"223","Champsocephalus gunnari","Chordata","Teleostei"
"224","Tomopteris carpenteri","Annelida","Polychaeta"
"225","Gymnodraco acuticeps","Chordata","Teleostei"
"226","Amphiura joubini","Echinodermata","Ophiuroidea"
"227","Heterorhabdus austrinus","Arthropoda","Copepoda"
"228","Cuenotaster involutus","Echinodermata","Asteroidea"
"229","Errina fissurata","Cnidaria","Hydrozoa"
"230","Dolloidraco longedorsalis","Chordata","Teleostei"
"231","Adelieledone polymorpha","Mollusca","Cephalopoda"
"232","Macroptychaster accrescens","Echinodermata","Asteroidea"
"233","Heterocucumis steineni","Echinodermata","Holothuroidea"
"234","Synoicum adareanum","Chordata","Ascidiacea"
"235","Austrodecus glaciale","Arthropoda","Pycnogonida"
"236","Haloptilus oxycephalus","Arthropoda","Copepoda"
"237","Florometra mawsoni","Echinodermata","Crinoidea"
"238","Gaetanus tenuispinus","Arthropoda","Copepoda"
"239","Lindbergichthys nudifrons","Chordata","Teleostei"
"240","Scolecithricella","Arthropoda","Copepoda"
"241","Odontaster meridionalis","Echinodermata","Asteroidea"
"242","Solidosagitta marri","Chaetognatha","Sagittoidea"
"243","Abatus philippii","Echinodermata","Echinoidea"
"244","Diplasterias brandti","Echinodermata","Asteroidea"
"245","Thracia meridionalis","Mollusca","Bivalvia"
"246","Abatus (Pseudabatus) nimrodi","Echinodermata","Echinoidea"
"247","Microcalanus pygmaeus","Arthropoda","Copepoda"
"248","Primnoella","Cnidaria","Anthozoa"
"249","Haloptilus ocellatus","Arthropoda","Copepoda"
"250","Ctenocidaris geliberti","Echinodermata","Echinoidea"
"251","Polynoidae","Annelida","Polychaeta"
"252","Mysida","Arthropoda","Malacostraca"
"253","Neopagetopsis ionah","Chordata","Teleostei"
"254","Tanaidacea","Arthropoda","Malacostraca"
"255","Nematoflustra flagellata","Bryozoa","Gymnolaemata"
"256","Antarctomysis maxima","Arthropoda","Malacostraca"
"257","Pteraster stellifer","Echinodermata","Asteroidea"
"258","Ophioperla koehleri","Echinodermata","Ophiuroidea"
"259","Pareledone felix","Mollusca","Cephalopoda"
"260","Perknaster densus","Echinodermata","Asteroidea"
"261","Pelagobia longicirrata","Annelida","Polychaeta"
"262","Anthometrina adriani","Echinodermata","Crinoidea"
"263","Cinachyra barbata","Porifera","Demospongiae"
"264","Deontostoma augustifissulatum","Nematoda","Enoplea"
"265","Paraconotrochus antarcticus","Cnidaria","Anthozoa"
"266","Rossella nuda","Porifera","Hexactinellida"
"267","Gymnoscopelus nicholsi","Chordata","Teleostei"
"268","Reteporella","Bryozoa","Gymnolaemata"
"269","Magellania joubini","Brachiopoda","Rhynchonellata"
"270","Cydippida","Ctenophora","Tentaculata"
"271","Nuttallochiton mirandus","Mollusca","Polyplacophora"
"272","Polyeunoa laevis","Annelida","Polychaeta"
"273","Vibilia antarctica","Arthropoda","Malacostraca"
"274","Sterechinus diadema","Echinodermata","Echinoidea"
"275","Notolepis","Chordata","Teleostei"
"276","Golfingia (Golfingia) margaritacea","Annelida",NA
"277","Nototanais antarcticus","Arthropoda","Malacostraca"
"278","Rossella antarctica","Porifera","Hexactinellida"
"279","Primnoisis","Cnidaria","Anthozoa"
"280","Hydroidolina","Cnidaria","Hydrozoa"
"281","Euchirella rostromagna","Arthropoda","Copepoda"
"282","Ophioplinthus martensi","Echinodermata","Ophiuroidea"
"283","Pareledone cornuta","Mollusca","Cephalopoda"
"284","Protomyctophum bolini","Chordata","Teleostei"
"285","Polymastia invaginata","Porifera","Demospongiae"
"286","Aethotaxis mitopteryx","Chordata","Teleostei"
"287","Pachyptila belcheri","Chordata","Aves"
"288","Macronectes","Chordata","Aves"
"289","Amphipneustes similis","Echinodermata","Echinoidea"
"290","Cnemidocarpa verrucosa","Chordata","Ascidiacea"
"291","Acodontaster capitatus","Echinodermata","Asteroidea"
"292","Isosicyonis alba","Cnidaria","Anthozoa"
"293","Harpacticoida","Arthropoda","Copepoda"
"294","Oithona frigida","Arthropoda","Copepoda"
"295","Pogonophryne scotti","Chordata","Teleostei"
"296","Errina","Cnidaria","Hydrozoa"
"297","Paraeuchaeta exigua","Arthropoda","Copepoda"
"298","Tedania (Tedaniopsis) tantula","Porifera","Demospongiae"
"299","Acodontaster conspicuus","Echinodermata","Asteroidea"
"300","Thyasira debilis","Mollusca","Bivalvia"
"301","Annelida","Annelida",NA
"302","Homalocidaris gigantea","Echinodermata","Echinoidea"
"303","Colossendeis robusta","Arthropoda","Pycnogonida"
"304","Solenogastres","Mollusca","Solenogastres"
"305","Channichthyidae","Chordata","Teleostei"
"306","Orthoporidra compacta","Bryozoa","Gymnolaemata"
"307","Ophioplinthus","Echinodermata","Ophiuroidea"
"308","Pallenopsis patagonica","Arthropoda","Pycnogonida"
"309","Dimophyes arctica","Cnidaria","Hydrozoa"
"310","Ammothea carolinensis","Arthropoda","Pycnogonida"
"311","Alacia hettacra","Arthropoda","Ostracoda"
"312","Peniagone vignoni","Echinodermata","Holothuroidea"
"313","Ascidiacea","Chordata","Ascidiacea"
"314","Primnoidae","Cnidaria","Anthozoa"
"315","Notasterias bongraini","Echinodermata","Asteroidea"
"316","Sipuncula","Annelida",NA
"317","Limatula hodgsoni","Mollusca","Bivalvia"
"318","Microsetella","Arthropoda","Copepoda"
"319","Colomastix","Arthropoda","Malacostraca"
"320","Ophiocten megaloplax","Echinodermata","Ophiuroidea"
"321","Adamussium colbecki","Mollusca","Bivalvia"
"322","Nereididae","Annelida","Polychaeta"
"323","Larus dominicanus","Chordata","Aves"
"324","Notothenia neglecta","Chordata","Teleostei"
"325","Isodictya erinacea","Porifera","Demospongiae"
"326","Artedidraco","Chordata","Teleostei"
"327","Nematoda","Nematoda",NA
"328","Artedidraconidae","Chordata","Teleostei"
"329","Chaenocephalus aceratus","Chordata","Teleostei"
"330","Achelia spicata","Arthropoda","Pycnogonida"
"331","Florenciella","Chordata","Teleostei"
"332","Lysasterias perrieri","Echinodermata","Asteroidea"
"333","Glaciacantha dubium","Echinodermata","Ophiuroidea"
"334","Carbasea curva","Bryozoa","Gymnolaemata"
"335","Neobuccinum eatoni","Mollusca","Gastropoda"
"336","Pseudorchomene plebs","Arthropoda","Malacostraca"
"337","Notioceramus anomalus","Echinodermata","Asteroidea"
"338","Stephos longipes","Arthropoda","Copepoda"
"339","Scolecithricella minor minor","Arthropoda","Copepoda"
"340","Isodictya","Porifera","Demospongiae"
"341","Chionodraco rastrospinosus","Chordata","Teleostei"
"342","Akarotaxis nudiceps","Chordata","Teleostei"
"343","Cycethra verrucosa","Echinodermata","Asteroidea"
"344","Clathria (Axosuberites) nidificata","Porifera","Demospongiae"
"345","Bathyplotes bongraini","Echinodermata","Holothuroidea"
"346","Notocidaris mortenseni","Echinodermata","Echinoidea"
"347","Isodictya kerguelenensis","Porifera","Demospongiae"
"348","Eusirus","Arthropoda","Malacostraca"
"349","Trematomus nicolai","Chordata","Teleostei"
"350","Crystallophyes amygdalina","Cnidaria","Hydrozoa"
"351","Solaster regularis","Echinodermata","Asteroidea"
"352","Diphyes antarctica","Cnidaria","Hydrozoa"
"353","Caryophyllia (Caryophyllia) antarctica","Cnidaria","Anthozoa"
"354","Deontostoma antarcticum","Nematoda","Enoplea"
"355","Megaleledone setebos","Mollusca","Cephalopoda"
"356","Arntzia gracilis","Cnidaria","Anthozoa"
"357","Trachymedusae","Cnidaria","Hydrozoa"
"358","Tedania (Tedania)","Porifera","Demospongiae"
"359","Propeleda longicaudata","Mollusca","Bivalvia"
"360","Balaenoptera borealis","Chordata","Mammalia"
"361","Anthozoa","Cnidaria","Anthozoa"
"362","Eudyptes schlegeli","Chordata","Aves"
"363","Austrinoecia isocheira","Arthropoda","Ostracoda"
"364","Dissostichus eleginoides","Chordata","Teleostei"
"365","Homaxinella balfourensis","Porifera","Demospongiae"
"366","Colossendeis australis","Arthropoda","Pycnogonida"
"367","Cellaria diversa","Bryozoa","Gymnolaemata"
"368","Boroecia antipoda","Arthropoda","Ostracoda"
"369","Pteraster affinis","Echinodermata","Asteroidea"
"370","Spongiobranchaea australis","Mollusca","Gastropoda"
"371","Psychroteuthis glacialis","Mollusca","Cephalopoda"
"372","Racovitzia glacialis","Chordata","Teleostei"
"373","Errina laterorifa","Cnidaria","Hydrozoa"
"374","Inflatella belli","Porifera","Demospongiae"
"375","Ampelisca richardsoni","Arthropoda","Malacostraca"
"376","Pleuromamma","Arthropoda","Copepoda"
"377","Alacia belgicae","Arthropoda","Ostracoda"
"378","Nacella magellanica","Mollusca","Gastropoda"
"379","Beania erecta","Bryozoa","Gymnolaemata"
"380","Myxilla (Myxilla) mollis","Porifera","Demospongiae"
"381","Liothyrella uva","Brachiopoda","Rhynchonellata"
"382","Serpula narconensis","Annelida","Polychaeta"
"383","Ophiosteira echinulata","Echinodermata","Ophiuroidea"
"384","Kampylaster incurvatus","Echinodermata","Asteroidea"
"385","Notocrinus virilis","Echinodermata","Crinoidea"
"386","Chorismus antarcticus","Arthropoda","Malacostraca"
"387","Swanomia membranacea","Bryozoa","Gymnolaemata"
"388","Eusiridae","Arthropoda","Malacostraca"
"389","Cucumaria georgiana","Echinodermata","Holothuroidea"
"390","Onoba kergueleni","Mollusca","Gastropoda"
"391","Inferiolabiata labiata","Cnidaria","Hydrozoa"
"392","Ascidia challengeri","Chordata","Ascidiacea"
"393","Ctenocidaris spinosa","Echinodermata","Echinoidea"
"394","Psolus dubiosus","Echinodermata","Holothuroidea"
"395","Magellania fragilis","Brachiopoda","Rhynchonellata"
"396","Suberites caminatus","Porifera","Demospongiae"
"397","Fiona","Mollusca","Gastropoda"
"398","Ophioplinthus relegata","Echinodermata","Ophiuroidea"
"399","Remaster gourdoni","Echinodermata","Asteroidea"
"400","Pantopoda","Arthropoda","Pycnogonida"
"401","Paraeuchaeta biloba","Arthropoda","Copepoda"
"402","Mollusca","Mollusca",NA
"403","Lophaster gaini","Echinodermata","Asteroidea"
"404","Notocidaris","Echinodermata","Echinoidea"
"405","Pteropoda","Mollusca","Gastropoda"
"406","Comatulida","Echinodermata","Crinoidea"
"407","Aglaophamus trissophyllus","Annelida","Polychaeta"
"408","Osthimosia","Bryozoa","Gymnolaemata"
"409","Margarella antarctica","Mollusca","Gastropoda"
"410","Ophiura","Echinodermata","Ophiuroidea"
"411","Pagetopsis maculata","Chordata","Teleostei"
"412","Pagetopsis macropterus","Chordata","Teleostei"
"413","Echinopsolus charcoti","Echinodermata","Holothuroidea"
"414","Artedidraco skottsbergi","Chordata","Teleostei"
"415","Pseudorchomene rossi","Arthropoda","Malacostraca"
"416","Lageneschara lyrulata","Bryozoa","Gymnolaemata"
"417","Gerlachea australis","Chordata","Teleostei"
"418","Cygnodraco mawsoni","Chordata","Teleostei"
"419","Pagodroma nivea nivea","Chordata","Aves"
"420","Stylasteridae","Cnidaria","Hydrozoa"
"421","Flabellum","Cnidaria","Anthozoa"
"422","Micropora brevissima","Bryozoa","Gymnolaemata"
"423","Pareledone aurata","Mollusca","Cephalopoda"
"424","Protomyctophum","Chordata","Teleostei"
"425","Heteropyramis crystallina","Cnidaria","Hydrozoa"
"426","Ctenocalanus vanus","Arthropoda","Copepoda"
"427","Sterna vittata","Chordata","Aves"
"428","Deontostoma aucklandiae","Nematoda","Enoplea"
"429","Atolla wyvillei","Cnidaria","Scyphozoa"
"430","Trematomus","Chordata","Teleostei"
"431","Anatoma euglypta","Mollusca","Gastropoda"
"432","Iophon unicorne","Porifera","Demospongiae"
"433","Margarella refulgens","Mollusca","Gastropoda"
"434","Melicerita obliqua","Bryozoa","Gymnolaemata"
"435","Pegantha martagon","Cnidaria","Hydrozoa"
"436","Cellariaeforma aurorae","Bryozoa","Gymnolaemata"
"437","Nymphon charcoti","Arthropoda","Pycnogonida"
"438","Pyura bouvetensis","Chordata","Ascidiacea"
"439","Larvapora mawsoni","Bryozoa","Gymnolaemata"
"440","Liljeborgia georgiana","Arthropoda","Malacostraca"
"441","Parakanthophoreus antarcticus","Arthropoda","Malacostraca"
"442","Pleuromamma robusta robusta","Arthropoda","Copepoda"
"443","Pemmatoporella marginata","Bryozoa","Gymnolaemata"
"444","Ctenocidaris speciosa","Echinodermata","Echinoidea"
"445","Chlanidota signeyana","Mollusca","Gastropoda"
"446","Tomopteris septentrionalis","Annelida","Polychaeta"
"447","Scyphozoa","Cnidaria","Scyphozoa"
"448","Phoxocephalidae","Arthropoda","Malacostraca"
"449","Gaetanus","Arthropoda","Copepoda"
"450","Nephtyidae","Annelida","Polychaeta"
"451","Pycnogonida","Arthropoda","Pycnogonida"
"452","Ophiura flexibilis","Echinodermata","Ophiuroidea"
"453","Pallenopsis pilosa","Arthropoda","Pycnogonida"
"454","Ascidia","Chordata","Ascidiacea"
"455","Muggiaea bargmannae","Cnidaria","Hydrozoa"
"456","Lysianassoidea","Arthropoda","Malacostraca"
"457","Deontostoma","Nematoda","Enoplea"
"458","Ophiuridae","Echinodermata","Ophiuroidea"
"459","Racovitzanus antarcticus","Arthropoda","Copepoda"
"460","Dacodraco hunteri","Chordata","Teleostei"
"461","Himantozoum (Himantozoum) antarcticum","Bryozoa","Gymnolaemata"
"462","Psolicrux coatsi","Echinodermata","Holothuroidea"
"463","Notasterias stolophora","Echinodermata","Asteroidea"
"464","Odontaster penicillatus","Echinodermata","Asteroidea"
"465","Hormathia lacunifera","Cnidaria","Anthozoa"
"466","Limopsis lilliei","Mollusca","Bivalvia"
"467","Tunicata","Chordata",NA
"468","Artedidraco lonnbergi","Chordata","Teleostei"
"469","Epimeria (Drakepimeria) similis","Arthropoda","Malacostraca"
"470","Homaxinella","Porifera","Demospongiae"
"471","Metridia curticauda","Arthropoda","Copepoda"
"472","Mysidetes posthon","Arthropoda","Malacostraca"
"473","Ophiacantha","Echinodermata","Ophiuroidea"
"474","Laetmonice producta","Annelida","Polychaeta"
"475","Kymella polaris","Bryozoa","Gymnolaemata"
"476","Scleractinia","Cnidaria","Anthozoa"
"477","Leptychaster flexuosus","Echinodermata","Asteroidea"
"478","Sabellida","Annelida","Polychaeta"
"479","Periphylla periphylla","Cnidaria","Scyphozoa"
"480","Rhynchonereella bongraini","Annelida","Polychaeta"
"481","Clione limacina","Mollusca","Gastropoda"
"482","Stomphia selaginella","Cnidaria","Anthozoa"
"483","Argilloecia","Arthropoda","Ostracoda"
"484","Notolepis annulata","Chordata","Teleostei"
"485","Loxoreticulatum fallax","Arthropoda","Ostracoda"
"486","Ammothea clausi","Arthropoda","Pycnogonida"
"487","Isididae","Cnidaria","Anthozoa"
"488","Stenothoidae","Arthropoda","Malacostraca"
"489","Cellarinella","Bryozoa","Gymnolaemata"
"490","Brachysternaster chesheri","Echinodermata","Echinoidea"
"491","Cellarinella nutti","Bryozoa","Gymnolaemata"
"492","Procellariidae","Chordata","Aves"
"493","Tedania (Tedaniopsis) oxeata","Porifera","Demospongiae"
"494","Pyura discoveryi","Chordata","Ascidiacea"
"495","Paracellaria wandeli","Bryozoa","Gymnolaemata"
"496","Epimeria (Drakepimeria) macrodonta","Arthropoda","Malacostraca"
"497","Fasciculipora ramosa","Bryozoa","Stenolaemata"
"498","Smittina antarctica","Bryozoa","Gymnolaemata"
"499","Osthimosia bicornis","Bryozoa","Gymnolaemata"
"500","Ophiura rouchi","Echinodermata","Ophiuroidea"
"501","Leodamas marginatus","Annelida","Polychaeta"
"502","Thaliacea","Chordata","Thaliacea"
"503","Vanadis longissima","Annelida","Polychaeta"
"504","Heterocucumis denticulata","Echinodermata","Holothuroidea"
"505","Iophon radiatum","Porifera","Demospongiae"
"506","Arachnopusia","Bryozoa","Gymnolaemata"
"507","Vanadis antarctica","Annelida","Polychaeta"
"508","Capnea georgiana","Cnidaria","Anthozoa"
"509","Parachaenichthys charcoti","Chordata","Teleostei"
"510","Protelpidia murrayi","Echinodermata","Holothuroidea"
"511","Haloptilus","Arthropoda","Copepoda"
"512","Antrechinus mortenseni","Echinodermata","Echinoidea"
"513","Ophiosparte gigas","Echinodermata","Ophiuroidea"
"514","Iothia emarginuloides","Mollusca","Gastropoda"
"515","Subonoba gelida","Mollusca","Gastropoda"
"516","Notasterias","Echinodermata","Asteroidea"
"517","Dacrydium albidum","Mollusca","Bivalvia"
"518","Billardia subrufa","Cnidaria","Hydrozoa"
